Query_id	TC_number
total_10097920	3.A.7.15.1
total_100980	5.A.3.11.2
total_10098994	3.A.1.27.1
total_10102810	3.A.1.3.8
total_10102915	9.A.34.1.1
total_1010292	9.A.34.1.1
total_1010301	3.A.1.11.3
total_1010302	3.A.1.11.3
total_10103495	3.A.1.8.1
total_10106407	3.A.6.2.1
total_10106888	3.A.1.122.2
total_10109207	1.B.4.2.1
total_10110419	3.A.1.5.12
total_10111142	3.A.1.3.19
total_10114547	3.A.1.5.22
total_10114692	3.A.1.11.2
total_10115164	3.A.1.5.20
total_1011733	3.A.1.1.6
total_10117433	3.A.1.12.2
total_10117434	3.A.1.12.6
total_10118935	3.A.2.1.2
total_10120590	3.A.1.27.3
total_10120957	3.A.1.5.22
total_10120991	3.A.1.3.8
total_10121948	3.A.1.6.1
total_10123056	3.A.1.105.4
total_1012499	9.A.34.2.1
total_1012500	9.A.34.2.1
total_10125506	3.A.1.5.20
total_10126650	9.B.24.2.2
total_10128770	3.A.1.7.2
total_1013026	3.A.1.7.1
total_10130683	3.A.1.12.3
total_1013187	2.A.6.1.4
total_10132907	1.B.42.1.2
total_10134265	3.A.1.5.27
total_10134719	3.A.1.5.21
total_10137051	3.A.1.4.1
total_10137421	3.A.1.1.8
total_10137704	3.A.1.27.1
total_10140506	3.A.1.2.1
total_10142258	3.A.1.6.1
total_10143703	5.B.5.1.1
total_1014561	3.A.6.2.1
total_10148560	3.A.1.11.1
total_1014926	3.A.1.210.9
total_10149843	3.A.1.122.8
total_1015152	3.A.1.1.23
total_1015231	3.A.1.5.20
total_10155563	3.A.1.7.1
total_10156998	3.A.1.5.15
total_10157642	9.A.34.1.1
total_1015852	3.A.1.5.27
total_10163055	3.A.1.2.4
total_10163313	3.A.1.11.2
total_10165910	3.A.1.11.2
total_10165911	3.A.1.11.2
total_10166399	3.D.1.6.3
total_1016654	9.A.34.1.1
total_10169009	3.A.1.5.11
total_10170075	3.A.1.11.6
total_10170365	3.D.8.1.1
total_10170534	3.A.1.1.10
total_1017239	2.A.1.3.26
total_10172501	3.A.1.3.11
total_10172642	3.A.1.1.3
total_1017327	3.A.1.1.3
total_1017328	3.A.1.1.3
total_1017329	3.A.1.1.3
total_10173919	8.A.9.1.1
total_10174242	3.A.1.16.1
total_10178230	3.A.1.2.15
total_1017908	3.A.1.1.16
total_10180819	3.A.1.3.8
total_10181089	2.A.23.1.3
total_10181568	3.A.1.12.10
total_10181569	3.A.1.12.11
total_10184895	3.A.1.5.12
total_1018736	3.A.1.1.3
total_10187502	3.A.1.5.2
total_10189028	3.A.1.3.5
total_10189276	3.D.1.2.1
total_10191	3.A.1.8.1
total_1019204	1.B.42.1.2
total_10193240	3.A.1.5.20
total_10194425	3.A.1.1.24
total_10195191	9.B.24.2.2
total_10196986	3.A.1.103.1
total_10197156	3.A.1.4.2
total_10201827	2.A.33.1.2
total_10206081	3.A.1.11.2
total_10207702	3.A.7.15.1
total_10208652	3.A.7.15.1
total_10210436	9.B.14.2.3
total_10211721	3.A.1.11.3
total_10212182	3.A.15.3.1
total_10212348	3.A.1.14.19
total_10212988	3.A.1.17.1
total_10214551	3.A.7.4.1
total_10215708	3.A.1.4.4
total_1021661	3.A.1.11.1
total_1021663	3.A.1.11.2
total_10217204	5.A.3.2.1
total_10217205	5.A.3.2.1
total_10218876	3.A.1.3.4
total_10218878	3.A.1.3.19
total_10220321	3.A.1.11.6
total_1022092	3.A.1.8.1
total_10221633	3.A.1.1.5
total_1022169	2.A.21.3.2
total_102227	9.A.4.2.1
total_10225107	2.A.1.14.3
total_10226873	4.C.1.1.4
total_1023186	3.A.1.27.1
total_10233108	3.A.1.16.1
total_10234097	3.A.5.1.1
total_10235276	8.A.4.2.1
total_10235278	3.A.1.101.1
total_10236914	3.A.1.122.2
total_10237723	3.A.1.3.19
total_1024064	3.A.1.34.1
total_1024189	3.A.1.5.27
total_1024190	3.A.1.5.2
total_10242192	3.A.1.4.3
total_10242751	3.A.1.4.1
total_1024478	3.A.1.1.12
total_10247031	3.A.1.5.24
total_10247032	3.A.1.5.24
total_10247033	3.A.1.5.21
total_10247049	3.A.7.15.1
total_10248140	3.B.1.1.5
total_1024827	3.A.1.20.1
total_10248947	3.A.1.5.20
total_10250981	3.A.1.3.10
total_10251176	3.B.1.1.2
total_10251468	3.A.1.5.20
total_10255221	2.A.80.1.1
total_10255399	3.A.1.1.32
total_10255585	3.A.1.11.2
total_10259372	2.A.1.40.2
total_1025960	3.A.1.7.1
total_10259653	3.A.1.4.6
total_10260589	3.A.7.15.1
total_10261766	2.A.63.1.1
total_10261767	2.A.63.1.1
total_10261768	2.A.63.1.1
total_10261769	2.A.63.1.1
total_10261770	2.A.63.1.1
total_10261771	2.A.63.1.1
total_10262792	3.A.1.7.1
total_10262793	3.A.1.7.1
total_10264577	3.A.1.5.2
total_10264628	2.A.1.8.8
total_10264697	3.B.1.1.2
total_10264752	3.A.1.120.5
total_10265697	3.A.1.107.1
total_1026851	9.A.34.1.1
total_1026852	9.A.34.1.1
total_10270062	3.A.1.1.16
total_10271886	3.A.1.5.19
total_1027284	9.B.14.2.2
total_10274449	2.A.7.1.4
total_10276303	3.A.1.11.6
total_10276467	3.A.1.5.1
total_10276936	3.A.1.2.4
total_10276937	3.A.1.2.4
total_10276938	3.A.1.2.4
total_10279996	3.A.1.27.3
total_10280207	3.A.1.8.1
total_10282461	3.A.1.24.1
total_10282462	3.A.1.24.2
total_10282463	3.A.1.24.1
total_10282610	3.A.1.4.2
total_10282744	3.A.1.120.6
total_10284293	3.A.1.11.1
total_10286091	9.A.34.2.1
total_1028661	1.A.30.2.2
total_10288444	3.A.1.11.2
total_10288660	3.A.1.17.1
total_10288672	3.A.1.124.2
total_10292028	3.A.1.17.4
total_10294533	3.A.1.13.1
total_10297513	2.A.1.6.6
total_10298362	3.A.1.6.4
total_10298428	2.A.1.25.3
total_10299804	3.A.1.6.4
total_10300699	9.A.34.1.1
total_1030374	3.A.1.5.20
total_10304785	9.A.34.1.1
total_10305060	3.A.1.5.2
total_10307083	3.A.1.4.1
total_10309326	3.B.1.1.2
total_10309539	3.A.1.7.1
total_10311089	3.A.1.9.1
total_10311090	3.A.1.9.1
total_10313385	3.D.1.2.1
total_10313770	3.A.1.5.20
total_10313771	3.A.1.5.20
total_10313772	3.A.1.5.20
total_10313774	3.A.1.5.20
total_10313775	3.A.1.5.12
total_10313776	3.A.1.5.11
total_1031621	9.A.41.1.1
total_1031715	3.A.1.5.1
total_1031829	3.B.1.1.2
total_1032096	3.A.1.5.25
total_10323219	3.A.1.1.25
total_10323911	3.A.1.125.1
total_10324156	3.A.1.2.16
total_10324608	8.A.9.1.1
total_10325176	2.A.1.6.8
total_10328112	3.A.15.2.1
total_10330856	3.A.1.2.1
total_10332160	3.A.1.5.20
total_10332788	3.A.1.1.11
total_10332789	3.A.1.1.11
total_10332970	2.A.1.7.2
total_10334137	3.A.1.7.1
total_10334290	3.A.1.11.2
total_10337007	3.A.1.5.2
total_10338270	3.A.1.27.4
total_10338727	3.A.1.5.19
total_10339673	3.A.1.8.1
total_10340646	3.A.1.7.1
total_10340688	3.A.1.1.25
total_10340689	3.A.1.1.25
total_10340811	3.B.1.1.3
total_10342971	2.A.1.14.3
total_10343268	3.A.1.6.3
total_10345496	3.A.1.11.1
total_10346158	3.A.1.115.1
total_1034635	3.A.1.11.6
total_10346483	3.A.1.109.1
total_1034846	3.A.1.2.1
total_10348548	3.A.1.11.2
total_1034960	9.A.4.1.2
total_1035054	3.A.1.5.2
total_10353214	3.A.1.2.7
total_10355970	3.A.1.1.10
total_10358918	3.A.1.122.2
total_1035973	3.A.1.27.1
total_10360371	3.A.1.1.32
total_10363504	3.A.1.4.1
total_10367701	3.A.1.3.5
total_10367702	3.A.1.3.6
total_10372767	3.A.1.5.17
total_10373442	3.A.1.11.1
total_10373444	3.A.1.11.1
total_10374493	3.A.15.3.1
total_10375213	3.A.1.5.2
total_10376818	9.A.34.2.1
total_10378698	9.A.41.1.1
total_10379270	3.A.5.1.1
total_10379718	3.A.1.11.3
total_10380043	9.A.34.2.1
total_10380044	9.A.34.2.1
total_10380779	3.A.1.2.1
total_10380915	3.A.1.3.4
total_10381922	3.A.1.125.1
total_10382506	3.A.6.2.1
total_10383070	2.A.56.1.1
total_10384317	2.A.23.1.3
total_10385712	9.B.31.1.1
total_10386440	3.D.8.1.1
total_10386833	3.A.1.2.1
total_103882	3.A.1.5.1
total_10388289	1.B.42.1.2
total_10388610	3.A.1.102.1
total_10388753	3.A.1.5.21
total_1039157	3.A.1.2.7
total_1039158	3.A.1.2.7
total_10391582	3.A.1.7.1
total_10392738	5.A.3.5.1
total_10393596	2.A.23.1.6
total_1039425	3.A.1.128.2
total_10394918	3.A.1.2.8
total_10395162	3.A.1.5.15
total_10396443	2.A.1.14.3
total_10396902	3.A.1.5.21
total_10397423	3.A.1.122.3
total_1040021	3.A.1.9.1
total_10403006	3.A.1.12.8
total_10403788	3.A.1.1.16
total_10404024	3.A.1.5.27
total_10404675	3.A.1.14.19
total_1040505	3.A.1.4.1
total_1040694	3.A.1.4.1
total_1040855	3.A.1.122.2
total_10408737	3.A.1.2.13
total_10409316	3.A.1.1.10
total_10411307	3.A.1.1.8
total_10411850	3.A.1.125.1
total_10412594	3.A.1.5.20
total_10413458	3.A.1.12.10
total_10413834	3.A.1.1.5
total_10414074	3.A.1.4.1
total_10415140	9.B.14.2.2
total_10415529	5.A.3.11.2
total_10416262	3.A.1.5.12
total_10416733	4.A.4.1.1
total_10416754	1.B.42.1.2
total_10417478	3.A.1.3.8
total_10417777	3.A.1.5.12
total_10422974	3.A.1.5.19
total_10423030	3.A.1.27.3
total_10427938	2.A.51.1.1
total_10429358	3.A.1.8.1
total_10429871	3.A.1.4.6
total_10430910	2.A.55.2.4
total_10431084	2.A.1.56.1
total_10431271	3.A.1.106.2
total_10432107	5.A.3.5.1
total_10433404	3.A.1.124.3
total_10435548	3.A.1.1.11
total_10437584	3.A.1.1.32
total_10437921	2.A.56.1.1
total_10439414	3.A.1.17.1
total_10440535	3.A.1.11.3
total_10441203	3.A.1.8.1
total_1044195	3.A.1.2.14
total_1044196	3.A.1.2.13
total_10443174	3.A.1.27.4
total_10443781	2.A.1.6.8
total_10446458	3.A.1.3.4
total_10447561	3.A.1.4.5
total_10448047	3.A.1.4.4
total_1044810	3.A.1.11.1
total_10448307	5.A.3.4.1
total_10448767	3.A.6.2.1
total_10448768	3.A.6.2.1
total_10448983	3.A.1.1.3
total_10451253	3.A.1.4.4
total_10451315	3.A.1.7.1
total_10451316	3.A.1.7.1
total_10451317	3.A.1.7.1
total_10451936	3.A.1.3.8
total_10452002	3.A.6.1.1
total_10452122	3.A.1.5.19
total_10453425	3.A.1.5.25
total_10455332	3.A.1.3.19
total_10459273	3.D.8.1.1
total_10459279	2.A.1.14.3
total_10460894	3.A.1.110.3
total_10462426	2.A.6.1.4
total_104666	2.A.56.1.2
total_10466687	3.A.1.5.15
total_10468743	3.A.1.6.1
total_10468744	3.A.1.6.1
total_10472199	3.A.1.125.1
total_10472728	2.A.1.7.6
total_1047399	3.A.7.15.1
total_10474219	3.A.1.11.6
total_10475071	1.B.14.1.12
total_10476684	3.A.1.7.1
total_10476796	3.A.1.122.2
total_10476810	5.A.3.7.1
total_10478238	1.B.42.1.2
total_10478824	2.A.6.2.14
total_10479719	3.A.15.3.1
total_10480761	3.A.1.5.20
total_10480829	3.A.1.3.10
total_10481139	3.A.1.12.10
total_1048255	3.A.1.106.8
total_10484207	2.A.1.35.1
total_1048479	3.A.1.27.4
total_10486094	3.A.1.27.3
total_104867	3.A.1.11.2
total_10487858	3.A.1.1.25
total_10489087	3.A.1.1.7
total_10492860	3.A.1.1.3
total_10495124	3.A.1.4.1
total_10496188	3.A.1.1.10
total_10500282	3.A.1.11.2
total_10500504	3.A.1.120.6
total_10502355	3.A.1.210.3
total_10502528	3.A.1.4.4
total_10504942	3.A.1.5.20
total_10506510	2.A.1.56.1
total_10506774	3.A.3.5.30
total_1050815	2.A.1.14.3
total_10508571	1.A.11.1.4
total_10513121	3.A.1.5.20
total_10515313	3.A.1.3.4
total_10516506	2.A.55.1.3
total_10517	2.A.1.6.8
total_10517691	2.A.56.1.1
total_10518041	3.A.1.2.11
total_1051916	1.B.42.1.2
total_1051987	3.A.1.125.2
total_10525126	9.A.34.2.1
total_10525443	1.B.4.2.1
total_10525910	3.A.1.5.11
total_10526348	3.D.2.2.1
total_10528355	3.A.1.2.11
total_1053009	3.A.1.11.1
total_10530670	3.A.1.2.7
total_10530671	3.A.1.2.7
total_10531614	3.A.1.16.2
total_10532692	3.A.1.11.2
total_10535873	3.A.1.3.8
total_10536659	3.A.1.1.22
total_1053667	3.A.1.3.15
total_10536754	3.A.1.7.1
total_10536941	3.A.1.1.8
total_10536943	3.A.1.1.8
total_10536947	3.A.1.105.1
total_1053767	3.A.1.27.3
total_10537680	2.A.1.8.2
total_10538953	3.A.1.5.15
total_10539260	9.B.20.1.1
total_10541106	3.A.1.5.19
total_10542427	3.A.1.106.2
total_10542975	3.A.1.8.1
total_10542976	3.A.1.8.1
total_1054366	9.A.34.1.1
total_10544166	3.A.1.4.1
total_10544867	2.A.1.1.55
total_10546401	3.A.1.107.1
total_10547513	3.A.6.3.1
total_10548447	3.A.1.1.19
total_10548582	5.A.3.1.1
total_10549010	3.A.1.4.6
total_10549395	9.B.14.2.2
total_10549396	3.A.1.107.1
total_10549864	2.A.6.2.17
total_10551770	3.A.1.27.1
total_10554056	3.A.1.27.5
total_10554192	3.A.15.1.1
total_10554783	3.A.1.5.11
total_1055560	3.A.1.4.1
total_1055571	2.A.6.2.16
total_10555745	3.A.1.9.2
total_10555930	3.A.1.16.3
total_10556595	3.A.1.1.21
total_10560226	5.A.3.1.2
total_10560670	3.A.1.4.6
total_10561210	2.A.1.40.2
total_10561355	3.A.1.12.3
total_1056245	3.A.1.4.1
total_10567313	3.A.1.2.7
total_10567833	3.A.1.7.1
total_10567834	3.A.1.7.1
total_1056964	2.A.72.1.1
total_10570613	3.A.1.5.20
total_10571924	3.A.1.5.27
total_10574475	5.A.3.3.2
total_10574950	2.A.1.35.1
total_1057557	5.A.3.2.1
total_10576386	3.A.1.1.3
total_10579914	2.A.1.8.11
total_10584494	3.A.1.107.1
total_10584542	3.A.15.2.1
total_1058543	3.A.1.27.4
total_10586323	1.B.42.1.2
total_10588022	3.A.1.5.11
total_10588059	9.B.14.2.2
total_1058881	3.A.1.4.1
total_1058918	2.A.72.1.1
total_10590600	3.A.1.5.18
total_10591657	3.A.6.2.1
total_1059234	3.A.1.17.2
total_10595508	2.A.1.7.6
total_10598636	3.A.1.1.5
total_105993	3.A.1.5.20
total_10599301	3.A.1.5.20
total_10599302	3.A.1.5.27
total_10599303	3.A.1.5.11
total_10600117	3.A.1.110.9
total_10600373	2.A.1.3.24
total_106005	3.A.1.5.20
total_10601689	2.A.23.1.3
total_10605430	3.A.1.1.16
total_10606809	2.A.37.1.1
total_10606948	3.A.1.2.17
total_10607957	3.A.1.1.5
total_10610608	3.A.1.20.1
total_10611185	3.A.1.17.5
total_10612694	5.A.3.11.1
total_1061283	3.A.1.6.2
total_10613593	3.A.1.3.18
total_10613802	2.A.6.2.39
total_10617679	1.A.30.1.1
total_10620782	3.A.1.4.1
total_10622338	3.A.1.2.1
total_10636845	9.B.34.1.1
total_1063700	3.A.1.11.1
total_10637914	3.A.1.5.4
total_1063864	3.A.5.1.1
total_10640900	9.B.34.1.1
total_10641084	3.A.1.4.1
total_10641384	3.A.1.126.1
total_10641922	3.A.1.27.4
total_10644934	3.A.1.5.11
total_10647212	3.A.1.11.2
total_10647213	3.A.1.11.2
total_10647214	3.A.1.11.2
total_10647215	3.A.1.11.2
total_10647902	3.A.1.3.2
total_10649587	3.A.1.131.1
total_10649728	2.A.1.6.7
total_10650434	3.A.1.6.1
total_1065051	3.A.1.5.15
total_10650838	3.A.1.103.1
total_10651602	3.A.15.2.1
total_1065178	3.A.1.114.1
total_10653522	3.A.1.1.23
total_10654149	2.A.13.1.3
total_1065417	2.A.56.1.1
total_10655612	1.B.42.1.2
total_10659681	3.A.1.27.4
total_10659890	3.A.1.3.8
total_10660348	3.A.1.1.25
total_10661063	3.A.1.6.1
total_10662324	3.A.1.5.12
total_10662333	3.A.1.6.1
total_10663558	3.A.1.131.1
total_10664489	3.A.1.4.5
total_10664591	3.A.1.1.22
total_10665466	3.A.1.122.2
total_10668107	9.B.14.2.2
total_10670398	3.A.1.2.1
total_10670649	3.A.1.7.1
total_10671558	3.A.1.5.11
total_10671559	3.A.1.5.11
total_1067225	3.A.1.3.18
total_1067226	3.A.1.3.8
total_10672942	3.A.1.3.4
total_10673134	3.A.1.1.3
total_10674233	2.A.1.15.9
total_10676818	3.A.1.1.3
total_10676819	3.A.1.1.3
total_10676820	3.A.1.1.3
total_10676821	3.A.1.1.3
total_10678594	2.A.1.35.1
total_10680164	3.D.9.1.1
total_1068080	9.B.35.2.1
total_10681176	3.A.1.7.1
total_10683612	2.A.59.1.3
total_10684492	3.A.1.122.8
total_1068604	3.A.1.4.2
total_10686625	3.A.1.5.27
total_10686986	3.A.1.20.1
total_10689247	3.A.1.125.1
total_10689778	9.A.41.1.1
total_1069006	3.A.1.9.1
total_10690218	3.A.1.3.8
total_10690219	3.A.1.3.8
total_10690220	3.A.1.3.8
total_10690221	3.A.1.3.8
total_10690612	3.A.1.1.32
total_1069116	2.A.1.6.5
total_10693164	2.A.6.2.39
total_10693165	2.A.6.2.39
total_10693192	4.A.3.2.5
total_10693948	3.A.1.17.1
total_10696406	3.A.1.27.2
total_10696712	3.A.1.8.1
total_10696713	3.A.1.8.1
total_10697462	3.A.1.122.7
total_1069757	1.A.30.1.1
total_10701580	3.A.1.102.1
total_10705402	3.A.1.2.13
total_10707043	3.A.1.24.4
total_10708188	3.A.1.4.5
total_10709107	3.A.15.2.1
total_10710169	3.A.1.7.2
total_10711185	3.A.1.3.10
total_10711849	2.A.80.1.1
total_10713326	3.A.1.17.4
total_10716732	2.A.56.3.1
total_1071780	3.A.1.4.2
total_1072105	3.A.1.106.2
total_10725151	3.A.1.14.19
total_10725467	3.A.1.8.1
total_10725543	2.A.1.14.7
total_10726864	3.A.1.120.5
total_10728863	3.A.1.3.19
total_10733839	3.A.1.7.1
total_10734128	3.A.1.1.16
total_10734814	2.A.7.1.4
total_10735244	3.A.1.15.7
total_10736793	3.A.1.102.1
total_10739530	3.A.1.120.6
total_10741719	3.A.1.27.1
total_10742243	3.A.1.5.27
total_1074247	3.A.1.11.1
total_1074248	3.A.1.11.2
total_10742550	3.A.7.15.1
total_10743833	2.A.1.59.2
total_10744961	3.A.1.27.3
total_10745919	3.A.1.3.4
total_10745938	3.A.2.1.2
total_10746200	3.A.1.1.8
total_1074714	3.A.1.125.1
total_10747170	3.A.1.27.5
total_10749430	3.A.1.132.1
total_10749502	3.A.1.5.20
total_10750285	3.A.1.110.1
total_10752150	3.A.1.5.19
total_10752992	3.A.1.1.32
total_10753920	3.A.1.11.2
total_1075499	9.A.34.2.1
total_1075500	9.A.34.2.1
total_10757324	3.A.1.107.3
total_10757325	3.A.1.107.3
total_10757326	9.B.14.2.3
total_10757418	3.A.1.5.1
total_107589	3.A.1.107.3
total_10760220	3.A.1.105.1
total_10763493	9.A.10.2.2
total_1076660	3.A.1.11.1
total_1076661	3.A.1.11.1
total_10771401	1.A.33.1.2
total_10771983	3.A.1.16.1
total_1077276	3.A.1.15.10
total_10774166	3.A.1.4.1
total_10775314	3.A.1.1.7
total_10775948	3.A.1.5.2
total_10776483	3.A.1.6.1
total_10777264	3.A.1.6.3
total_10777919	3.A.1.2.6
total_10778552	3.A.1.1.12
total_10779781	3.A.1.1.34
total_10780085	9.B.24.2.2
total_10781538	3.A.1.3.10
total_10782572	3.A.1.6.3
total_1078372	3.A.1.2.4
total_10784031	3.A.1.15.8
total_10784032	3.A.1.15.8
total_10784033	3.A.1.15.8
total_10784830	8.A.8.1.1
total_10786958	2.A.23.1.1
total_10789845	3.A.1.24.1
total_10790133	3.A.1.107.1
total_10791731	3.A.1.17.6
total_1079211	3.A.1.11.2
total_10793633	2.A.1.6.3
total_10794479	3.A.1.3.8
total_10794675	3.A.1.17.6
total_10795022	3.A.6.2.1
total_10797858	3.A.7.15.1
total_10797935	3.A.1.6.1
total_10798635	3.A.1.4.4
total_10799661	3.A.1.103.1
total_10801314	3.A.1.1.32
total_10803939	3.A.1.1.16
total_108044	3.A.1.1.4
total_108045	3.A.1.1.4
total_10806925	3.A.1.6.1
total_10806926	3.A.1.6.1
total_10806928	3.A.1.6.1
total_10807058	3.A.15.2.1
total_10807308	3.A.1.14.21
total_10807837	3.A.1.3.8
total_10808857	3.A.1.2.9
total_10809487	3.A.1.1.33
total_1080990	3.A.1.5.27
total_10811307	3.A.1.1.25
total_10813184	3.A.1.5.2
total_10813402	3.A.1.1.3
total_10813404	3.A.1.1.3
total_10814069	3.A.1.125.1
total_10814079	3.A.1.5.11
total_10814219	3.A.1.6.1
total_10818675	3.A.1.14.19
total_10820438	3.A.1.7.1
total_1082143	3.A.1.4.3
total_10822036	3.A.1.8.2
total_10822183	3.A.15.2.1
total_10823062	5.A.3.4.1
total_10823921	1.A.8.3.1
total_10824343	3.A.1.15.10
total_10828617	9.A.34.2.1
total_10829497	3.A.1.1.3
total_1083146	3.A.1.5.20
total_10831789	2.A.3.14.1
total_10832474	4.A.4.1.2
total_1083374	3.A.1.125.1
total_10834678	3.A.1.4.5
total_10836049	3.A.1.114.1
total_10836167	3.A.1.15.10
total_10838365	1.A.30.1.2
total_10839379	3.A.6.2.1
total_10843565	9.B.20.2.1
total_10846356	9.A.41.1.1
total_10847431	3.A.1.3.8
total_10847456	2.A.1.6.2
total_1084787	3.A.1.27.5
total_10847930	3.A.1.15.7
total_1085162	3.A.1.6.7
total_1085163	3.A.1.6.1
total_10851885	3.A.1.5.20
total_10852541	1.A.11.1.4
total_108536	3.A.1.1.32
total_10853842	3.A.15.2.1
total_10853898	3.A.1.5.13
total_10854009	3.A.15.2.1
total_10855184	3.A.1.1.5
total_10855186	3.A.1.1.5
total_10855476	9.A.34.2.1
total_10855755	3.A.1.2.1
total_10856777	3.A.1.11.1
total_10859185	1.B.42.1.2
total_10860715	3.A.1.122.2
total_10862878	9.B.43.1.1
total_10864961	2.A.1.6.5
total_10866180	3.A.1.11.2
total_10866182	2.A.72.1.1
total_10868043	3.A.1.4.6
total_1086864	3.A.1.125.1
total_10868679	3.A.1.6.1
total_10868911	3.A.1.5.20
total_10869276	3.A.1.7.1
total_10869277	3.A.1.7.1
total_10869830	3.A.1.10.2
total_10870131	3.A.1.11.1
total_10870580	3.A.1.5.20
total_10871086	3.A.1.7.1
total_10871361	3.A.1.6.1
total_10871362	3.A.1.6.1
total_10872623	3.A.1.5.21
total_10872743	1.B.42.1.2
total_10873378	1.B.42.1.2
total_10873667	3.A.1.11.2
total_10874957	1.B.42.1.2
total_1087572	3.A.1.103.1
total_10877360	3.A.1.3.9
total_10878234	3.A.1.11.1
total_10878465	3.A.15.1.1
total_10879517	3.A.3.7.1
total_10879518	3.A.3.7.1
total_10880655	3.A.1.1.16
total_10884407	3.A.1.20.1
total_10885851	2.A.36.6.5
total_10885855	3.A.1.8.1
total_10885856	3.A.1.8.1
total_10886387	3.A.1.11.2
total_10889630	3.A.1.1.23
total_10890157	3.A.1.2.7
total_10890613	3.A.1.1.16
total_10890777	3.A.1.3.10
total_10891348	3.A.1.4.1
total_10891350	3.A.1.4.1
total_10892982	2.A.33.1.2
total_10897650	3.A.1.11.1
total_10898337	3.A.1.27.3
total_10898355	3.A.1.5.20
total_10898362	3.A.1.105.3
total_10903249	1.A.11.2.5
total_10906421	3.A.1.103.1
total_10908437	3.A.1.17.1
total_10910810	1.B.42.1.2
total_1091320	3.A.1.1.32
total_10920207	3.A.1.3.8
total_10921735	3.A.1.5.11
total_10922379	3.A.1.5.11
total_10922497	3.A.1.20.1
total_10922677	3.A.1.1.22
total_10922952	2.A.72.1.1
total_10924848	3.A.1.5.20
total_10925005	3.A.1.7.1
total_10926064	1.B.42.1.2
total_10927247	3.A.1.7.1
total_10927249	3.A.1.7.1
total_10928400	3.A.1.11.2
total_109289	3.A.1.4.4
total_10928946	3.A.1.108.1
total_10932665	3.A.1.210.9
total_10933086	3.A.1.6.1
total_10933683	3.A.1.12.12
total_10933970	3.A.1.16.2
total_10934078	3.A.1.3.19
total_1093482	3.A.1.1.22
total_1093483	3.A.1.1.25
total_1093484	3.A.1.1.25
total_10935183	3.A.1.3.19
total_10936420	3.A.1.27.4
total_10937847	2.A.1.14.3
total_10937884	5.A.3.4.1
total_10938536	3.A.1.5.20
total_10941130	3.A.1.6.3
total_10941630	3.A.1.5.24
total_10941631	3.A.1.5.24
total_10942044	3.A.1.1.3
total_10942045	3.A.1.1.3
total_10942046	3.A.1.1.3
total_10942047	3.A.1.1.3
total_10943679	2.A.33.1.2
total_10946238	3.A.6.2.1
total_10947917	3.A.1.125.1
total_1094859	3.B.1.1.2
total_10949462	3.A.1.132.2
total_10949743	3.A.1.7.1
total_10950792	3.A.1.6.1
total_10953209	1.B.42.1.2
