Query_id	TC_number
total_13620205	9.A.34.1.1
total_1363778	3.D.2.2.1
total_13669939	3.A.15.2.1
total_13672258	1.B.12.4.1
total_13689591	9.A.34.2.1
total_1369289	9.B.3.1.2
total_13696305	2.A.23.1.6
total_13699701	3.A.11.2.1
total_1370471	9.A.34.1.1
total_13706169	3.A.6.2.1
total_13725345	3.A.6.2.1
total_13731545	2.A.6.2.18
total_13753362	3.D.1.6.3
total_1376222	2.A.6.2.39
total_13772029	3.A.6.1.1
total_13798095	9.A.34.2.1
total_13811832	9.A.34.1.1
total_13815745	9.B.42.1.1
total_13819330	2.A.6.2.18
total_13830651	1.A.30.1.6
total_13831211	3.A.6.2.1
total_13842218	1.B.12.4.1
total_1384597	3.A.6.2.1
total_13937756	3.A.6.3.1
total_14003078	4.A.1.1.5
total_14012697	3.A.1.105.3
total_14017909	9.A.34.2.1
total_14023959	2.A.56.1.1
total_14027976	9.B.42.1.1
total_1402813	3.A.6.3.1
total_1405176	3.A.6.1.1
total_14070040	3.A.15.2.1
total_1411776	3.A.6.2.1
total_14139040	2.A.56.1.1
total_14146736	1.A.30.1.5
total_14152697	3.A.15.2.1
total_14155433	4.A.1.1.5
total_1419231	2.A.6.1.4
total_14200439	5.A.3.10.1
total_14201576	9.A.41.1.1
total_1420284	3.A.6.2.1
total_14244358	2.A.6.1.4
total_14245020	2.A.23.1.6
total_14246833	3.A.5.1.1
total_14255902	9.A.34.1.1
total_14257182	3.D.1.6.4
total_14258349	1.B.22.2.1
total_14268837	1.B.12.4.1
total_14292102	3.A.1.5.11
total_1429517	9.B.42.1.1
total_14297933	3.A.1.122.2
total_1431868	9.B.42.1.1
total_14369816	3.A.15.1.1
total_1437394	3.A.6.1.1
total_14424834	3.A.7.13.1
total_14442260	3.A.6.2.1
total_144449	9.B.42.1.1
total_14456470	3.A.6.3.1
total_14501645	2.A.23.1.3
total_14536948	3.A.3.7.1
total_1455749	9.B.42.1.1
total_14586564	3.A.6.2.1
total_14595228	3.A.15.2.1
total_14617166	9.B.31.1.1
total_1463902	3.A.15.2.1
total_14652660	1.A.30.1.3
total_14672004	9.A.34.2.1
total_14672889	2.A.6.1.4
total_1469830	3.A.15.2.1
total_14700272	3.A.6.2.1
total_14702640	3.A.15.2.1
total_14713608	3.D.1.6.3
total_14734500	3.A.6.3.1
total_14743926	9.A.41.1.1
total_14752602	3.A.15.2.1
total_14752603	3.A.15.2.1
total_14788405	3.A.6.2.1
total_14803125	3.A.11.2.2
total_14804190	4.A.1.1.5
total_14809834	2.A.23.1.2
total_14842987	2.A.6.1.4
total_14843910	3.A.1.27.1
total_14850125	3.A.6.2.1
total_14850127	3.A.6.2.1
total_14857823	3.A.6.2.1
total_14861938	3.A.6.2.1
total_14870559	3.A.15.1.1
total_14872718	3.A.5.1.1
total_14892241	9.A.34.2.1
total_14927556	3.A.2.1.1
total_1496131	9.A.41.1.1
total_14984806	3.A.6.2.1
total_15013546	2.A.56.1.1
total_15019336	3.A.6.2.1
total_15028575	3.D.4.5.1
total_15038908	9.B.42.1.1
total_15043018	3.A.6.3.1
total_15053657	4.A.1.1.5
total_1507159	3.A.6.2.1
total_15077644	2.A.80.1.1
total_15110671	1.A.30.1.1
total_1512367	9.A.34.1.1
total_15127280	3.A.6.2.1
total_15188990	3.A.1.1.22
total_15198879	9.A.41.1.1
total_15240033	3.A.6.2.1
total_15255338	3.A.6.2.1
total_15257111	3.A.1.105.3
total_1526097	3.A.1.122.2
total_1526220	9.A.34.1.1
total_1528057	9.A.34.2.1
total_15391045	3.A.6.2.1
total_1539457	3.A.6.2.1
total_15397354	3.A.12.1.1
total_15414614	3.A.6.1.1
total_15422871	3.A.15.1.1
total_15458214	3.A.6.2.1
total_15479288	3.A.15.2.1
total_15487867	3.A.15.2.1
total_15521170	9.A.34.2.1
total_15527014	9.A.34.2.1
total_15545879	3.A.15.2.1
total_15546496	3.A.15.1.1
total_155831	9.B.42.1.1
total_15648961	2.A.80.1.1
total_15657539	3.A.15.2.1
total_15661426	3.A.15.2.1
total_15679578	3.A.11.1.2
total_15696815	3.A.6.2.1
total_157028	2.A.23.1.6
total_15711802	3.A.1.106.8
total_15729113	3.A.11.2.1
total_15760005	3.A.15.2.1
total_15780444	2.A.56.3.1
total_15780459	3.A.6.2.1
total_15781657	1.B.12.4.1
total_15806374	2.A.6.2.29
total_15829293	8.A.21.2.1
total_15834585	3.A.15.2.1
total_1583932	3.A.6.2.1
total_15866067	4.A.1.1.2
total_15867893	5.A.3.7.1
total_15920747	3.A.15.2.1
total_1593148	3.A.6.2.1
total_15966224	2.A.64.1.1
total_15973176	3.A.1.122.7
total_1600408	3.A.15.2.1
total_1603340	3.A.15.2.1
total_16086835	2.A.80.1.1
total_16092884	3.A.6.3.1
total_16107114	1.A.33.1.2
total_1614038	3.A.5.1.1
total_16150049	3.A.6.3.1
total_16162249	3.A.6.2.1
total_16197610	2.A.19.2.7
total_16222527	2.A.23.1.3
total_16236023	3.A.1.122.2
total_16245309	3.A.11.2.1
total_162685	1.B.12.4.1
total_162686	1.B.12.4.1
total_16289227	2.A.2.6.3
total_163084	3.A.1.122.2
total_16325439	3.A.6.1.1
total_16332369	3.A.7.9.1
total_16353442	9.A.34.2.1
total_16374294	3.A.1.121.4
total_16400469	9.A.19.1.2
total_16450151	3.A.6.1.1
total_1646543	9.B.42.1.1
total_1646873	3.A.5.1.1
total_16486468	3.A.1.122.2
total_16500640	3.D.1.2.1
total_16508605	9.A.34.1.1
total_16518316	9.A.34.1.1
total_16528585	3.A.15.3.1
total_16528924	3.A.15.2.1
total_1654260	3.A.6.2.1
total_16543908	3.A.6.2.1
total_16598162	9.A.34.2.1
total_16620209	8.A.1.6.2
total_16645805	9.A.34.2.1
total_16658169	1.B.22.2.1
total_16677358	3.A.6.1.1
total_16688304	2.A.80.1.1
total_16787754	3.A.15.2.1
total_16797579	3.A.6.2.1
total_16813464	4.A.1.1.2
total_16824467	3.A.6.2.1
total_16865426	3.A.1.124.1
total_16895692	2.A.56.1.1
total_16934552	3.A.15.2.1
total_16935991	9.A.34.1.1
total_16945162	3.D.1.2.1
total_17000482	3.A.6.2.1
total_17004649	3.A.1.121.4
total_17078344	8.A.1.6.2
total_1713978	3.A.6.2.1
total_17144977	3.A.6.2.1
total_17184271	9.A.34.2.1
total_17200704	9.B.42.1.1
total_1721098	3.A.6.2.1
total_17213071	3.A.15.2.1
total_17235820	1.A.11.1.1
total_17242404	3.A.15.3.1
total_17248773	3.A.15.2.1
total_1724953	3.A.6.2.1
total_1725160	3.A.15.2.1
total_17275911	1.A.33.1.2
total_1729649	1.B.12.4.1
total_17323886	1.C.82.1.1
total_17352293	3.A.5.1.1
total_17357734	2.A.64.1.1
total_17416019	3.A.6.2.1
total_17418589	3.A.6.2.1
total_17434350	5.A.3.11.2
total_17447514	9.A.4.2.1
total_17447832	9.A.4.2.1
total_17449171	9.A.34.2.1
total_1748184	2.A.63.1.3
total_17514634	3.A.15.2.1
total_17525737	1.A.30.1.1
total_17540013	9.A.34.2.1
total_17540014	9.A.34.2.1
total_1758324	2.A.96.1.1
total_17591537	9.A.34.1.1
total_17596503	3.A.11.1.2
total_17668822	3.A.6.2.1
total_17680784	3.D.2.2.1
total_17689815	9.B.14.1.2
total_17695547	3.A.15.2.1
total_17716229	3.A.1.103.1
total_17728301	1.A.30.1.5
total_17753117	4.A.1.1.7
total_1775469	3.A.6.2.1
total_17777230	3.A.6.3.1
total_17782552	3.A.5.1.1
total_17798333	3.A.11.2.3
total_17803536	3.A.6.3.1
total_1780661	9.A.41.1.1
total_17856070	3.A.1.124.3
total_17890188	3.A.6.1.1
total_17925091	2.A.102.6.1
total_17926735	3.A.6.2.1
total_17951049	3.A.15.2.1
total_17956602	3.A.15.1.1
total_17964963	2.A.23.1.6
total_17990674	3.A.6.2.1
total_18025885	3.A.11.1.2
total_18029935	9.B.42.1.1
total_18030498	1.C.82.1.1
total_18057243	2.A.1.33.2
total_18076689	3.A.6.2.1
total_18076690	3.A.6.2.1
total_18093392	2.A.56.1.1
total_18131499	3.A.6.2.1
total_18161996	9.A.34.1.1
total_18185474	9.A.40.1.2
total_18188490	1.A.2.2.2
total_18203126	3.A.15.2.1
total_18228832	3.A.15.2.1
total_18240993	3.A.15.2.1
total_18249243	3.A.15.2.1
total_18250601	3.A.1.125.1
total_1826897	3.D.6.1.1
total_18282123	3.A.15.2.1
total_18315343	1.A.33.1.2
total_18360266	3.A.6.2.1
total_18379915	2.A.56.1.1
total_18381761	9.A.34.2.1
total_18381762	9.A.34.2.1
total_1840194	3.A.6.2.1
total_18532295	3.A.15.2.1
total_18550383	3.A.6.2.1
total_18579529	3.A.15.2.1
total_1859261	9.A.34.1.1
total_1862374	3.A.8.1.1
total_18641713	3.A.6.2.1
total_18661201	5.A.3.11.2
total_1866682	1.B.12.4.1
total_18717507	5.A.3.11.2
total_18722709	3.A.15.2.1
total_18724315	2.A.56.1.1
total_18729499	3.A.15.2.1
total_18739521	4.A.1.1.5
total_1873997	9.B.27.2.3
total_18766312	9.A.4.2.1
total_1878897	9.B.42.1.1
total_18880436	9.B.20.1.2
total_1888079	3.A.1.122.2
total_18954089	3.A.14.1.1
total_18957661	1.B.22.2.1
total_18958955	3.A.6.2.1
total_19017396	3.A.6.2.1
total_19025417	3.A.6.2.1
total_19072908	1.C.82.1.1
total_19075868	2.A.96.1.1
total_19088516	3.A.15.2.1
total_19098149	3.A.6.3.1
total_191015	3.A.5.2.2
total_19107908	3.A.1.103.1
total_19109632	3.A.1.27.1
total_1914923	3.A.5.1.1
total_19167893	3.A.6.2.1
total_19169711	3.A.6.2.1
total_19183464	3.A.6.2.1
total_19202989	3.A.15.2.1
total_19285976	2.A.80.1.1
total_19330545	9.A.34.2.1
total_1933995	9.A.34.1.1
total_19386655	9.A.34.2.1
total_19412657	3.A.6.2.1
total_19433791	3.A.6.2.1
total_19460768	3.A.6.2.1
total_1950304	2.A.55.2.4
total_1956629	1.B.12.4.1
total_1966328	4.A.1.1.5
total_19817243	1.A.33.1.2
total_19818854	3.A.6.2.1
total_19901276	3.A.6.2.1
total_19914910	3.A.6.2.1
total_19938022	1.B.12.4.1
total_19959251	1.B.22.4.1
total_19964451	9.B.42.1.1
total_20012850	4.A.1.1.1
total_2002814	9.A.4.2.1
total_2006250	1.A.33.1.2
total_20063584	3.A.6.2.1
total_20115512	3.A.3.7.1
total_2014662	3.A.6.2.1
total_20153619	3.D.1.2.1
total_201850	9.B.42.1.1
total_2019253	3.A.1.131.1
total_20257004	2.A.7.1.4
total_20287740	3.A.5.1.1
total_20293954	3.A.11.2.1
total_20295441	3.A.15.2.1
total_20311270	1.A.2.2.1
total_20315280	3.A.6.2.1
total_20323841	4.A.1.1.5
total_20338986	3.A.7.15.1
total_20344583	2.A.6.2.39
total_2040160	3.A.15.2.1
total_204437	9.A.34.1.1
total_2045545	3.A.15.3.1
total_20458329	3.A.15.2.1
total_20473972	3.A.6.1.1
total_20503809	8.A.21.2.1
total_20524547	3.A.3.7.1
total_20524548	3.A.3.7.1
total_20553803	3.A.7.15.1
total_2056078	9.A.34.1.1
total_20576260	3.A.15.2.1
total_2058572	9.B.42.1.1
total_2059305	4.A.1.1.5
total_2085783	9.A.41.1.1
total_2093159	2.A.6.4.1
total_2097649	9.A.34.1.1
total_2100733	3.A.15.1.1
total_212016	2.A.80.1.1
total_212496	3.A.15.2.1
total_2125391	9.A.34.1.1
total_2129720	3.A.15.2.1
total_2131369	9.A.34.2.1
total_2131370	9.A.34.2.1
total_2168593	3.A.6.2.1
total_2171941	3.D.2.2.1
total_2173398	9.A.4.2.1
total_2189804	3.A.1.4.1
total_2192887	1.B.12.4.1
total_222100	9.A.34.1.1
total_222105	9.A.34.2.1
total_222106	9.A.34.2.1
total_2229536	3.A.11.2.3
total_2230210	9.B.42.1.1
total_2243579	3.A.11.1.2
total_2251185	9.A.34.2.1
total_2255534	3.A.6.1.1
total_2255542	3.A.6.2.1
total_2301536	9.B.14.1.2
total_2316989	3.A.15.1.1
total_2324629	3.A.1.122.2
total_2351375	4.A.1.1.7
total_2351866	3.A.6.2.1
total_2368358	9.A.34.1.1
total_2378509	3.A.1.103.1
total_238261	9.A.8.1.4
total_2395269	9.A.34.2.1
total_242538	2.A.27.1.1
total_2440451	3.D.1.5.1
total_2442596	2.A.9.3.2
total_2466109	1.B.22.2.1
total_2472499	3.A.6.2.1
total_2475855	3.A.6.3.1
total_24801	3.A.6.2.1
total_2500571	3.A.5.1.1
total_2521312	9.B.42.1.1
total_2522337	4.A.1.1.7
total_2559795	2.A.64.3.1
total_2566556	3.A.15.1.1
total_2572508	3.A.7.15.1
total_2591432	2.A.23.1.6
total_2600157	3.D.1.6.1
total_2603747	9.A.34.2.1
total_2605292	9.A.34.1.1
total_2607405	3.A.1.103.1
total_260871	9.A.41.1.1
total_2615717	1.A.30.1.6
total_2628265	1.B.33.1.3
total_2649408	3.A.18.1.1
total_2657039	9.A.34.1.1
total_2659950	2.A.6.2.39
total_266342	2.A.23.1.3
total_2677122	3.A.6.2.1
total_2687079	3.A.1.28.1
total_2712956	9.A.41.1.1
total_2724731	3.A.1.122.2
total_2738297	1.A.30.1.2
total_2768335	3.A.1.17.1
total_2797671	3.A.1.122.7
total_2818347	3.A.5.10.1
total_2825070	3.A.15.2.1
total_2834957	5.A.3.11.2
total_2837551	9.A.34.1.1
total_2865552	3.A.6.2.1
total_2878285	9.A.34.2.1
total_2878764	9.B.42.1.1
total_2878778	3.A.15.1.1
total_2880230	3.A.15.2.1
total_2894811	9.A.34.1.1
total_2896790	3.A.6.2.1
total_2908523	3.A.11.2.2
total_2912235	3.A.15.2.1
total_2940813	3.A.6.2.1
total_29562	3.A.11.2.1
total_2959319	3.A.6.2.1
total_2959322	3.A.6.3.1
total_2964585	3.A.11.1.2
total_2984992	3.A.6.2.1
total_3000310	9.B.42.1.1
total_3004562	3.A.3.7.1
total_3008604	3.A.6.2.1
total_3016122	1.A.30.1.3
total_3036191	3.A.15.3.1
total_3044491	2.A.6.1.4
total_3048136	3.A.8.1.1
total_3082841	3.D.1.2.1
total_3085287	3.A.6.2.1
total_3094742	3.A.6.3.1
total_3098216	3.A.3.7.1
total_310319	3.A.15.2.1
total_3126147	9.B.71.1.1
total_313569	3.A.5.1.1
total_3143348	9.A.34.1.1
total_3143362	9.A.34.2.1
total_3155152	3.A.6.3.1
total_3158847	9.A.34.1.1
total_3196515	3.A.12.1.1
total_3204514	9.A.41.1.1
total_322020	3.A.5.1.1
total_3230721	9.B.42.1.1
total_3241705	3.A.6.2.1
total_3270249	2.A.4.1.3
total_3274955	3.A.6.2.1
total_327607	3.D.2.2.1
total_3282759	2.A.63.1.3
total_3283151	9.A.34.1.1
total_3286025	3.A.6.2.1
total_3287820	3.A.6.2.1
total_329920	3.A.6.2.1
total_330527	3.A.1.4.2
total_3320847	9.A.34.1.1
total_3322345	3.A.6.2.1
total_3329998	3.A.15.1.1
total_335552	3.D.1.2.1
total_3374279	9.A.34.2.1
total_3381939	3.A.11.2.3
total_339527	3.A.6.2.1
total_3408790	1.A.30.1.1
total_3419200	3.A.6.2.1
total_3419293	2.A.56.1.1
total_3454287	2.A.8.1.4
total_3470579	3.A.15.2.1
total_3480409	2.A.6.1.4
total_3480799	9.A.34.1.1
total_3480802	3.A.11.2.3
total_348944	1.B.33.1.3
total_3497451	3.A.15.2.1
total_3520700	2.A.6.2.39
total_3523610	3.A.6.3.1
total_3524291	9.A.34.2.1
total_3528869	3.A.6.2.1
total_3530295	3.A.1.122.2
total_3530927	3.A.15.3.1
total_3535173	1.C.82.1.1
total_3561120	3.A.11.1.1
total_3576225	3.A.6.2.1
total_3577672	5.A.3.4.2
total_3601796	9.B.42.1.1
total_3602329	9.A.34.1.1
total_360477	3.A.1.128.2
total_3614636	3.A.1.122.2
total_3618556	3.A.6.2.1
total_3648440	3.A.15.2.1
total_3666898	3.A.15.2.1
total_3668852	9.B.42.1.1
total_3675271	3.A.11.2.1
total_3702345	3.A.6.2.1
total_3703418	9.B.42.1.1
total_3705123	1.A.30.1.1
total_3756992	9.A.34.1.1
total_3768572	5.A.3.11.2
total_3773511	3.A.6.3.1
total_3825734	3.A.15.1.1
total_383816	4.C.1.1.4
total_3846124	2.A.6.2.21
total_3851362	3.A.8.1.1
total_3875058	3.A.6.3.1
total_390277	9.A.34.1.1
total_3909762	1.A.30.1.1
total_3932130	3.A.6.2.1
total_3940210	3.A.6.2.1
total_3967565	2.A.63.1.2
total_3968321	9.B.42.1.1
total_3983562	3.A.1.1.22
total_3987640	3.A.6.3.1
total_4000140	3.A.6.3.1
total_4007254	3.A.6.1.1
total_4008198	9.A.34.2.1
total_4016308	3.A.6.3.1
total_4045336	3.A.6.2.1
total_4047797	1.B.22.2.1
total_405089	3.A.6.2.1
total_405091	3.A.6.2.1
total_4056241	9.A.34.2.1
total_4056242	9.A.34.2.1
total_4066078	3.A.15.2.1
total_4074134	3.A.6.2.1
total_407796	3.A.5.1.1
total_4108887	3.A.1.27.3
total_4117389	2.A.89.3.1
total_4125681	9.B.42.1.1
total_4142206	9.A.34.2.1
total_4157208	3.A.1.5.20
total_4162771	3.A.6.2.1
total_4166762	3.A.6.2.1
total_417264	3.A.6.2.1
total_418637	9.B.14.1.2
total_4218427	3.A.6.2.1
total_4220625	9.A.4.2.1
total_4232836	3.A.6.2.1
total_4235815	9.B.42.1.1
total_4244663	3.A.6.2.1
total_4258865	3.A.15.2.1
total_426568	2.A.67.4.3
total_4279365	8.A.21.2.1
total_4302842	9.A.34.1.1
total_4312968	3.A.11.2.1
total_431687	3.A.6.2.1
total_431688	3.A.6.2.1
total_4320422	3.A.1.103.1
total_4324666	1.A.23.3.1
total_4337211	9.B.42.1.1
total_4358721	3.A.6.2.1
total_436136	3.A.6.2.1
total_4386835	3.A.15.2.1
total_4392253	1.A.30.1.1
total_4394083	1.B.12.4.1
total_4394214	3.A.6.2.1
total_4411764	1.B.12.4.1
total_4412840	9.A.41.1.1
total_4422924	2.A.23.1.6
total_4440474	3.A.1.105.2
total_4452150	9.B.42.1.1
total_4457460	1.A.30.1.1
total_4465441	3.A.1.132.3
total_4466049	3.A.6.2.1
total_4467011	2.A.23.1.3
total_4469909	9.A.34.1.1
total_4474115	3.D.1.2.1
total_4492767	3.A.6.2.1
total_4531622	3.D.2.2.1
total_4544577	8.A.21.2.1
total_455053	3.A.6.2.1
total_4589282	9.A.34.2.1
total_4592565	9.A.34.1.1
total_4595196	1.A.30.1.1
total_4597729	9.A.34.1.1
total_4606335	3.A.6.2.1
total_460810	9.B.42.1.1
total_4623960	3.A.6.2.1
total_4629425	3.A.6.2.1
total_4630190	3.A.6.2.1
total_4634741	3.A.6.2.1
total_4652810	8.A.21.2.1
total_4653728	9.B.42.1.1
total_4662285	3.A.6.2.1
total_4668532	3.A.6.3.1
total_467672	2.A.6.1.4
total_4723261	2.A.80.1.1
total_4748677	1.B.22.2.1
total_4750480	2.A.23.1.3
total_4779324	3.A.5.1.1
total_4780662	3.A.1.132.2
total_4787450	3.D.4.6.1
total_4790659	3.A.15.2.1
total_480112	3.A.15.2.1
total_4811013	3.A.6.2.1
total_4827965	3.A.6.2.1
total_4830448	9.A.41.1.1
total_4838615	3.A.6.2.1
total_4843701	1.A.30.1.1
total_4873428	9.A.34.2.1
total_4879413	3.A.6.2.1
total_4894599	3.A.6.2.1
total_4909398	5.A.3.7.1
total_4928032	2.A.23.1.3
total_49334	3.A.7.15.1
total_4938203	2.A.6.1.4
total_4951992	2.A.80.1.1
total_495539	3.A.6.3.1
total_4957633	3.A.6.2.1
total_4959684	9.A.41.1.1
total_4966335	3.A.6.2.1
total_4985821	2.A.80.1.1
total_4997259	9.A.34.2.1
total_5005861	9.A.34.2.1
total_5013286	9.A.34.1.1
total_5024494	3.A.6.3.1
total_503813	3.A.6.3.1
