Query_id	Subject_class
total_10026064	GH3
total_1002612	GT51
total_10026123	GT2
total_10026285	CBM2
total_10026285	CBM10
total_10026548	GH4
total_10026649	CBM50
total_10027048	GH4
total_10027189	GT2
total_10027198	GT51
total_10027319	CE11
total_10027964	GT2
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028061	GT51
total_10028328	GH2
total_10028328	GH2
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002890	GH13
total_1002891	GH13
total_1002891	GH13
total_10029035	GT2
total_10029035	GT2
total_10029199	GH93
total_10029549	GH33
total_10029549	GH33
total_1003048	GT51
total_10030717	GH5
total_10031296	GT51
total_10031296	GT51
total_10031296	GT51
total_10031296	GT51
total_10031824	AA7
total_10032015	CBM13
total_10032015	CBM13
total_10032015	CBM13
total_10032015	CBM13
total_10032015	CBM13
total_10032015	CBM13
total_10032017	GH109
total_10032017	GH109
total_10032017	GH109
total_10032017	GH109
total_10032017	GH109
total_10032017	GH109
total_10032324	CBM50
total_10032324	CBM50
total_10032647	CE11
total_10032647	GT2
total_10032647	GT2
total_10032647	GT2
total_10033344	GH39
total_1003350	GT30
total_10033752	GH39
total_10033800	GT30
total_10034519	GH4
total_10034598	GT2
total_10034598	GT2
total_10034598	GT2
total_10034598	GT2
total_10034598	GT2
total_10034677	GT4
total_10035754	CE11
total_10035754	CE11
total_10035850	GT9
total_10035850	GT9
total_10036200	GH77
total_10036200	GH77
total_10036200	GH77
total_10036233	GH1
total_10036233	GH1
total_10036233	GH1
total_10036233	GH1
total_10036342	GH2
total_10036808	GH3
total_10036808	GH3
total_10037051	GT2
total_10037051	GT2
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037164	CE4
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037167	GH109
total_10037440	CBM50
total_10037845	GH97
total_10037845	GH97
total_1003785	GT4
total_10037916	GT51
total_10037916	GH92
total_10038827	GH2
total_10039064	GH3
total_10039523	CBM50
total_10039706	GT2
total_10040712	GT2
total_10040853	GT2
total_1004105	CBM50
total_1004105	CBM50
total_10041303	CBM13
total_10041358	GT2
total_10041696	CBM50
total_10041696	CBM50
total_10042347	CBM9
total_10042347	CBM9
total_10042944	GT2
total_10042944	GT2
total_10042944	GT2
total_10042944	GT2
total_10043455	CE12
total_10043456	CE12
total_10043456	CE12
total_10043457	PL1
total_10043457	PL1
total_10043531	GH117
total_10043766	GH39
total_10044067	GT2
total_10044742	CBM50
total_10044742	CBM50
total_1004508	GT19
total_1004508	GT19
total_1004508	GT19
total_10045228	CBM50
total_10045228	CBM50
total_1004549	GT2
total_10046988	CBM50
total_10046988	CBM50
total_1004715	GT83
total_1004715	GT83
total_10047331	GH8
total_10047331	GH8
total_10047495	CE11
total_10047496	GT2
total_10048316	GH9
total_10048316	CBM3
total_10048316	CBM3
total_10048316	GH48
total_10048316	GH6
total_10048316	CBM3
total_10049221	GH3
total_10049419	GT4
total_10049576	GH115
total_1004958	GH2
total_10049814	GT4
total_10049814	GT4
total_10049814	GT4
total_10049814	GT4
total_10050064	GH99
total_10050065	GH43
total_10050150	CBM50
total_10050150	CBM50
total_10050150	CBM50
total_10050150	CBM50
total_1005023	GH16
total_10050664	GH65
total_10050664	GH65
total_10051199	GH13
total_10051308	GH78
total_10051544	GH39
total_10051544	GH39
total_10052934	CE16
total_10053668	GH77
total_10056057	GT2
total_1005632	GT83
total_10056479	GT9
total_10056555	GT4
total_10056846	CE11
total_10056846	CE11
total_10056846	CE14
total_10056846	CE11
total_10056846	CE11
total_10056846	CE11
total_10056846	CE11
total_10057274	GT19
total_10057274	GT19
total_10057274	GT19
total_10057391	GH4
total_10057568	GT2
total_10057627	GH15
total_10057760	GT51
total_10057760	GT51
total_10057760	GT51
total_10057760	GT51
total_10057760	GT51
total_10057760	GT51
total_10057760	GT51
total_10057760	GT51
total_10057860	CE4
total_10057860	CE4
total_10058237	GT51
total_10058237	GT51
total_10058279	CE3
total_10058305	GT2
total_10058557	CE4
total_10059002	GH78
total_10059002	GH79
total_10059438	CBM2
total_10059438	CBM2
total_10059438	CBM2
total_10059438	CBM2
total_1005948	GH13
total_1005948	GH13
total_10059548	GT84
total_10059548	GH94
total_10059548	GH94
total_10059548	GH94
total_10059548	GH94
total_10059548	GT84
total_10059548	GT84
total_10059548	GT84
total_10059548	GT84
total_10059548	GH94
total_10059708	CBM50
total_10059708	CBM50
total_10060939	GH3
total_10060939	CBM13
total_10060939	CBM13
total_10061584	GH106
total_10061911	CE14
total_10062110	CBM47
total_10062289	GT4
total_10062289	GT4
total_1006233	GT2
total_1006233	GT2
total_10062414	GT2
total_10062414	GT2
total_10062665	GH43
total_10062814	GT30
total_10062814	GT30
total_10062814	GT30
total_10062814	GT30
total_10062814	GT30
total_10062814	GT30
total_10062814	GT30
total_10062814	GT9
total_10062814	GT30
total_10062814	GT30
total_100630	GT9
total_100630	GT9
total_100630	GT9
total_10063045	CBM32
total_10063045	GH64
total_10063045	CBM6
total_10063045	CBM56
total_10063045	GH16
total_10063045	CBM6
total_10063045	CBM6
total_10063045	CBM12
total_10063282	GT2
total_10063282	GT2
total_10063282	CE11
total_10064131	GT2
total_10064194	CBM10
total_10064194	CBM2
total_10064194	GH55
total_10064541	GH1
total_10064541	GH1
total_10065298	GT9
total_10065980	CE11
total_10065980	CE11
total_10065980	CE11
total_10065980	CE11
total_10065980	CE11
total_10066038	GH4
total_10066354	CBM50
total_10066603	GT4
total_10066612	GT2
total_10066683	CBM51
total_10067028	GT90
total_10067078	GT2
total_10067111	GH2
total_10067419	CE11
total_10067419	CE11
total_10067419	GT2
total_10067419	CE11
total_10067419	CE11
total_10067420	GT2
total_10067420	GT2
total_10067488	GH39
total_10067488	GH39
total_10067561	GT1
total_10067801	AA1
total_10067801	AA1
total_10067863	GH1
total_10067863	GH1
total_10067863	GH1
total_10068880	CBM50
total_10069413	CBM9
total_10069413	CBM9
total_10071013	GT51
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071064	CBM50
total_10071515	CE11
total_10071515	CE11
total_10071515	CE11
total_10071515	GT2
total_10071523	CE1
total_10071523	CE1
total_10071523	CE1
total_10071523	CE1
total_10071523	CE1
total_10071523	CE1
total_10071523	CE1
total_10071523	CE1
total_10071523	CE1
total_10071592	GT2
total_10071621	CE16
total_10071744	GH57
total_10071744	GH57
total_10072557	GT2
total_10073965	GT2
total_10074523	GT49
total_10074528	GH93
total_10074626	CE11
total_10074626	CE11
total_10075378	GH43
total_10076503	GH39
total_10076503	GH39
total_10076503	GH39
total_10076503	GH39
total_10077143	CBM12
total_10077143	CBM12
total_10077604	GH32
total_10077604	GH32
total_10077604	GH32
total_10077604	GH32
total_10077604	GH32
total_10077604	GH32
total_10077604	GH32
total_10077843	GT2
total_10077956	GH43
total_10077956	GH43
total_10078172	GH31
total_10078313	CBM10
total_10078313	CBM2
total_10078457	GH39
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM2
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM3
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM2
total_10079091	GH9
total_10079091	CBM2
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM2
total_10079091	CBM4
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM4
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM4
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM2
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM3
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM2
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM2
total_10079091	CBM2
total_10079091	CBM4
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM3
total_10079091	GH9
total_10079091	CBM2
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM2
total_10079091	CBM4
total_10079091	CBM2
total_10079091	GH9
total_10079091	CBM4
total_10079091	CBM2
total_10079091	GH9
total_10079091	GH9
total_10079091	CBM4
total_10079091	GH9
total_10079124	CBM50
total_10079124	CBM50
total_10079127	GT2
total_10079141	GT2
total_10079142	GT2
total_10079751	CE4
total_10079751	CE4
total_10079751	CE4
total_10079751	CE4
total_10080275	CBM47
total_10080381	CBM50
total_10081062	CBM50
total_10081062	CBM50
total_10081544	GH1
total_10081544	GH1
total_1008287	GH27
total_1008287	GH27
total_10083200	GH31
total_10083221	CBM50
total_10083221	CBM50
total_10083534	GT45
total_10083534	GT93
total_10083557	GH4
total_10083664	CBM48
total_10083664	GH13
total_10083664	CBM48
total_10083664	CBM48
total_10083664	CBM48
total_10083695	GT41
total_10083695	GT41
total_10084045	GT51
total_10084045	GT51
total_10084045	GT51
total_10084045	GT51
total_10084045	GT51
total_10084045	GT51
total_10084110	CBM50
total_10084110	GH23
total_10084110	GH23
total_10084110	CBM50
total_10084110	CBM50
total_10084848	CBM47
total_10085268	GT9
total_10085640	GT30
total_1008604	GH109
total_1008604	GH109
total_1008604	GH109
total_1008604	GH109
total_1008604	GH109
total_10086048	GH27
total_10086237	GT2
total_10086386	CBM50
total_10086386	CBM50
total_10086511	GT2
total_10087070	GT1
total_10087070	GT1
total_10087221	CE7
total_10087412	GT1
total_10087856	CBM32
total_10088070	GT2
total_10088730	CBM48
total_10089207	GT4
total_10089526	GH86
total_10089526	CBM6
total_1008988	CE1
total_10090049	GT2
total_1009017	GT2
total_1009019	GT26
total_1009019	GT26
total_1009021	GT2
total_1009022	GT4
total_1009022	GT4
total_1009022	GT4
total_1009022	GT4
total_10090693	CE11
total_10090693	CE11
total_10090693	CE11
total_10090693	CE11
total_10090693	CE11
total_10091060	GT35
total_10091060	GT35
total_10091067	GH3
total_10091179	GH28
total_10091179	GH51
total_10091207	CBM50
total_10091207	CBM50
total_10091901	CBM13
total_10092142	GT2
total_10092296	GT2
total_10092777	GT51
total_10093077	GT81
total_10093355	GT51
total_10093355	GT51
total_1009366	CBM2
total_1009366	CBM2
total_10093838	GH3
total_10093838	GH3
total_10093838	GH3
total_10093838	GH3
total_10093883	GT2
total_10094828	GH109
total_10094828	GH109
total_10094828	GH109
total_10094828	GH109
total_10095078	GT2
total_1009529	CBM6
total_1009529	GH43
total_10095450	GT83
total_10095450	GT83
total_10095543	CBM50
total_10095589	CE11
total_10095809	GH77
total_10095809	GH77
total_10095809	GH13
total_10095809	GH77
total_10095809	GH13
total_10096196	CBM13
total_10096196	CBM2
total_10096196	CBM2
total_10096196	CBM2
total_10097281	GT49
total_10097423	GH15
total_10097423	GH15
total_10097423	GH15
total_10097423	GH15
total_10097423	GH15
total_10097423	GH15
total_1009762	CBM32
total_10097704	CBM50
total_10097704	CBM50
total_10097759	GT66
total_10097759	GT66
total_10097909	GT4
total_10098079	GT66
total_10098079	GT66
total_10098189	GT30
total_10098705	CE7
total_10098705	CE7
total_10098705	CE7
total_10098994	CBM50
total_10099000	GT19
total_10099000	GT19
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_1009937	GT51
total_10099472	CBM50
total_10099623	GT8
total_1010103	GH26
total_1010103	GH26
total_10101405	GH28
total_10101521	GH13
total_10101521	GH13
total_10101632	GH55
total_10101632	GH28
total_10101632	GH28
total_10101632	GH28
total_10101632	GH28
total_10101632	GH28
total_10101632	GH28
total_10101636	GH18
total_10101637	GH23
total_10101960	CBM35
total_10101960	CBM35
total_10102148	GH74
total_1010290	GH3
total_1010290	CBM13
total_1010290	CBM13
total_1010291	GH55
total_10102915	CE11
total_1010292	CE11
total_10103374	GT51
total_10103374	GH92
total_10103446	GH2
total_101036	GT2
total_10105671	GT2
total_10105671	GH17
total_10105671	GT2
total_10105671	GT2
total_10105671	GH17
total_10105671	GH17
total_10105671	GH17
total_10105671	GH17
total_10105671	GH17
total_10105877	GT26
total_10105877	GT26
total_10105877	GT26
total_10105893	GT2
total_10105903	GH4
total_10106195	GT41
total_10106553	GT2
total_10106716	GT35
total_10106835	GH106
total_10106899	GT2
total_10107519	CBM13
total_1010765	GT51
total_1010765	GT51
total_1010765	GT51
total_10108599	CBM48
total_10108599	CBM48
total_10108599	GH13
total_10108599	GH13
total_10108599	GH77
total_10108599	GH77
total_10108599	GH13
total_10108599	GH13
total_10108599	GH13
total_10108599	GH13
total_10108599	GH13
total_10109917	CBM48
total_10109917	GH13
total_10109917	GH13
total_10109917	GH13
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	GH13
total_10109917	GH13
total_10109917	GH13
total_10109917	CBM48
total_10109917	GH13
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10109917	CBM48
total_10111212	GT2
total_10111977	GT2
total_10111977	GT2
total_10112540	GH42
total_10112540	GH42
total_10112540	GH42
total_10112540	GH42
total_10112540	GH42
total_10112540	GH42
total_10112540	GH42
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10112729	GT51
total_10113094	GT2
total_10114092	GH63
total_10114092	GH63
total_10114092	GH63
total_10114145	GH4
total_10114531	GH33
total_10114531	GH33
total_10115110	CBM50
total_101164	GT4
total_101164	GT17
total_10116586	GT2
total_10116624	GT2
total_10116624	GT2
total_1011672	CBM2
total_1011733	CBM50
total_1011733	CBM50
total_10117355	GT2
total_10117361	GT4
total_10117361	GT4
total_10117361	GT4
total_10117433	CBM50
total_10117433	CBM50
total_10117440	CBM50
total_10117440	CBM50
total_10117984	GT2
total_10118302	CBM9
total_10118302	CBM9
total_10118352	GT2
total_10118520	GT2
total_10119016	CE11
total_10119016	CE11
total_10119016	CE11
total_10119016	CE11
total_10119016	GT2
total_10119016	GT2
total_1011961	CBM9
total_10120153	GH39
total_10120455	CE12
total_10120455	CE12
total_10120455	CE12
total_10120455	CE12
total_10120455	CE12
total_10120673	GT41
total_10121053	GT51
total_10121057	GT2
total_101211	GH13
total_101211	GH13
total_101211	GH13
total_1012172	CE11
total_1012172	GT2
total_1012172	GT2
total_1012231	CE11
total_1012231	CE11
total_1012231	CE11
total_1012231	CE11
total_1012231	CE11
total_1012231	CE11
total_10122596	GH5
total_10122967	GT4
total_10123056	CBM50
total_10123056	CBM50
total_10123207	GH13
total_10123662	GT81
total_10123662	GT81
total_10123662	GT81
total_10123699	GH65
total_10123699	GH65
total_10123699	GH65
total_10124643	CBM2
total_10124643	CBM10
total_10125012	CE12
total_10125012	CE12
total_10125012	CE12
total_10125012	CE12
total_10125012	CE12
total_10125012	CE12
total_10125012	CE12
total_10125012	CE12
total_10125012	CE12
total_10125516	CE11
total_10125641	GT4
total_10125641	GT4
total_10125787	GH35
total_10126190	CBM13
total_10126649	CBM9
total_10126649	CBM9
total_10126857	CBM2
total_1012719	CBM50
total_1012719	CBM50
total_10127798	GH51
total_10128378	GH4
total_10128741	CBM13
total_10128771	GT80
total_1012902	CBM5
total_10129088	GH10
total_10129088	CE1
total_10129088	GH39
total_10129377	CBM6
total_10129377	CBM6
total_10129377	CBM6
total_10129377	CBM6
total_10129425	CBM2
total_10129425	CBM57
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_1012956	GT51
total_10130144	GH78
total_10130262	CBM50
total_10130262	CBM50
total_10130262	CBM50
total_10130262	CBM50
total_10130262	CBM50
total_10130262	CBM50
total_10131671	GT2
total_1013187	GH78
total_10132343	CBM2
total_10132346	GH78
total_10134257	GT2
total_10134257	GT2
total_1013487	CBM20
total_1013487	GH13
total_1013487	GH13
total_10135390	GT26
total_10135441	GT2
total_10135905	CE11
total_10135905	CE11
total_10135968	GH13
total_10135968	GH13
total_10135968	GH13
total_10136476	GH4
total_10137565	GT41
total_10137565	GT41
total_10137565	GT41
total_10137565	GT41
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10137688	GT51
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138002	GH94
total_10138348	GH115
total_10138678	CBM13
total_1013931	CBM35
total_1013931	CBM35
total_1013931	CBM35
total_10140506	GT2
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_1014065	GH94
total_10140894	CBM50
total_10140894	CBM50
total_10141476	GT83
total_10143195	GH99
total_10143196	GT4
total_10143198	GT2
total_10143322	CBM6
total_10143322	CBM6
total_10143322	CBM32
total_10143322	CBM6
total_10143322	CBM6
total_10143322	CBM6
total_1014336	GT41
total_1014339	GT2
total_10143413	CE9
total_10143413	CE9
total_1014368	GH43
total_1014418	GT83
total_10144392	GH3
total_10144421	GH23
total_10144421	GH23
total_10144421	GH23
total_10144421	GH23
total_10144421	GH23
total_10144422	GT4
total_10144422	GT4
total_10144422	GT4
total_10144544	GH103
total_10144544	GH103
total_10144544	GH103
total_10144544	GH103
total_10144544	GH103
total_10144544	GH103
total_10144544	GH103
total_10144544	GH103
total_10145206	GT1
total_10145215	GH33
total_10145215	GH78
total_10145370	AA7
total_10145390	CE1
total_10145513	GT2
total_10146085	GT20
total_10146085	GT20
total_10146085	GT20
total_1014621	GT2
total_10146409	GH13
total_10146411	GH2
total_10146820	GT30
total_10147091	CBM48
total_10147420	GT1
total_10147420	GT1
