Query_id	TC_number
total_10364938	9.A.34.2.1
total_10373123	3.A.6.2.1
total_10373442	3.A.1.11.1
total_10374493	3.A.15.3.1
total_10378698	9.A.41.1.1
total_10379718	3.A.1.11.3
total_10380043	9.A.34.2.1
total_10380044	9.A.34.2.1
total_10380779	3.A.1.2.1
total_10383070	2.A.56.1.1
total_1038446	3.D.4.4.2
total_10385712	9.B.31.1.1
total_10388753	3.A.1.5.21
total_10393596	2.A.23.1.6
total_10394918	3.A.1.2.8
total_10395563	9.B.59.1.1
total_10396273	9.A.34.2.1
total_1039650	3.A.15.2.1
total_1040021	3.A.1.9.1
total_10404675	3.A.1.14.19
total_10407920	3.A.3.7.1
total_10413458	3.A.1.12.10
total_10422974	3.A.1.5.19
total_10431084	2.A.1.56.1
total_10432161	9.A.41.1.1
total_10435548	3.A.1.1.11
total_10437921	2.A.56.1.1
total_1044195	3.A.1.2.14
total_1044196	3.A.1.2.13
total_10445867	3.A.1.7.2
total_10446430	3.A.6.3.1
total_10452280	3.A.15.2.1
total_10453624	3.A.1.3.19
total_10455332	3.A.1.3.19
total_10459279	2.A.1.14.3
total_104666	2.A.56.1.2
total_10472199	3.A.1.125.1
total_10472728	2.A.1.7.6
total_10475713	3.D.1.3.1
total_10476432	3.A.15.2.1
total_10478238	1.B.42.1.2
total_10481139	3.A.1.12.10
total_10488748	3.A.1.6.2
total_10500467	3.A.1.3.4
total_10508571	1.A.11.1.4
total_10516317	3.A.1.6.5
total_1051910	3.A.1.27.3
total_1051986	2.A.80.1.1
total_10529256	3.A.1.5.22
total_10533243	3.A.1.2.7
total_1053492	3.A.2.1.1
total_10536754	3.A.1.7.1
total_10537680	2.A.1.8.2
total_10541089	3.D.1.5.1
total_10548582	5.A.3.1.1
total_10549396	3.A.1.107.1
total_10555745	3.A.1.9.2
total_10556367	3.A.1.16.3
total_10561615	3.A.1.10.3
total_10566667	2.A.6.1.4
total_10567833	3.A.1.7.1
total_10568490	3.D.1.2.1
total_10576386	3.A.1.1.3
total_10576523	3.A.15.2.1
total_10577373	3.A.1.3.19
total_10586323	1.B.42.1.2
total_10591657	3.A.6.2.1
total_10592740	3.A.15.2.1
total_10604416	3.A.15.2.1
total_10606809	2.A.37.1.1
total_10606948	3.A.1.2.17
total_10607957	3.A.1.1.5
total_10610427	2.A.1.42.1
total_1061283	3.A.1.6.2
total_10613593	3.A.1.3.18
total_10633337	3.A.1.1.25
total_1063700	3.A.1.11.1
total_1063979	3.A.1.7.1
total_10641632	2.A.14.1.2
total_10643476	3.D.4.11.1
total_10643717	3.D.1.2.1
total_10643719	3.D.1.2.1
total_10646474	3.A.1.27.1
total_10649587	3.A.1.131.1
total_10650434	3.A.1.6.1
total_1065417	2.A.56.1.1
total_10655612	1.B.42.1.2
total_10656246	2.A.6.2.33
total_10661063	3.A.1.6.1
total_10668389	3.A.15.2.1
total_10670649	3.A.1.7.1
total_10671387	3.D.4.5.1
total_1067226	3.A.1.3.8
total_10673134	3.A.1.1.3
total_10676297	2.A.80.1.1
total_10677011	3.A.15.2.1
total_10681176	3.A.1.7.1
total_10684492	3.A.1.122.8
total_10686866	9.A.34.2.1
total_10689778	9.A.41.1.1
total_10701580	3.A.1.102.1
total_10705402	3.A.1.2.13
total_10706990	3.A.1.3.4
total_10706991	3.A.1.3.19
total_10706992	3.A.1.3.19
total_10709107	3.A.15.2.1
total_10710169	3.A.1.7.2
total_10715726	3.A.1.12.3
total_10724582	3.A.1.6.1
total_10725151	3.A.1.14.19
total_10725152	3.A.1.14.4
total_10728863	3.A.1.3.19
total_1073206	3.A.15.2.1
total_10732858	3.A.15.2.1
total_10733839	3.A.1.7.1
total_10738772	1.A.33.1.2
total_10739662	3.D.4.5.1
total_10741719	3.A.1.27.1
total_10745919	3.A.1.3.4
total_10746767	3.A.15.2.1
total_10750557	3.A.1.5.21
total_1075500	9.A.34.2.1
total_10757325	3.A.1.107.3
total_10764390	3.D.1.3.1
total_10771401	1.A.33.1.2
total_10776483	3.A.1.6.1
total_1077682	9.A.34.1.1
total_10781538	3.A.1.3.10
total_10782572	3.A.1.6.3
total_10784666	3.A.1.3.4
total_10786936	3.A.6.2.1
total_10787180	3.A.1.17.4
total_10789158	2.A.7.22.2
total_10790179	3.D.1.2.1
total_10790528	8.A.8.1.1
total_10794675	3.A.1.17.6
total_10795425	3.A.1.20.1
total_10797354	3.A.1.101.1
total_10797356	8.A.4.2.1
total_10800903	3.A.1.2.12
total_10801755	3.A.15.2.1
total_10809817	9.A.34.2.1
total_10811095	3.A.1.3.7
total_10811096	3.A.1.3.18
total_10816643	1.B.12.4.1
total_10818638	3.A.1.17.5
total_10819881	3.A.15.2.1
total_10820438	3.A.1.7.1
total_10821936	9.B.10.1.1
total_10822036	3.A.1.8.2
total_10824030	3.A.6.3.1
total_10828675	1.A.30.1.1
total_1083374	3.A.1.125.1
total_10855476	9.A.34.2.1
total_10859185	1.B.42.1.2
total_10859588	3.A.3.5.30
total_10860715	3.A.1.122.2
total_10869081	3.A.1.3.4
total_10869830	3.A.1.10.2
total_1088225	3.D.1.6.1
total_10890777	3.A.1.3.10
total_10897097	2.A.51.1.3
total_10898343	3.A.1.107.3
total_10898355	3.A.1.5.20
total_10898588	1.A.8.3.1
total_10900927	3.A.1.5.27
total_10906611	3.D.3.3.1
total_10921054	3.A.15.2.1
total_10922952	2.A.72.1.1
total_10923839	3.A.1.2.2
total_1092481	3.A.9.1.1
total_10925005	3.A.1.7.1
total_10926671	3.A.6.2.1
total_10934078	3.A.1.3.19
total_10934487	3.D.1.2.1
total_10935183	3.A.1.3.19
total_10937884	5.A.3.4.1
total_10944507	3.A.1.110.10
total_10946855	3.A.1.122.3
total_10950792	3.A.1.6.1
total_10952898	3.D.4.5.1
total_10959899	9.A.34.1.1
total_10963816	3.A.1.16.1
total_10966844	3.A.1.11.6
total_10967244	3.D.1.2.1
total_10970322	3.D.4.5.1
total_10971397	3.A.1.2.14
total_10972680	5.A.3.1.2
total_1097900	3.A.1.8.1
total_1097901	3.A.1.8.2
total_10980368	3.A.1.12.6
total_10994520	3.A.1.2.14
total_11004745	3.A.1.6.1
total_11005375	3.A.1.3.4
total_11005670	3.A.1.7.1
total_11006432	2.A.80.1.1
total_11015574	3.A.1.11.1
total_1103106	2.A.53.4.1
total_11031929	3.A.1.103.1
total_11033021	9.A.41.1.1
total_11034254	3.A.2.1.3
total_11034854	3.A.3.7.1
total_11044726	3.A.1.12.8
total_11045810	3.A.2.1.3
total_11052593	3.A.1.5.11
total_1105556	2.A.1.7.10
total_11058189	3.A.1.16.1
total_11066424	3.A.1.102.1
total_11066964	3.A.1.1.34
total_1106752	3.A.1.11.2
total_11069574	3.A.3.6.1
total_11073635	2.A.1.14.3
total_11075741	3.D.1.5.1
total_11076400	3.A.1.14.7
total_1107874	3.A.11.2.2
total_11080225	3.A.1.11.1
total_110817	1.B.22.2.1
total_1108452	3.A.1.7.1
total_11084829	3.A.1.20.1
total_11087795	3.A.15.2.1
total_11089707	3.A.15.2.1
total_11090599	3.A.1.4.6
total_110924	2.A.6.2.39
total_11093603	3.A.1.5.24
total_11095234	3.A.1.125.1
total_110962	3.D.1.5.1
total_1110272	3.A.1.2.13
total_1110273	3.A.1.2.15
total_11110375	3.A.1.6.1
total_11112463	3.A.1.3.4
total_11115189	3.A.1.1.23
total_11115490	3.A.1.103.1
total_11117663	3.A.1.15.5
total_11130686	3.A.1.27.1
total_11130690	3.A.6.2.1
total_11132429	3.A.1.7.1
total_11136663	5.A.3.4.1
total_11138400	1.B.12.4.1
total_11138777	3.A.1.15.8
total_11140105	2.A.1.8.2
total_11143676	3.A.1.4.5
total_11152651	3.A.1.17.4
total_11153224	3.A.1.8.1
total_11153225	3.A.1.8.1
total_11153226	3.A.1.8.1
total_11153360	2.A.1.3.34
total_11160321	2.A.23.1.3
total_11163097	3.A.1.11.2
total_1117003	9.B.27.2.3
total_11171777	3.A.1.27.5
total_11173285	3.A.1.103.1
total_11174828	3.A.1.15.7
total_1117484	9.B.59.1.1
total_11176052	3.A.1.14.4
total_1119278	9.A.34.1.1
total_11193000	3.D.1.2.1
total_11194353	5.A.3.5.1
total_11198927	3.A.1.1.19
total_1119901	2.A.56.1.1
total_11201641	3.D.1.5.1
total_11203112	3.D.1.5.1
total_11205769	3.A.1.24.4
total_11207887	1.B.42.1.2
total_11210439	3.A.1.12.4
total_11210643	3.A.1.27.1
total_1121641	3.A.1.5.27
total_1121642	3.A.1.5.27
total_11220038	9.A.34.1.1
total_11224862	3.D.1.1.1
total_11226693	2.A.1.2.26
total_11227043	3.D.1.6.4
total_11233472	2.A.23.1.3
total_11234425	2.A.14.1.2
total_1123585	2.A.1.25.3
total_1123735	3.A.6.3.1
total_11239445	3.A.1.16.3
total_11241598	3.A.1.105.3
total_11255233	3.A.1.122.6
total_11255283	2.A.1.35.1
total_11258341	3.A.1.5.11
total_11264131	3.A.15.2.1
total_11264653	2.A.56.1.2
total_1126782	3.A.1.122.2
total_11280405	3.A.1.7.1
total_1128140	3.A.1.2.12
total_11289691	9.A.34.2.1
total_11291563	3.A.1.6.1
total_11295941	3.A.1.6.1
total_11306805	3.A.1.102.1
total_11319827	3.A.1.27.4
total_11320061	3.A.1.8.1
total_11323490	3.A.1.6.1
total_11330685	3.A.1.27.1
total_11336627	3.A.1.3.5
total_11338699	3.A.1.5.27
total_11338700	3.A.1.5.27
total_11338708	3.A.1.5.21
total_11340024	9.A.10.2.2
total_1134069	3.A.6.2.1
total_1134071	3.A.6.2.1
total_11345749	3.A.15.2.1
total_11347889	3.A.1.5.11
total_11348765	3.A.15.2.1
total_11349212	3.A.1.27.5
total_11353297	1.B.42.1.2
total_11374747	3.A.1.122.7
total_11377674	3.A.1.6.2
total_11380299	3.A.1.1.3
total_11382260	3.A.1.34.1
total_11383079	2.A.56.3.2
total_11385377	2.A.80.1.1
total_11393769	2.A.23.1.3
total_1139391	9.A.34.1.1
total_1139791	3.A.3.6.1
total_11399065	3.A.1.27.3
total_11401362	3.A.1.6.1
total_11401363	3.A.1.6.1
total_11409119	3.A.1.3.4
total_11413666	3.A.1.14.22
total_11429296	3.A.1.11.1
total_11431577	3.A.1.210.9
total_11433693	3.A.1.3.19
total_1143522	3.A.2.1.3
total_11437349	1.A.30.1.1
total_114418	3.A.1.7.1
total_1144234	3.A.1.8.1
total_11452116	1.A.30.1.1
total_11454875	3.A.1.7.1
total_11455230	3.A.8.1.1
total_11455381	2.A.56.1.1
total_11456	2.A.1.40.2
total_11458757	3.D.1.3.1
total_11463429	2.A.1.35.1
total_11463896	3.A.15.2.1
total_11466122	2.A.23.1.3
total_1147752	3.A.1.2.14
total_11478804	3.D.1.6.1
total_11479823	9.B.42.1.1
total_1148133	3.A.1.11.3
total_11485032	3.A.2.1.3
total_114905	3.A.6.2.1
total_11494998	3.A.1.11.3
total_11496485	3.A.1.34.1
total_1150348	3.A.1.7.1
total_1150397	5.A.3.11.2
total_115047	3.A.11.1.2
total_1151113	3.A.1.7.1
total_11511398	2.C.1.2.1
total_1151708	3.D.1.6.1
total_11517091	8.A.7.1.1
total_11518749	2.A.1.59.2
total_11519662	2.A.1.7.2
total_11519845	3.A.1.1.3
total_11521857	2.A.3.2.1
total_11537648	3.A.1.3.19
total_11542729	3.A.1.17.1
total_11548767	3.A.1.16.2
total_11551768	3.A.1.34.1
total_11558245	3.A.1.4.1
total_1155969	9.B.14.2.2
total_11559983	3.A.1.6.5
total_11561893	3.A.1.6.1
total_1156508	3.A.1.1.24
total_11574117	3.A.1.103.1
total_11576194	1.A.8.12.1
total_11577677	3.A.1.1.16
total_1157903	3.A.15.1.1
total_11582930	3.A.1.6.5
total_11584014	3.A.1.3.19
total_11584015	3.A.1.3.19
total_11594240	3.A.1.3.4
total_11596208	3.A.1.2.1
total_11604808	1.A.2.2.2
total_11610560	3.A.1.3.4
total_116125	3.A.1.14.19
total_1161370	3.A.1.1.1
total_11614544	3.A.15.1.1
total_11619307	2.A.1.14.3
total_11620792	3.A.1.7.1
total_11623618	3.D.1.5.1
total_11626926	3.A.1.2.12
total_11640436	3.A.1.3.10
total_11640618	3.D.1.5.1
total_11641977	2.A.1.15.6
total_1164498	2.A.23.1.3
total_11646002	3.A.1.103.1
total_11653545	3.A.1.34.1
total_11669907	2.A.56.1.1
total_11681708	2.A.64.3.1
total_11682857	3.A.1.3.14
total_11687716	3.A.1.3.14
total_11692177	2.A.80.1.1
total_11694801	3.D.1.3.1
total_11695259	3.A.1.3.15
total_11696064	3.A.1.9.1
total_11696065	3.A.1.9.2
total_11699821	3.A.1.7.1
total_11700690	3.A.1.27.3
total_1170540	9.B.27.2.4
total_11705952	1.B.33.1.3
total_1170678	3.A.1.115.1
total_11710764	3.A.1.7.1
total_11714970	3.D.1.5.1
total_1171801	3.A.1.115.1
total_11722885	3.A.15.2.1
total_11723249	2.A.27.1.1
total_11728366	3.A.1.103.1
total_11728715	3.A.1.120.6
total_117297	3.D.9.1.1
total_11730279	3.A.1.6.1
total_11731848	3.A.1.122.2
total_11734636	3.D.1.5.1
total_11741080	3.A.1.14.3
total_11748405	2.A.1.3.35
total_11750836	3.A.1.24.1
total_11754133	1.B.22.2.1
total_11756781	3.A.6.2.1
total_11759669	3.A.1.7.1
total_11759886	3.A.1.5.15
total_11761803	3.A.1.16.1
total_11765125	3.A.1.5.27
total_11765560	3.A.1.3.8
total_1177684	3.A.6.3.1
total_11777643	3.D.1.3.1
total_11799229	3.A.1.16.1
total_11799230	3.A.1.16.2
total_11799231	3.A.1.16.2
total_11799375	3.D.1.2.1
total_11807658	9.B.14.2.2
total_11809186	2.A.1.35.1
total_1181061	2.A.63.1.1
total_1181064	2.A.63.1.1
total_11811464	2.A.1.14.2
total_1181446	3.A.1.122.2
total_11817687	3.A.1.3.19
total_11829627	9.A.34.2.1
total_11830334	3.D.1.3.1
total_11832595	3.A.1.9.1
total_1183369	3.A.1.1.3
total_1183370	3.A.1.1.3
total_11834485	3.A.1.3.6
total_1183549	3.A.1.1.16
total_11841277	2.A.1.59.2
total_11853675	3.A.1.9.1
total_11859174	9.A.34.1.1
total_11866441	3.A.1.5.11
total_11870498	3.A.1.14.9
total_11872312	5.B.5.2.1
total_11878165	3.A.1.2.2
total_11878910	3.A.1.27.1
total_11888361	3.A.1.12.10
total_11891957	3.A.1.5.11
total_11894217	3.D.1.2.1
total_11899833	1.A.11.1.1
total_1190313	2.A.1.14.25
total_11906967	3.A.1.3.4
total_11907953	3.A.1.6.2
total_1191058	2.A.1.8.8
total_11910595	3.A.1.34.1
total_11914048	3.A.1.4.1
total_11926176	3.A.2.3.1
total_11927793	3.A.1.16.3
total_1192949	3.A.1.3.19
total_11929771	9.B.10.1.1
total_1194281	3.A.2.2.1
total_11943022	5.A.3.1.1
total_11948989	3.A.1.122.2
total_11949041	8.A.7.1.1
total_11953829	3.A.1.24.1
total_11954967	3.A.1.3.4
total_11955140	2.A.2.6.3
total_11956333	1.B.12.4.1
total_11965412	2.A.23.1.6
total_11966530	2.A.23.1.6
total_11966696	3.D.2.2.1
total_11969185	5.A.3.1.1
total_11969610	2.A.1.1.41
total_11973958	3.A.1.14.22
total_11975249	3.A.6.2.1
total_11975558	3.A.1.3.8
total_11979911	3.A.15.2.1
total_1198192	3.A.1.14.5
total_11982	3.A.1.122.2
total_11983375	3.A.6.2.1
total_11985096	1.A.30.1.1
total_11987975	3.A.1.1.3
total_11994938	9.B.20.2.1
total_11996311	3.A.1.3.11
total_12001349	3.A.15.2.1
total_12003621	3.A.1.1.34
total_12012939	3.A.1.34.1
total_12017191	3.A.1.120.6
total_12018679	1.B.42.1.2
total_12024692	2.A.1.2.26
total_12026784	3.A.1.5.24
total_12026785	3.A.1.5.24
total_12026787	3.A.1.3.8
total_12033019	3.A.1.5.27
total_12043719	3.A.1.5.20
total_12052129	3.A.1.6.1
total_12053229	3.A.6.2.1
total_12059634	3.A.1.1.22
total_12059922	3.A.6.2.1
total_12062486	3.D.1.3.1
total_12062556	3.A.1.3.19
total_12065093	3.D.4.6.1
total_12075401	3.A.1.11.1
total_12075809	3.D.1.1.1
total_12079337	3.A.1.17.1
total_12081273	3.A.1.102.1
total_1208559	2.A.6.1.4
total_1208794	3.D.1.2.1
total_1209441	3.A.1.6.1
total_12097837	3.A.1.7.1
total_12099064	3.A.15.2.1
total_12110991	3.A.1.6.5
total_12111166	1.B.42.1.2
total_12118690	3.D.1.6.1
total_12123973	5.A.3.4.1
total_121301	3.A.1.1.25
total_12137163	9.A.34.1.1
total_12141025	3.A.1.2.13
total_12141489	2.A.7.22.2
total_12147358	3.A.1.27.5
total_1214978	3.D.1.5.1
total_1215149	3.A.1.17.4
total_1215150	3.A.1.17.4
total_12151959	3.A.1.7.1
total_12161455	3.A.1.5.21
total_12162189	3.D.1.5.1
total_12162216	3.A.1.1.3
total_12165464	3.A.1.6.1
total_12165465	3.A.1.6.1
total_12174799	2.A.1.8.2
total_12183368	3.A.1.6.2
total_12190156	3.A.1.5.27
total_12192204	3.A.1.103.1
total_12195055	3.A.1.11.2
total_12195056	3.A.1.11.2
total_12196588	9.A.34.1.1
total_12196857	3.A.15.2.1
total_12198488	3.A.1.7.1
total_1219933	2.A.23.1.3
total_12203060	3.A.1.107.1
total_12203226	3.A.1.15.8
total_12206768	2.A.1.35.1
total_12210716	2.A.6.2.19
total_12212640	3.A.1.3.4
total_12212641	3.A.1.3.4
total_12212642	3.A.1.3.4
total_12218343	2.A.1.8.2
total_12219815	2.C.1.2.1
total_1222008	2.A.37.2.4
total_12220150	2.A.1.2.26
total_122230	3.D.1.6.1
total_12227347	5.B.5.1.1
total_12237889	3.D.1.5.1
total_12239764	3.A.1.3.19
total_12242843	8.A.7.1.1
total_12245366	3.A.1.115.1
total_12249672	3.A.1.6.3
total_12255024	3.A.1.17.3
total_12263531	3.A.15.2.1
total_12289648	3.D.1.3.1
total_12290734	9.A.10.2.2
total_12297760	3.A.1.122.7
total_1230362	3.D.1.2.1
total_12303965	3.D.4.4.1
total_12309786	3.A.1.5.21
total_12316588	2.A.6.2.21
total_1231880	3.A.6.2.1
total_1232427	3.D.1.1.1
total_12325978	3.A.1.1.10
total_12326415	3.A.1.3.8
total_12326855	3.D.1.2.1
total_12331177	3.A.1.1.3
total_12331840	3.D.1.5.1
total_12332511	3.A.1.2.14
total_12332697	3.A.2.1.1
total_1233433	3.A.1.7.1
total_12336939	3.A.1.11.2
total_12337502	1.B.12.4.1
total_12338602	3.A.1.27.5
total_1235502	5.A.3.4.1
total_12357973	3.D.4.10.2
total_12362940	3.A.1.7.1
total_12368527	2.A.80.1.1
total_1236992	8.A.21.2.1
total_12371814	3.A.1.125.2
total_12373793	3.A.1.34.1
total_12374741	3.A.1.5.21
total_12388819	3.A.5.2.2
total_12392651	3.A.1.6.1
total_12395361	3.A.1.103.1
total_12398273	3.A.1.14.2
total_12402075	3.A.1.17.6
total_12409298	1.B.42.1.2
total_12412946	3.A.3.5.19
total_12414025	3.A.1.1.16
total_12419085	3.A.1.6.2
total_1243014	3.A.6.2.1
total_12430246	2.A.23.1.3
total_12434131	2.A.14.1.2
total_12434283	3.A.1.5.27
total_12434285	3.A.1.5.27
total_12438897	3.A.1.6.1
total_12439188	3.A.1.27.5
total_12444700	2.A.80.1.1
total_12448193	3.A.1.1.10
total_12451583	3.A.1.122.2
total_1245240	3.A.1.7.1
total_1245241	3.A.1.7.1
total_12461208	2.A.23.1.3
total_12466919	5.A.3.4.1
total_1246973	3.A.1.15.8
total_1247533	9.B.30.1.1
total_12480254	3.A.1.3.9
total_12483515	3.A.1.12.10
total_12484479	3.A.1.12.3
total_12495172	3.A.1.16.1
total_1250385	3.A.1.3.4
total_12506506	3.A.1.3.8
total_1250703	5.A.3.11.2
total_12510662	2.A.6.1.4
total_12511034	3.A.1.3.9
total_12513845	3.A.3.7.1
total_12514402	9.A.34.2.1
total_12525565	3.A.1.14.19
total_12527305	3.A.15.2.1
total_1253058	3.A.1.6.3
total_12532059	3.D.1.6.1
total_1253325	2.A.1.6.7
total_12536747	3.A.1.10.2
total_12537864	3.A.1.6.1
total_12539918	3.A.1.105.1
total_12540805	8.A.7.1.1
total_12541271	2.A.7.22.2
total_12541602	3.A.1.20.1
total_12550301	3.D.3.4.1
total_12556249	5.B.5.1.1
total_12565517	3.A.1.6.1
total_1256744	9.B.10.1.1
total_12571032	3.A.1.3.8
total_12586648	3.A.15.3.1
total_12588240	3.A.1.9.1
total_12588241	3.A.1.9.1
total_12588822	3.A.1.3.4
total_12588823	3.A.1.3.4
total_1258912	3.A.1.103.1
total_12590012	2.A.72.1.1
total_12592296	3.A.3.7.1
total_12592409	3.A.1.5.11
total_12595625	3.D.4.5.1
total_1261025	2.A.1.14.3
total_12612082	3.A.1.6.1
total_12613333	5.A.3.4.1
total_12618322	3.A.1.27.5
total_12624742	1.B.22.2.1
total_12626487	3.A.1.5.21
total_12635815	3.A.1.6.2
total_12638509	3.A.1.125.1
total_12645847	3.A.1.8.1
total_12646830	3.A.1.34.1
total_12647129	3.A.1.7.1
total_12647712	3.A.1.9.1
total_12651375	3.A.1.102.1
total_12659668	5.A.3.4.1
total_1266240	3.D.2.2.1
total_12664634	3.A.1.7.2
total_1266565	3.A.1.5.11
total_12668267	9.A.41.1.1
total_12668569	3.D.3.2.1
total_12670382	3.A.1.34.1
total_12676100	3.A.1.11.2
total_1268455	2.A.1.1.3
total_12685168	3.A.1.6.2
total_1268910	3.D.1.6.2
total_12689926	3.D.1.5.1
total_12690251	3.D.1.6.1
total_12700060	3.A.1.17.2
total_12701026	3.A.15.2.1
total_12703160	3.D.4.10.1
total_12704264	3.A.1.103.1
total_12704758	3.A.1.2.14
total_1271387	3.A.1.6.3
total_12715908	3.A.1.3.19
total_12717477	2.A.1.2.26
total_12726922	3.A.1.3.18
total_12726931	3.A.1.11.1
total_12733818	3.A.1.3.2
total_12734567	3.A.1.5.19
total_12745435	1.B.42.1.2
total_12747337	3.A.1.8.1
total_12764165	3.A.15.2.1
total_12765764	3.A.1.132.3
total_12769909	3.A.6.2.1
total_1277505	2.A.1.1.32
total_12778321	3.A.1.15.10
total_1278001	3.A.1.11.1
total_12785386	2.A.1.14.3
total_12785501	3.A.1.122.2
total_1279154	9.A.41.1.1
total_12791780	2.A.1.8.2
total_12796790	3.A.15.2.1
total_12797433	3.A.1.6.4
total_12802529	2.A.80.1.1
total_12803963	3.A.1.125.1
total_12805212	3.A.1.6.2
total_12807556	3.A.7.15.1
total_12811280	5.A.3.4.1
total_12813876	3.A.1.14.19
total_12813877	3.A.1.14.3
total_12833863	5.A.3.4.1
total_12840358	3.A.1.5.21
total_12840727	3.D.4.5.1
total_12842800	3.A.1.107.1
total_12851304	1.B.42.1.2
total_12852995	2.A.1.14.7
total_12853625	3.A.1.125.1
total_12855193	2.A.80.1.1
total_12856560	3.A.1.6.3
total_12857284	3.A.1.9.1
total_12857844	3.A.1.103.1
total_12859473	5.B.5.2.1
total_12864028	3.A.1.1.3
total_12871581	3.A.1.128.2
total_12874103	3.A.1.11.6
total_12883963	3.A.1.11.6
total_12886493	1.B.42.1.2
total_12891410	3.A.1.7.1
total_12891411	3.A.1.7.1
total_12897468	3.A.2.2.1
total_12897958	1.A.30.1.5
total_12898213	3.A.1.2.4
total_12902088	3.D.1.6.3
total_12902091	3.D.1.6.1
total_12903943	3.D.4.5.1
total_12904489	3.A.1.8.1
total_12906009	2.A.23.1.2
total_12909517	2.A.47.3.4
total_12911461	3.A.1.11.6
total_1291385	3.A.1.11.2
total_12914536	9.A.34.2.1
total_12916481	3.A.1.2.1
total_12917988	2.A.1.14.3
total_12918018	3.D.1.5.1
total_12918371	3.A.1.3.4
total_12918372	3.A.1.3.4
total_12919643	3.A.1.5.21
total_12921350	3.A.1.5.12
total_12921756	3.A.15.2.1
total_12927376	3.A.6.1.1
total_12933503	3.A.1.1.5
total_12936631	3.A.1.6.1
total_12938168	2.A.1.6.3
total_12939643	3.A.1.11.2
total_1294122	9.A.34.2.1
total_12942112	3.A.1.2.9
total_12943493	3.A.1.6.1
total_12952623	2.A.23.1.3
total_12953051	2.A.63.1.1
total_12955933	2.A.6.2.25
total_12957066	3.A.1.5.21
total_12961628	3.A.1.5.20
total_12968406	3.A.15.2.1
total_12973726	3.A.11.2.1
total_12973771	2.A.1.25.3
total_12976422	3.A.1.6.1
total_12978133	3.A.1.3.4
total_12978153	2.A.1.2.20
total_12978512	3.A.1.27.5
total_12985074	9.B.21.2.1
total_12986604	3.A.1.3.19
