Query_id	Ko_id
total_10027048	K04780
total_10027319	K02667
total_10027552	K03407
total_10029035	K02477
total_10029197	K05845
total_1002937	K05555
total_10029374	K00426
total_1002963	K03671
total_10029686	K15634
total_10029883	K02041
total_10029884	K02044
total_10029886	K01362
total_10030184	K11688
total_1003047	K03769
total_1003048	K05365
total_10030952	K05914
total_10030980	K03671
total_1003172	K12941
total_10031749	K01995
total_10032087	K13598
total_10032621	K01840
total_10032647	K07687
total_10032777	K15058
total_10033082	K00426
total_10033341	K09973
total_10033342	K01322
total_10033364	K00500
total_10033800	K02527
total_10033988	K01262
total_100342	K01744
total_10034582	K03772
total_10034988	K00721
total_10035107	K00926
total_10035709	K08193
total_1003712	K02035
total_10037252	K01342
total_10037409	K02400
total_1003761	K11527
total_1003804	K05555
total_10038448	K00339
total_10038711	K00404
total_10038787	K13693
total_1003890	K04561
total_10040069	K08177
total_1004007	K02111
total_10040162	K07272
total_100405	K09691
total_10040712	K02482
total_10040751	K01305
total_10040934	K07794
total_10040935	K07793
total_10041303	K04043
total_10041358	K07649
total_10041390	K15659
total_10041393	K02053
total_10041927	K11527
total_10042227	K07793
total_1004329	K04080
total_10043509	K05847
total_10043750	K11527
total_10044650	K05367
total_10045	K01992
total_10045352	K03769
total_10045952	K04084
total_1004625	K03652
total_1004626	K01271
total_10046732	K00372
total_10046796	K07777
total_10046986	K15553
total_10047391	K12982
total_10047495	K14987
total_10047496	K11711
total_1004753	K07264
total_10048207	K02409
total_10048358	K03100
total_10049271	K09013
total_10049814	K12989
total_10049924	K01002
total_10050007	K01175
total_10050032	K00114
total_10050147	K01679
total_10050477	K08282
total_10050795	K07456
total_10051181	K05788
total_10051308	K07787
total_10051478	K14257
total_10052331	K08884
total_10052500	K08479
total_10052506	K01425
total_10052693	K00372
total_10052747	K04083
total_10052964	K07708
total_10053051	K02662
total_10053153	K10553
total_10053668	K00705
total_10054441	K02026
total_10055420	K00287
total_10055749	K03522
total_1005632	K07264
total_10056479	K07091
total_1005648	K13051
total_10056530	K12583
total_10056739	K02305
total_1005720	K01828
total_10057274	K00748
total_10057419	K02556
total_10057479	K04078
total_10057569	K00504
total_10058091	K00266
total_10058236	K01115
total_10058258	K00549
total_10058305	K11618
total_10058807	K15629
total_10058868	K02666
total_10059002	K13021
total_10059079	K04078
total_1005915	K15913
total_10059157	K07799
total_10059342	K07799
total_10059376	K02259
total_10059438	K08884
total_10059458	K15894
total_10059548	K13688
total_10059849	K13589
total_10059864	K13685
total_10060313	K07789
total_1006048	K00680
total_10060711	K00163
total_10060877	K04078
total_1006159	K01419
total_1006166	K15667
total_10061735	K03676
total_1006187	K07793
total_10061967	K01619
total_10062384	K14673
total_10062637	K00547
total_10062686	K03544
total_10062799	K11688
total_10062814	K02527
total_10063054	K07689
total_10063619	K02230
total_10063672	K01895
total_10063691	K13587
total_10063771	K00575
total_10064130	K12605
total_10064131	K02484
total_10064313	K01283
total_10065094	K08884
total_1006534	K02005
total_10065422	K03775
total_10066106	K03686
total_10066354	K02023
total_10066558	K02364
total_10066612	K12992
total_10067058	K00175
total_1006708	K07263
total_10067111	K01190
total_10067212	K02276
total_10067410	K04046
total_10067429	K02668
total_10067735	K08884
total_10067801	K00368
total_10068137	K13409
total_10068164	K00128
total_10068451	K01392
total_10068553	K03169
total_10068762	K08641
total_10068880	K08259
total_10069034	K14987
total_10069942	K01768
total_10070053	K05966
total_10070191	K01710
total_10070380	K07390
total_10070469	K01317
total_10071013	K05365
total_10071161	K02400
total_10071170	K02364
total_10071488	K08483
total_10071515	K07665
total_10071621	K12686
total_10071744	K06044
total_10072072	K03408
total_10072182	K04774
total_1007294	K03408
total_10072997	K00020
total_10073101	K10716
total_1007403	K08603
total_10074128	K08483
total_10074331	K07093
total_10074474	K00374
total_10074862	K00330
total_10074945	K04078
total_10075378	K05815
total_10075379	K05814
total_10075380	K05813
total_10075381	K05816
total_10075694	K02485
total_10075823	K02109
total_10075994	K07497
total_10076503	K07720
total_10076538	K03101
total_1007667	K03327
total_10076798	K05914
total_10076924	K02037
total_10076975	K06902
total_10077035	K08083
total_10077231	K01567
total_1007726	K02030
total_10077835	K00428
total_10077956	K01238
total_10078946	K01953
total_10079311	K10819
total_10079609	K11891
total_1007994	K08479
total_10080189	K05838
total_10080687	K00100
total_10080938	K00376
total_1008107	K04079
total_10081242	K11749
total_10081544	K00067
total_10081619	K07642
total_10081687	K07699
total_1008210	K00228
total_1008250	K10232
total_10082533	K03168
total_10082755	K13049
total_1008282	K02567
total_1008283	K02568
total_1008284	K02569
total_10082890	K14987
total_10083012	K09808
total_10083021	K03100
total_10083326	K03101
total_10083557	K04780
total_100838	K13924
total_10084473	K12537
total_10085271	K10555
total_1008535	K04083
total_10085502	K02004
total_10086002	K15633
total_10086744	K00366
total_10087070	K14596
total_1008743	K03924
total_10087568	K15655
total_10087653	K01507
total_10088680	K03294
total_10089215	K01997
total_10089658	K09650
total_10089778	K00360
total_10089790	K00480
total_1009022	K00712
total_1009024	K02853
total_10090249	K02450
total_10090440	K10454
total_10090583	K00368
total_10090905	K03189
total_1009114	K01673
total_10091230	K04078
total_1009141	K00575
total_10091496	K15659
total_100915	K07159
total_10091557	K13598
total_10091688	K02485
total_100917	K07090
total_100918	K01087
total_100921	K03671
total_10092175	K07964
total_10092187	K07675
total_10092428	K03544
total_1009247	K13049
total_10092829	K11689
total_10092872	K00366
total_10093077	K13693
total_10093255	K10126
total_10093355	K05365
total_10093508	K01998
total_10093543	K01872
total_10094040	K01280
total_1009454	K06901
total_10094925	K04078
total_10094984	K13587
total_1009511	K07090
total_10095125	K13614
total_10095206	K08884
total_10095393	K00033
total_10095394	K00036
total_10095442	K11618
total_10095450	K07264
total_10095610	K07793
total_10096787	K01501
total_10096957	K15408
total_10097559	K08676
total_10097691	K00676
total_10097704	K09687
total_10097780	K14335
total_10097802	K00372
total_100980	K08358
total_10098229	K12982
total_10098705	K01060
total_10098803	K13896
total_10099000	K00748
total_10099076	K01425
total_10099091	K02364
total_10099242	K00333
total_10099663	K02575
total_10101019	K08776
total_10101288	K12685
total_10101405	K01213
total_10101496	K01744
total_10101497	K03761
total_10101516	K01273
total_1010154	K14987
total_10101788	K03432
total_1010198	K02198
total_10102458	K13021
total_10103004	K01436
total_10103113	K15631
total_10103240	K01744
total_10103494	K07261
total_101036	K00754
total_1010361	K07259
total_10103789	K06885
total_10103862	K00602
total_10103892	K04042
total_10103977	K15643
total_10104125	K00117
total_10104452	K08082
total_10104643	K10556
total_10104831	K11711
total_10105870	K07390
total_10105877	K05946
total_1010629	K11749
total_10106592	K07117
total_10107276	K14980
total_1010765	K05365
total_10107782	K02016
total_10107909	K09749
total_10108524	K01183
total_10109010	K02477
total_10109100	K03703
total_1010921	K06026
total_1010922	K07704
total_10109456	K13282
total_10109848	K06902
total_10110032	K01142
total_10110471	K00793
total_10110955	K01337
total_10111022	K07263
total_10111347	K03768
total_10111433	K15663
total_10112087	K01715
total_10112098	K15431
total_10112132	K14652
total_10112592	K01358
total_10112783	K03676
total_1011282	K11477
total_10113147	K01813
total_10113513	K02047
total_10113515	K02281
total_10113632	K03407
total_10113713	K04518
total_10113875	K01392
total_10113999	K01992
total_10114005	K10112
total_10114145	K04780
total_10114271	K05520
total_1011430	K01238
total_10114547	K15582
total_10114585	K11896
total_10114785	K01940
total_10115852	K03771
total_10116333	K02003
total_1011652	K07787
total_10116586	K11443
total_10116674	K00570
total_10116677	K01338
total_10116750	K00265
total_10116856	K00362
total_10117355	K07649
total_10117356	K04762
total_10117361	K12989
total_10117552	K08776
total_10117730	K02655
total_10117947	K07516
total_10117984	K13587
total_1011821	K03186
total_10118544	K01531
total_10118935	K02112
total_10118937	K07263
total_10119313	K01463
total_10119318	K01178
total_10119323	K04749
total_10119324	K03442
total_10119334	K00936
total_10119336	K00799
total_10119370	K01783
total_10119374	K02058
total_10119453	K11688
total_10119583	K02275
total_10120091	K06979
total_1012028	K01564
total_10120896	K11901
total_10120950	K00812
total_10121053	K05365
total_10121130	K03469
total_1012133	K00812
total_10121355	K13276
total_1012172	K07692
total_1012173	K02480
total_10121797	K07714
total_10121913	K00339
total_10122076	K07710
total_10122614	K06902
total_10122867	K07492
total_10122939	K00265
total_10123272	K10557
total_10123298	K02668
total_10123331	K07709
total_1012364	K13049
total_10123662	K13693
total_10123833	K02266
total_101240	K03687
total_10124326	K02279
total_10124345	K08483
total_10124568	K01425
total_10124689	K01362
total_10124778	K03981
total_10124880	K02048
total_1012497	K11898
total_1012500	K11901
total_10125003	K03929
total_10125148	K00574
total_10125641	K12583
total_10125816	K03587
total_10125842	K00598
total_10125874	K07720
total_10126714	K00616
total_10127038	K07047
total_10127275	K03769
total_10127655	K05903
total_10128061	K03770
total_10128208	K03772
total_10128491	K01989
total_10128591	K05555
total_10128666	K00423
total_10129519	K11527
total_10129592	K01728
total_10129602	K00507
total_10129853	K15675
total_10129867	K02075
total_10129877	K04084
total_10130028	K00360
total_10130132	K01303
total_10130156	K01023
total_10130158	K00721
total_10130451	K09808
total_10130494	K04046
total_10130503	K01424
total_10130683	K05846
total_1013072	K03169
total_1013075	K04078
total_10130904	K01338
total_101312	K13612
total_10131216	K07798
total_10131441	K15864
total_1013187	K07787
total_10132292	K01744
total_10133051	K07677
total_10133372	K00936
total_10133795	K02013
total_10133796	K02015
total_10134265	K12370
total_10134311	K01690
total_10134854	K07223
total_10134922	K06902
total_1013497	K02477
total_10135407	K03814
total_10135439	K08303
total_10135467	K11357
total_1013616	K03749
total_10136342	K03559
total_10136476	K04780
total_10136593	K15655
total_10136812	K15655
total_1013707	K02277
total_10137559	K07793
total_10137565	K08884
total_10137669	K07774
total_10137955	K02412
total_10138294	K03544
total_10138546	K05364
total_10138553	K06207
total_10138678	K04044
total_10138867	K03294
total_10139309	K06885
total_10139457	K07718
total_10139544	K02058
total_10140033	K14672
total_1014030	K13685
total_10140666	K01744
total_10140713	K01761
total_10140830	K02668
total_10140857	K02527
total_10141017	K07795
total_10141225	K04078
total_10141257	K01992
total_10141330	K03321
total_10141344	K04084
total_10141578	K01961
total_1014225	K03798
total_10142258	K02048
total_10142385	K02040
total_10142665	K01897
total_10142731	K00874
total_10142757	K01890
total_1014319	K07636
total_1014320	K14986
total_10143514	K02670
total_1014368	K05815
total_10143703	K04013
total_10144111	K07795
total_10144234	K02016
total_10144347	K15676
total_1014457	K09971
total_10144582	K11689
total_10145217	K00376
total_10145294	K03521
total_10145325	K00936
total_10145388	K09252
total_10145461	K00826
total_10146317	K07793
total_10146375	K05710
total_10146529	K13274
total_10146581	K00033
total_10146784	K08676
total_10146820	K00033
total_10146902	K08191
total_10147420	K05841
total_1014755	K02450
total_10147732	K06994
total_10147883	K03831
total_10148560	K11071
total_1014885	K07708
total_101490	K06147
total_1014902	K08884
total_10149650	K13706
total_10150184	K13584
total_10150411	K07711
total_10150460	K03444
total_10150630	K00748
total_10150827	K04751
total_10150837	K07687
total_10151013	K02029
total_10151037	K02849
total_10151069	K07263
total_10151145	K03771
total_10151151	K02558
total_10151297	K02109
total_10151564	K00505
total_10151647	K15576
total_10151662	K01895
total_10151735	K13275
total_10152372	K07710
total_10152734	K03522
total_10152795	K12511
total_1015281	K01338
total_10152810	K10125
total_10153021	K08850
total_10153369	K01423
total_10153863	K08282
total_10153865	K08884
total_10153870	K01945
total_10153941	K07091
total_10153942	K09612
total_1015412	K11900
total_1015413	K11898
total_1015415	K11896
total_1015416	K11895
total_10154546	K13685
total_10154804	K07037
total_10155071	K02030
total_10155082	K03770
total_10155310	K00128
total_10155320	K07798
total_10155402	K11688
total_10155403	K11688
total_10155483	K02412
total_1015604	K02056
total_10156496	K00342
total_10156833	K00688
total_10156912	K02480
total_10156915	K01304
total_10156981	K02654
total_10157377	K00729
total_10157461	K04770
total_10157641	K13598
total_10158258	K15653
total_1015836	K11537
total_1015865	K08884
total_10159069	K11688
total_10159096	K07665
total_10159118	K00549
total_1015929	K02489
total_10159487	K08604
total_10159724	K02111
total_10159730	K03702
total_10160012	K12941
total_10160133	K07376
total_10160303	K12995
total_10160585	K00729
total_10160601	K02112
total_10160733	K07262
total_10160908	K03768
total_10161874	K02666
total_10162973	K11900
total_1016298	K08225
total_10163280	K12600
total_10163323	K02446
total_10163387	K01266
total_10163692	K12994
total_10163825	K07762
total_10164312	K02527
total_10165006	K01467
total_10165123	K02653
total_10165413	K08083
total_1016552	K11901
total_10165554	K13993
total_10165802	K00174
total_10165910	K11074
total_10165911	K11075
total_10165912	K11076
total_10165917	K07497
total_10165933	K00404
total_10166107	K02277
total_10166210	K03671
total_10166713	K04078
total_10166882	K13002
total_10167198	K02045
total_10167258	K00926
total_10167475	K02014
total_10167782	K13687
total_10168016	K03385
total_10168248	K07669
total_10168443	K07637
total_10168464	K02003
total_10168889	K00549
total_10169184	K02401
total_10169415	K01277
total_10169518	K07789
total_10169552	K08602
total_10169680	K05516
total_10169911	K14980
total_10169964	K00937
total_10170277	K02491
total_10170629	K08977
total_10171071	K01414
total_1017323	K13598
total_10173357	K02450
total_1017377	K02275
total_10173966	K05281
total_10174237	K13584
total_10174242	K15578
total_10174399	K03412
total_10174561	K00748
total_10174685	K03043
total_10174704	K06200
total_10174768	K02004
total_10175598	K00605
total_10175641	K07386
total_10175699	K07674
total_10176264	K00710
total_10177037	K03844
total_10177125	K15431
total_101774	K08884
total_10177985	K07305
total_1017805	K07486
total_10178126	K02485
total_10178230	K10440
total_10178653	K01424
total_10178679	K02573
total_10178727	K11071
total_1017876	K11688
total_10178929	K11085
total_10179604	K03321
total_10179625	K04079
total_10179950	K13051
total_10180182	K00404
total_10180200	K07768
total_10180367	K01181
total_10180395	K00767
total_10180711	K07696
total_101808	K07147
total_10181089	K11103
total_10181267	K03071
total_10181288	K04078
total_1018135	K07689
total_10181546	K01338
total_10181554	K07023
total_10181566	K05520
total_10181567	K05845
total_10181568	K05845
total_10181569	K05847
total_10181710	K07715
total_10181817	K11688
total_10181824	K13993
total_10181838	K08884
total_10182342	K01453
total_10182368	K11074
total_10182692	K02014
total_10182870	K02199
total_1018293	K00128
total_1018305	K02653
total_10183288	K01277
total_10183457	K03772
total_10183504	K01190
total_1018391	K03100
total_10183976	K15660
total_10184507	K02487
total_10185571	K00100
total_10185780	K11354
total_10185820	K13282
total_10186792	K02049
total_10187082	K01955
total_1018712	K03929
total_10187123	K00615
total_10187237	K01278
total_10187243	K15662
total_1018860	K07386
total_10188635	K11927
total_10188773	K00799
total_10189028	K02028
total_1018956	K02841
total_10189640	K14987
total_10189700	K00128
total_10189806	K01417
total_10189815	K05813
total_10190084	K08256
total_1019026	K10232
total_10190599	K02556
total_10191128	K12605
total_10191239	K00540
total_10191580	K08282
total_10191962	K10545
total_10192454	K14980
total_10192730	K01779
total_10192873	K11927
total_1019291	K08641
total_10193183	K01277
total_10193337	K00547
total_10193529	K03100
total_10193551	K05516
total_10193722	K11749
total_10193994	K11527
total_1019419	K02014
total_10194409	K07670
total_10194469	K08483
total_10194471	K02821
total_10194607	K07790
total_10194654	K03980
total_10194845	K03924
total_10194933	K03771
total_10195245	K02482
total_10195365	K02477
total_10195694	K02477
total_10195732	K02487
total_10196020	K13280
total_10196027	K03724
total_10196077	K07708
total_10196087	K07263
total_10196736	K03655
total_10196924	K02379
total_10196963	K04762
total_10196986	K09691
total_1019716	K09013
total_10197303	K03772
total_1019807	K15666
total_10198158	K01710
total_101984	K01501
total_10198427	K02195
total_10198703	K02053
total_10198857	K01414
total_10199151	K04079
total_10199630	K13688
total_1019974	K04080
total_10199786	K03407
total_10199901	K11689
total_10200198	K00175
total_10200833	K01322
total_10200940	K04772
total_10201168	K03296
total_10201193	K08227
total_10201493	K08384
total_10202199	K02656
total_10202229	K07795
total_10202263	K05946
total_10202889	K02662
total_10203318	K00970
total_10203846	K02005
total_1020430	K03072
total_10204331	K00262
total_10205013	K01392
total_10205027	K01937
total_10205335	K00763
total_10205457	K15772
total_10205458	K10109
total_10205833	K07010
total_10205836	K11749
total_10206081	K11072
total_10206216	K01796
total_10206337	K02450
total_10206373	K03100
total_10206535	K12454
total_10206919	K07007
total_10207382	K06320
total_10207422	K02664
total_10207499	K00362
total_10208166	K01436
total_10208195	K10227
total_10208196	K10228
total_10208265	K01749
total_10209457	K07712
total_10210277	K11720
total_10210417	K00376
total_10210436	K02195
total_10210595	K03408
total_10210596	K03412
total_10211106	K13002
total_10211676	K08218
total_10211696	K00335
total_10211867	K03412
total_10212152	K01417
total_1021219	K02668
total_10212333	K02489
total_10212338	K01953
total_10212436	K00256
total_10212608	K15011
total_10212877	K11931
total_10213134	K00360
total_10213425	K11527
total_10213426	K11712
total_10213427	K14987
total_10213705	K03071
total_10214200	K06872
total_10214369	K02364
total_10214640	K06151
total_10214803	K06152
total_10215003	K03843
total_1021548	K05774
total_10215499	K12600
total_10216003	K00936
total_10216072	K00754
total_1021661	K11070
total_1021663	K11072
total_1021668	K13993
total_10216937	K01264
total_10217882	K00743
total_1021800	K01283
total_102185	K00257
total_1021852	K07795
total_10218777	K04079
total_10219094	K02485
total_10219256	K07637
total_10219546	K11520
total_1021985	K03190
total_10220014	K00948
total_10221248	K04078
total_10221309	K05813
total_10221343	K07793
total_10221368	K08884
total_10221498	K02527
total_10221504	K05772
total_1022157	K06902
total_10221592	K12583
total_10221633	K10229
total_10221676	K13378
total_10221823	K03168
total_10221995	K01423
total_10222017	K02013
total_10222029	K01338
total_10222275	K02668
total_10222422	K02503
total_1022257	K04079
total_10222582	K06207
total_10222645	K00990
total_102229	K02482
total_10222941	K00948
total_10223003	K15654
total_10223228	K14980
total_10223724	K00266
total_10224732	K02409
total_10224812	K03771
total_10225290	K02004
total_10225382	K07497
total_10225617	K04090
total_10226007	K10543
total_10226749	K08218
total_10226797	K03703
total_10226986	K03802
total_10227139	K02652
total_10227672	K02666
total_10227786	K07716
total_10228078	K07262
total_102286	K09252
total_10228740	K00121
total_10228935	K07263
total_10228991	K00262
total_1022904	K00360
total_10229200	K05367
total_10229297	K01744
total_10229442	K07795
total_10229444	K07793
total_10229530	K01690
total_10230280	K02657
total_1023103	K02487
total_1023200	K03406
total_10232262	K13587
total_10232309	K01872
total_10232546	K11689
total_10232693	K03687
total_1023270	K00340
total_1023271	K00339
total_1023272	K00338
total_10232923	K06902
total_10232954	K02841
total_10233361	K00721
total_10233664	K03753
total_10233705	K00721
total_10234256	K08151
total_102344	K02474
total_1023467	K07794
total_10234676	K06147
total_10235669	K04751
total_102357	K09165
total_10236061	K03453
total_1023608	K01809
total_10236465	K08676
total_10236530	K03671
total_10236924	K07481
total_10237195	K07675
total_10237196	K07689
total_10237387	K02412
total_10237468	K03981
total_10237680	K02274
total_10237723	K10004
total_10237785	K01322
total_10237857	K01652
total_10238701	K02032
total_10238863	K13924
total_10239125	K06937
total_10239644	K01425
total_10239657	K02662
total_10240268	K10439
total_10240361	K15671
total_10240614	K07264
total_1024063	K05832
total_1024064	K05833
total_10240778	K06079
total_10241052	K13993
total_10241106	K03676
total_1024171	K00077
total_10241793	K02274
total_1024192	K02277
total_10242162	K03770
total_10242493	K07798
total_1024274	K03406
total_10242864	K02660
total_10243043	K02668
total_10243596	K02275
total_10243974	K01779
total_10244647	K04780
total_10244974	K03767
total_10245337	K00143
total_10245635	K11443
total_10245641	K05520
total_10245670	K00812
total_10245674	K01652
total_10245675	K01653
total_10245684	K03695
total_10245685	K05516
total_102457	K13924
total_10246646	K02664
total_1024665	K01322
total_10246901	K08884
total_10247264	K01301
total_10247348	K11900
total_10247528	K07091
total_10247573	K01414
total_10247824	K02484
total_10247904	K00164
total_10248063	K03592
total_1024825	K03687
total_1024827	K02010
total_10248346	K03071
total_10248397	K00683
total_10248711	K07263
total_10249329	K02438
total_10250017	K03433
total_10250018	K03432
total_10250173	K07001
total_10250252	K02275
total_10250367	K05516
total_10250830	K03522
total_10250957	K12605
total_10251220	K03687
total_10251563	K00117
total_10251648	K01744
total_10252015	K03522
total_10252360	K04079
total_1025237	K07124
total_10252417	K10615
total_1025254	K07675
total_10252911	K02044
total_10253072	K00338
total_10253639	K01414
total_10253654	K07404
total_10253661	K08641
total_10254087	K05367
total_10254094	K02650
total_10254216	K07277
total_10255009	K02650
total_10255075	K00540
total_1025545	K02077
total_1025546	K02075
total_10255585	K11074
total_10256780	K04078
total_10257314	K12995
total_10257716	K01338
total_10258371	K00540
total_10258620	K13993
total_1025915	K03561
total_10259422	K01406
total_10259544	K03669
total_10260372	K13280
total_10260565	K03814
total_10260591	K12511
total_10260647	K00341
total_10260830	K15634
total_102609	K00333
total_10261016	K07714
total_10261783	K09922
total_1026193	K00001
total_10261934	K08884
total_1026196	K00936
total_10261980	K02674
total_10262780	K03767
total_10262912	K07004
total_10262954	K05367
total_10263213	K03295
total_10263452	K11527
total_10263528	K06148
total_10263669	K08256
total_10264197	K15358
total_10264246	K01043
total_10264359	K02037
total_10264450	K05520
total_10264469	K00036
total_10264628	K02575
total_10264629	K05516
total_10265971	K02305
total_10266343	K01673
total_10266390	K03891
total_10266514	K08309
total_10266516	K07062
total_10266517	K03651
total_10266522	K02638
total_10266523	K15866
total_10266642	K07796
total_10266723	K03702
total_10266749	K00265
total_1026759	K06598
total_1026760	K06597
total_10267659	K15629
total_10267938	K13993
total_1026804	K15659
total_10268133	K02193
total_10268347	K15642
total_10268511	K04079
total_10269075	K01277
total_10269076	K01277
total_10269077	K03768
total_10269078	K01297
total_10269119	K03769
total_10269782	K01783
total_10270153	K15642
total_10270222	K01506
total_10270330	K07091
total_10270357	K13896
total_10270614	K03100
total_10270981	K00100
total_10271055	K07793
total_10271134	K07795
total_10271226	K07047
total_10271235	K05516
total_1027135	K15011
total_10271567	K01711
total_10272055	K03771
total_10272226	K03532
total_10272386	K04083
total_10273433	K02676
total_10273717	K11688
total_10274255	K01304
total_10274310	K12536
total_10274539	K00372
total_1027462	K04789
total_10274874	K01277
total_10274902	K05773
total_10274971	K07704
total_10275052	K07010
total_10275651	K01628
total_10275926	K05516
total_10275974	K01652
total_10276303	K02054
total_10276338	K09607
total_1027645	K11527
total_10276990	K04780
total_10277290	K00548
total_10277451	K05520
total_10277488	K12444
total_10277762	K03070
total_10277807	K01783
total_10277811	K02065
total_10278625	K10819
total_10278966	K01112
total_10279354	K09808
total_10279839	K07705
total_1028012	K03101
total_10280618	K02621
total_10280693	K01400
total_10281367	K03152
total_10281452	K02013
total_10282185	K02377
total_10282795	K03772
total_10282874	K14596
total_10282955	K15532
total_10283100	K04042
total_10283404	K03385
total_1028342	K12982
total_1028343	K02837
total_1028371	K01265
total_10283898	K04110
total_10283947	K12257
total_10283954	K14987
total_10284010	K07025
total_10284286	K01744
total_10284319	K13685
total_10284536	K07712
total_1028510	K15659
total_1028539	K03406
total_10285428	K00748
total_1028544	K00549
total_10286091	K11900
total_10286672	K02471
total_10287904	K02050
total_10287951	K03814
total_10287996	K02004
total_10288424	K02660
total_10288660	K15552
total_10288684	K02558
total_10288988	K08084
total_10288989	K02671
total_10288990	K02672
total_10289174	K03621
total_10289544	K11689
total_10289846	K01621
total_10289988	K02575
total_10290185	K12941
total_10290687	K02478
total_10290704	K06884
total_10290758	K08151
total_10290889	K07404
total_102909	K03671
total_10291215	K02012
total_10291518	K02471
total_10292743	K08983
total_10292823	K03544
total_10293062	K00335
total_10293130	K13277
total_10293808	K13688
total_10293902	K00339
total_1029409	K12984
total_10294109	K01414
total_10294961	K08884
total_10295044	K02527
total_10295159	K03671
total_10295499	K00169
total_10295575	K02488
total_1029577	K00799
total_10296262	K01524
total_10296748	K01417
total_10296914	K03673
total_1029754	K00140
total_10297647	K00406
total_10298028	K07788
total_10298102	K03582
total_10298122	K03771
total_1029835	K03305
total_10298598	K03549
total_10298853	K07796
total_1029925	K00908
total_10300143	K00936
total_10300263	K01673
total_10300264	K13668
total_10300577	K12600
total_10300699	K13599
total_10301193	K11893
total_10301318	K10190
total_10301635	K07011
total_10301686	K01412
total_10301801	K03770
total_10301843	K02658
total_10301944	K03975
total_10302244	K02488
total_10302277	K09880
total_10302278	K08967
total_10302279	K08964
total_10302295	K10439
total_10302472	K04774
total_10302575	K07116
total_1030302	K08167
total_10303139	K05833
total_10303203	K07497
total_1030349	K12371
total_10303554	K03701
total_10303671	K11927
total_10303686	K08177
total_10303760	K03770
total_10303761	K01356
total_10303896	K01924
total_10303919	K03844
total_10303932	K08676
total_1030426	K00786
total_10304989	K00540
total_1030524	K01295
total_10305333	K03769
total_10305433	K02412
total_10305496	K05365
total_10305522	K09013
total_10305697	K07772
total_10305769	K13587
total_10306511	K03696
total_10306639	K06188
total_10306718	K00851
total_10306723	K03321
total_10307450	K03274
total_10307617	K03770
total_10307703	K13671
total_10308222	K11688
total_10308378	K07010
total_10308495	K02054
total_10309053	K09767
total_10309056	K01737
total_10309319	K01283
total_10309539	K02037
