Query_id	Ko_id
total_1007097	K01933
total_10071442	K03644
total_10071744	K06044
total_10072182	K04774
total_10072375	K03666
total_10072557	K01784
total_10072634	K13628
total_1007276	K09883
total_1007403	K08603
total_10074407	K01631
total_10074493	K07357
total_10074494	K03640
total_10074503	K12823
total_10074692	K11991
total_10075080	K01644
total_10076285	K00773
total_10076496	K11902
total_10076627	K01087
total_10076858	K03687
total_10077115	K04083
total_10077350	K00167
total_1007751	K08352
total_10077709	K15660
total_10077738	K01791
total_10077917	K07687
total_10079141	K08679
total_10079183	K01759
total_10079311	K10819
total_1007943	K13280
total_1008090	K06041
total_1008207	K03296
total_10082086	K01284
total_10082321	K02622
total_10082755	K13049
total_10083762	K07110
total_1008477	K02014
total_10084991	K00974
total_10085118	K13038
total_10085192	K08651
total_10085205	K01362
total_1008532	K10026
total_1008533	K06920
total_1008535	K04083
total_10085422	K00540
total_10085813	K07484
total_10086048	K07407
total_10086242	K02669
total_10086428	K03733
total_10086669	K12543
total_10086774	K04077
total_10086955	K07665
total_10087384	K07238
total_10087568	K15655
total_10087840	K13282
total_10088025	K14981
total_10089102	K14407
total_10089475	K07012
total_10089658	K09650
total_10089790	K00480
total_10090004	K15855
total_1009013	K00924
total_1009022	K00712
total_1009024	K02853
total_10090249	K02450
total_10090331	K02670
total_10090604	K07566
total_10090745	K01262
total_10090864	K02666
total_1009087	K07098
total_10091060	K00688
total_10091230	K04078
total_100918	K01087
total_10092210	K02656
total_10092958	K04077
total_10093355	K05365
total_10093543	K01872
total_10094040	K01280
total_10094925	K04078
total_10095125	K13614
total_10096051	K02409
total_10096219	K01209
total_1009631	K07391
total_10096533	K04780
total_10097193	K04083
total_10098079	K03768
total_10098268	K00548
total_1009982	K05349
total_1010103	K00694
total_10101288	K12685
total_1010154	K14987
total_10102567	K05540
total_10102675	K12685
total_10103494	K07261
total_10103862	K00602
total_10103892	K04042
total_10103977	K15643
total_10104125	K00117
total_10104126	K05301
total_10104555	K00958
total_10104562	K01362
total_10104604	K00575
total_10106056	K02199
total_10106173	K01443
total_10106928	K15921
total_10106950	K00849
total_10107148	K07407
total_10107706	K02890
total_10108169	K07407
total_10108985	K03601
total_10109487	K03088
total_1010958	K14987
total_10109678	K09457
total_10110070	K03611
total_10110204	K02282
total_10110812	K03687
total_10111050	K02662
total_10111433	K15663
total_10111718	K02650
total_10111977	K08679
total_10111990	K12510
total_10112098	K15431
total_10112132	K14652
total_10112512	K03442
total_10112540	K12308
total_10112849	K03076
total_10112852	K02986
total_10112853	K03040
total_10113515	K02281
total_10113875	K01392
total_10113898	K01990
total_10113937	K03770
total_10114005	K10112
total_10114243	K13588
total_10114271	K05520
total_10114810	K03642
total_1011586	K13472
total_1011652	K07787
total_10116586	K11443
total_10116596	K09457
total_10116744	K03216
total_10116897	K03644
total_10117356	K04762
total_10117730	K02655
total_1011821	K03186
total_1011828	K03703
total_10119132	K00478
total_10119313	K01463
total_10119334	K00936
total_10119733	K02238
total_10119979	K02280
total_10120154	K08281
total_10120187	K03593
total_10120188	K06966
total_10120672	K02406
total_10120742	K02878
total_10120743	K02982
total_10120896	K11901
total_10121573	K14630
total_10121797	K07714
total_10122124	K06173
total_1012215	K03770
total_10123938	K03216
total_101240	K03687
total_10124251	K00164
total_10124542	K00849
total_10124604	K03771
total_10125116	K07106
total_10125147	K07407
total_10125377	K07029
total_10125516	K02490
total_10125842	K00598
total_10125980	K02281
total_10126010	K00945
total_10126581	K06287
total_10126649	K12308
total_1012690	K01087
total_10127275	K03769
total_10127476	K13282
total_10128300	K02658
total_10128378	K04780
total_10128591	K05555
total_10128717	K03177
total_1012902	K01342
total_10129758	K15012
total_10130116	K12373
total_10130589	K03926
total_1013075	K04078
total_10130786	K07045
total_10131061	K01452
total_101312	K13612
total_10131341	K04083
total_1013187	K07787
total_10131958	K13276
total_1013305	K06169
total_10133668	K04078
total_10133868	K00684
total_10135051	K01266
total_10135239	K00965
total_10136242	K00494
total_10136342	K03559
total_10136476	K04780
total_10136593	K15655
total_10136844	K15660
total_10137742	K00703
total_10137955	K02412
total_10138002	K00702
total_10138678	K04044
total_10138790	K01046
total_10139087	K01120
total_10140033	K14672
total_1014025	K08259
total_10140326	K03671
total_10140727	K00609
total_10141045	K09885
total_10141078	K07106
total_10141225	K04078
total_10141257	K01992
total_10141434	K11528
total_10141578	K01961
total_10142193	K03412
total_10142525	K07303
total_10142557	K14058
total_1014296	K02014
total_10143059	K01524
total_10143265	K01419
total_10143821	K01654
total_1014406	K01004
total_10144174	K01867
total_10144347	K15676
total_1014447	K07004
total_1014476	K06910
total_10145133	K03086
total_10145324	K00575
total_10145325	K00936
total_10146085	K16055
total_10146529	K13274
total_10146586	K12410
total_10147092	K01361
total_1014768	K11103
total_10147912	K01711
total_10147913	K01711
total_10148120	K05540
total_10148574	K02278
total_10148899	K05539
total_1014927	K08234
total_1014929	K15387
total_10149423	K04084
total_10149650	K13706
total_10150184	K13584
total_10150337	K09811
total_10150827	K04751
total_10151145	K03771
total_10152344	K03821
total_10152796	K12510
total_101529	K11927
total_10152974	K04566
total_10153399	K04762
total_10154200	K09457
total_10154631	K11325
total_10154922	K01129
total_10155310	K00128
total_10155774	K15257
total_10156319	K02669
total_10156601	K00955
total_10156833	K00688
total_10156915	K01304
total_10156981	K02654
total_10157461	K04770
total_1015929	K02489
total_10160586	K05304
total_10160733	K07262
total_10161874	K02666
total_10162391	K01495
total_10162428	K03071
total_10162944	K03667
total_10162973	K11900
total_10163015	K09650
total_10163016	K09457
total_10163299	K04078
total_10163324	K07462
total_10165123	K02653
total_10166210	K03671
total_1016623	K02111
total_10167410	K02355
total_10167779	K03799
total_1016833	K01639
total_10169415	K01277
total_10169680	K05516
total_10170335	K04085
total_1017038	K01465
total_10170445	K07746
total_10170943	K15855
total_10171071	K01414
total_10171405	K12410
total_10172386	K13277
total_10172506	K04078
total_10172764	K03767
total_10173357	K02450
total_10173491	K01342
total_10173626	K01264
total_10173801	K03296
total_10173929	K00978
total_10174067	K05838
total_10174352	K04043
total_1017461	K08602
total_10174617	K01679
total_10174704	K06200
total_10175093	K00207
total_1017675	K03296
total_10177125	K15431
total_10177855	K00130
total_10178126	K02485
total_10178134	K07533
total_10178675	K05516
total_10179080	K13924
total_10179625	K04079
total_10180262	K02653
total_10180395	K00767
total_10180598	K05838
total_10181258	K00849
total_10181267	K03071
total_10181288	K04078
total_10181566	K05520
total_10181570	K15441
total_10181710	K07715
total_10181824	K13993
total_10182433	K00053
total_10182634	K03611
total_10182635	K01626
total_10185354	K13924
total_10185729	K01787
total_10185758	K03724
total_10185854	K03536
total_1018613	K02485
total_10186163	K09457
total_1018712	K03929
total_10187237	K01278
total_10187355	K15451
total_10187438	K00685
total_10187722	K04035
total_10187757	K15643
total_1018845	K11443
total_1018860	K07386
total_10188619	K01787
total_10188635	K11927
total_10188910	K03533
total_10189048	K03856
total_10189421	K15660
total_10189422	K12618
total_101903	K07799
total_10190483	K13051
total_10191580	K08282
total_1019231	K12410
total_1019236	K05516
total_10192490	K13694
total_10192730	K01779
total_10193019	K01176
total_10193337	K00547
total_10193495	K01069
total_10193602	K01142
total_10193846	K13599
total_10193886	K02278
total_10194002	K14058
total_10194166	K03639
total_10194409	K07670
total_10194607	K07790
total_10194933	K03771
total_10195191	K06890
total_10195250	K05539
total_10195412	K05555
total_10195732	K02487
total_10196027	K03724
total_10196087	K07263
total_10196125	K03660
total_10197732	K07583
total_10197959	K01361
total_10198102	K05539
total_10198289	K05520
total_10198352	K07446
total_10199151	K04079
total_1019974	K04080
total_10199987	K01317
total_10200037	K10943
total_10200289	K10763
total_10200586	K15460
total_10200833	K01322
total_10202199	K02656
total_10202569	K15897
total_10203007	K04773
total_10203608	K16055
total_10203846	K02005
total_10204580	K07053
total_10204588	K01462
total_10204646	K12410
total_10204656	K03089
total_10204822	K10011
total_10205027	K01937
total_10205186	K01436
total_10205335	K00763
total_10205945	K03536
total_10207322	K02221
total_10207422	K02664
total_10207755	K01337
total_10208852	K16055
total_1020967	K00849
total_10209765	K05838
total_10210206	K11443
total_10210581	K06888
total_10210595	K03408
total_10210604	K03292
total_10210763	K03732
total_10212041	K11712
total_10212188	K05350
total_10212333	K02489
total_10212734	K03530
total_10213426	K11712
total_10213705	K03071
total_10213869	K00128
total_10214653	K01902
total_10214654	K00024
total_10215005	K03531
total_1021587	K04771
total_10216003	K00936
total_10216650	K05567
total_10216651	K05566
total_1021668	K13993
total_10216937	K01264
total_1021800	K01283
total_10218777	K04079
total_102188	K09457
total_10219086	K00806
total_10219094	K02485
total_10219710	K02533
total_10219712	K03216
total_10219885	K07788
total_10220521	K00684
total_10220667	K01627
total_10221248	K04078
total_10221553	K00626
total_10222029	K01338
total_10222413	K00837
total_10222422	K02503
total_102227	K02221
total_10223308	K01289
total_10223370	K04094
total_10224064	K03412
total_10224093	K05375
total_10224166	K00763
total_10224170	K01439
total_10224544	K01265
total_10224812	K03771
total_10225629	K03530
total_10226005	K04078
total_1022638	K01166
total_10226609	K00971
total_10227463	K01176
total_10227671	K02665
total_10227672	K02666
total_10228078	K07262
total_10229298	K12686
total_10229612	K15337
total_10230280	K02657
total_10230349	K02199
total_1023045	K13589
total_10230477	K07588
total_10230952	K10012
total_10231410	K00111
total_10231513	K01760
total_10232402	K02666
total_10232693	K03687
total_10233108	K02049
total_10233374	K03433
total_10233452	K01136
total_10233510	K07577
total_102344	K02474
total_10234640	K01552
total_10234848	K01289
total_1023497	K00936
total_10235323	K11443
total_10236465	K08676
total_10236541	K08234
total_10236924	K07481
total_10236931	K15257
total_10236932	K12454
total_10237228	K00556
total_10237387	K02412
total_10237546	K00123
total_10237590	K01679
total_10238086	K00837
total_10238408	K03446
total_10238670	K07114
total_10238679	K07720
total_1023872	K02282
total_10240007	K04080
total_10240451	K01289
total_1024059	K03101
total_1024171	K00077
total_10241793	K02274
total_1024184	K08604
total_10242441	K13628
total_10242493	K07798
total_10242864	K02660
total_10243002	K13589
total_10244647	K04780
total_10244776	K00684
total_10245635	K11443
total_10245641	K05520
total_10245685	K05516
total_10245733	K02421
total_10245916	K02433
total_10246120	K02417
total_10246503	K13051
total_10246507	K11443
total_10246970	K01166
total_10247437	K03100
total_10247711	K08234
total_10247845	K03197
total_10247880	K00057
total_10247904	K00164
total_10248061	K00919
total_10248063	K03592
total_1024825	K03687
total_10249341	K13993
total_1024951	K07662
total_10249711	K14672
total_10249975	K00133
total_10249976	K03564
total_1025011	K03722
total_10250252	K02275
total_10251220	K03687
total_10251962	K03770
total_1025237	K07124
total_10253125	K02656
total_10253476	K00925
total_10253661	K08641
total_10253706	K03688
total_10254181	K01439
total_10254788	K05343
total_10255009	K02650
total_10255082	K01210
total_10255206	K02005
total_10255750	K02401
total_10255910	K01273
total_10256156	K15431
total_10256372	K11690
total_10257184	K07712
total_10257650	K03666
total_10257664	K00283
total_10257716	K01338
total_10257980	K03392
total_10258477	K06177
total_10258522	K01295
total_1025871	K03769
total_10258861	K07106
total_10258942	K15314
total_10259094	K09774
total_10260372	K13280
total_10260590	K12510
total_10260591	K12511
total_10261171	K01289
total_10261557	K03650
total_10261909	K06015
total_10263213	K03295
total_10264629	K05516
total_10264970	K03517
total_10265137	K08679
total_10265247	K07749
total_10266105	K11893
total_10266516	K07062
total_10266517	K03651
total_10267083	K12452
total_10267171	K03759
total_10267183	K11443
total_1026760	K06597
total_10267628	K00703
total_10267657	K15921
total_10268345	K00099
total_10268347	K15642
total_10268683	K00849
total_10269054	K01069
total_10269076	K01277
total_10269077	K03768
total_10269682	K06237
total_10270037	K01971
total_10270153	K15642
total_10270223	K08590
total_10271010	K02654
total_10271221	K03286
total_10271521	K00599
total_10271552	K07659
total_10271553	K07638
total_10271916	K15387
total_10271997	K03770
total_10272003	K00826
total_10272061	K10563
total_10272204	K02221
total_102723	K01322
total_10272386	K04083
total_1027265	K12941
total_10274089	K01178
total_1027421	K03637
total_10274478	K02821
total_1027462	K04789
total_10275622	K02933
total_10275722	K07315
total_10275783	K07262
total_10276930	K00694
total_10277089	K01028
total_10277166	K00035
total_10277290	K00548
total_10277419	K03110
total_10278	K08963
total_10278010	K02876
total_10278774	K02670
total_1027879	K00676
total_10279836	K03814
total_1028012	K03101
total_10280673	K01639
total_10281035	K07347
total_10281196	K02005
total_10281367	K03152
total_10282519	K01961
total_10282708	K02238
total_10282795	K03772
total_10283025	K01236
total_10283086	K04028
total_10283954	K14987
total_10284703	K03611
total_10285027	K07806
total_10285029	K01784
total_10285055	K08253
total_1028510	K15659
total_10285254	K05838
total_10285739	K01935
total_10286749	K02472
total_10287650	K03517
total_10287844	K07004
total_10287939	K04487
total_10288056	K12600
total_10288317	K15451
total_10288424	K02660
total_10288988	K08084
total_10288989	K02671
total_10288990	K02672
total_10289432	K02417
total_10289639	K02474
total_102909	K03671
total_10291224	K09457
total_10291498	K03296
total_10292823	K03544
total_10292991	K03495
total_10293010	K08602
total_10293062	K00335
total_10293081	K02004
total_10293130	K13277
total_10293922	K03088
total_10294109	K01414
total_10294144	K07715
total_10294675	K05998
total_10296056	K04079
total_10296780	K00924
total_10296906	K13821
total_10297445	K01870
total_10297599	K00703
total_10298122	K03771
total_10298598	K03549
total_10300	K06937
total_10300699	K13599
total_10300774	K02315
total_10301575	K00965
total_10301654	K04108
total_10301886	K00658
total_10302279	K08964
total_10302337	K07347
total_10302485	K13924
total_10303397	K07814
total_10303554	K03701
total_10303760	K03770
total_1030432	K01188
total_1030473	K07788
total_10305	K02477
total_10305697	K07772
total_10306407	K14415
total_10306768	K15895
total_10307825	K11996
total_10307909	K04094
total_10308378	K07010
total_10310208	K00615
total_10310937	K01176
total_1031240	K05966
total_1031244	K07658
total_1031293	K01198
total_10313126	K15257
total_10313180	K00694
total_10313604	K01179
total_10315279	K03772
total_10317584	K10026
total_10317821	K02035
total_10318061	K11900
total_10318287	K03684
total_10318314	K13283
total_10318777	K03797
total_10318778	K03644
total_10319056	K08679
total_10319081	K07814
total_10319560	K06173
total_10320059	K01283
total_10320490	K07262
total_10320705	K01467
total_10320905	K03216
total_10321016	K15977
total_10321061	K11754
total_10321122	K02655
total_10321155	K08083
total_10321324	K01078
total_10321327	K03292
total_10322188	K13628
total_1032267	K03529
total_10323018	K00974
total_10324288	K08738
total_10324473	K04485
total_10325072	K12511
total_1032532	K15662
total_10325433	K15667
total_10325804	K15660
total_10326184	K00688
total_10326287	K03666
total_10326563	K08679
total_10326582	K01362
total_10328263	K02659
total_10328342	K03320
total_10328622	K02282
total_10328960	K04078
total_10329259	K12373
total_10330638	K00945
total_1033088	K02450
total_10330994	K07673
total_10330995	K03413
total_10331047	K00587
total_10331049	K01283
total_10331052	K03152
total_103317	K01807
total_1033301	K06881
total_10334202	K03650
total_10334206	K02485
total_10334731	K03562
total_1033529	K04078
total_10335434	K03601
total_10335874	K07713
total_10336804	K03536
total_10336924	K00384
total_1033705	K08963
total_10337465	K11901
total_10337466	K11900
total_10337514	K14742
total_10337580	K03981
total_10337690	K04044
total_10337954	K03350
total_103382	K10011
total_10338723	K03088
total_10338788	K02005
total_10339750	K01992
total_10340261	K10716
total_10340859	K01890
total_10341373	K01262
total_1034143	K02341
total_10341447	K15395
total_10341723	K03977
total_10342095	K02654
total_10342187	K07720
total_10342239	K07004
total_10342423	K00609
total_10342996	K00684
total_10343014	K01867
total_10343360	K03408
total_10343970	K08679
total_10344683	K15257
total_10344846	K05539
total_10344973	K14058
total_10345173	K07239
total_10345327	K15667
total_10345352	K06880
total_10345436	K08234
total_10346527	K11747
total_10346816	K00658
total_10346838	K01362
total_1034736	K05304
total_10347656	K14981
total_10347798	K01423
total_10348014	K15660
total_10348748	K03667
total_10348885	K00135
total_10349143	K02876
total_1034935	K02450
total_1034960	K02221
total_10349693	K00024
total_10350216	K04083
total_10350377	K04094
total_10350509	K07114
total_10350959	K03530
total_10351317	K07261
total_10351592	K07667
total_10351596	K07106
total_10352425	K14058
total_10353312	K01889
total_1035354	K03536
total_10354803	K02281
total_10356325	K08738
total_10356395	K11896
total_10356475	K15460
total_10356542	K07406
total_10356878	K00826
total_10356881	K01649
total_10357012	K02890
total_1035715	K12574
total_1035727	K04093
total_10357332	K12373
total_10358052	K08358
total_10359240	K04780
total_10359281	K01586
total_10359365	K01299
total_10359896	K00936
total_10360101	K02488
total_10361292	K00554
total_1036172	K01304
total_10361774	K01147
total_10362634	K02242
total_10362889	K14415
total_10363055	K01791
total_10363396	K04078
total_10363720	K03101
total_10363723	K02221
total_10364628	K04780
total_10364938	K11900
total_10365180	K06173
total_10365255	K15431
total_10365566	K02658
total_10365825	K13542
total_10366519	K04094
total_1036661	K07405
total_10366865	K03071
total_10367045	K02662
total_10367413	K07637
total_10367581	K03671
total_10367727	K01467
total_10368022	K15257
total_10368045	K11179
total_10368169	K02656
total_10368484	K01784
total_10368980	K03408
total_10369150	K07814
total_10369156	K07588
total_10369157	K00257
total_1036989	K07406
total_10370500	K01529
total_1037081	K12308
total_10371099	K03549
total_10371845	K00849
total_10373123	K02419
total_10373237	K15257
total_10373354	K06999
total_10374497	K02658
total_10374498	K02658
total_10375297	K01940
total_10375337	K01198
total_10375373	K02238
total_10375851	K05366
total_10375979	K04780
total_10376044	K02281
total_10376895	K06894
total_10378066	K03431
total_10378353	K06176
total_10378440	K07284
total_1037879	K02278
total_10378846	K15358
total_10379507	K01754
total_10379855	K06173
total_10380043	K11901
total_10380044	K11900
total_10380490	K01265
total_10380987	K06180
total_10381588	K15257
total_10381590	K15257
total_10381806	K00574
total_10381809	K06169
total_10381859	K07492
total_1038252	K07803
total_10383076	K03611
total_10384468	K02666
total_10384875	K06888
total_10384947	K02316
total_10385468	K08738
total_10386197	K03530
total_10386307	K02282
total_10386581	K12308
total_10386687	K13049
total_10386938	K07114
total_10387200	K07798
total_10387469	K11688
total_10387470	K11689
total_1038783	K15431
total_10388040	K00219
total_10388047	K07667
total_10388052	K03316
total_10388053	K08590
total_1038887	K01188
total_10389126	K07481
total_10389176	K10773
total_10389219	K00685
total_10389352	K07793
total_1038961	K02477
total_10390080	K12510
total_10390214	K01727
total_10390375	K01087
total_10390773	K12510
total_10391002	K08587
total_10392100	K00685
total_1039256	K00155
total_10392589	K03544
total_10392800	K07447
total_10393877	K10011
total_10393950	K03650
total_10394971	K07798
total_10395468	K00014
total_10395626	K01209
total_10396083	K15387
total_10396233	K09457
total_10396273	K11900
total_10396426	K09458
total_10396699	K02488
total_10397703	K03671
total_1039840	K15921
total_10398514	K07693
total_10398535	K02004
total_1039930	K04042
total_10399327	K09023
total_10399851	K00703
total_10399859	K07114
total_1039989	K15668
total_10399891	K00883
total_10400129	K04078
total_10400156	K01283
total_1040090	K08084
total_10401176	K08252
total_10401181	K03478
total_10401183	K08282
total_10401185	K08261
total_10401187	K16016
total_10401357	K00274
total_10402304	K00694
total_1040263	K07301
total_10403194	K11991
total_10403763	K02666
total_10403901	K02657
total_10404266	K15667
total_10404274	K01452
total_10404523	K00975
total_10405186	K02242
total_10405799	K02221
total_10405898	K02450
total_10406387	K00523
total_10407129	K02658
total_10407130	K02659
total_10407321	K02660
total_10407399	K00676
total_10408055	K01423
total_104085	K02666
total_10408626	K02221
total_10408663	K00997
total_10408710	K09457
total_104093	K09650
total_10409339	K07788
total_104094	K01362
total_10409422	K00128
total_10409460	K03687
total_10409519	K14375
total_10410512	K01361
total_10410640	K12308
total_1041147	K02419
total_10411601	K07793
total_10411851	K05516
total_10412076	K10126
total_10412326	K03088
total_10412328	K08776
total_10412779	K06330
total_10412892	K01295
total_10413142	K09015
total_10413271	K06879
total_10413598	K03655
total_1041422	K13611
total_10414339	K00164
total_10414716	K12510
total_10416823	K09457
total_10416906	K00035
total_1041707	K01322
total_1041720	K01972
total_10417446	K01640
total_1041791	K01361
total_10417974	K07461
total_10418059	K04094
total_10418201	K14981
total_10418240	K02558
total_10418516	K01969
total_10418778	K07798
total_10419056	K00936
total_10419103	K11293
total_10419171	K00117
total_10419591	K13612
total_1042032	K00983
total_10420324	K00965
total_10420926	K04691
total_10421236	K02967
total_10421962	K12510
total_10422246	K03790
total_10422581	K06168
total_1042321	K00163
total_10423699	K00703
total_10423730	K06131
total_10424394	K03767
total_10424673	K15855
total_1042568	K15855
total_10426107	K06177
total_10426215	K13276
total_1042624	K05838
total_10426326	K01698
total_10426427	K02463
total_1042657	K07714
total_10426768	K03177
total_10426856	K03701
total_10427023	K03771
total_10427057	K06951
total_10428017	K15659
total_10428621	K02005
total_10428623	K02004
total_10428690	K12373
total_1042932	K00166
total_1043000	K02199
total_10430185	K01452
total_10430279	K10012
total_10430880	K04084
total_10431193	K03684
total_10431682	K06911
total_10432161	K04044
total_1043218	K00100
total_10432428	K03770
total_10432472	K00936
total_10432685	K02106
total_10433502	K03210
total_10433503	K03072
total_1043361	K01969
total_10433870	K01585
total_10433980	K11443
total_10434509	K01176
total_10435163	K03320
total_10435274	K01546
total_10435376	K15641
total_1043560	K12686
total_10435826	K05555
total_1043609	K12686
total_10436690	K00849
total_10437403	K11991
total_10437600	K10943
total_10437921	K11689
total_1043803	K15660
total_10438615	K15650
total_10438843	K06905
total_10438891	K03654
total_10439336	K14672
total_10439381	K07720
total_10439782	K07687
total_10439801	K07806
total_10440115	K01188
total_10440218	K00703
total_10440495	K01883
total_10440998	K15655
total_10441527	K00523
total_10441964	K01262
total_10442018	K03439
total_10442300	K00703
total_10442396	K02004
total_10442831	K00075
total_10443091	K03517
total_10443651	K12410
total_10443890	K02364
total_10443891	K01745
total_10444002	K00575
total_10444198	K12941
total_10444560	K09457
total_10444564	K03767
total_10445636	K09612
total_1044571	K01739
total_10445725	K07387
total_10446053	K02004
total_10446130	K03549
total_10446411	K15659
total_10446430	K02412
total_10447712	K03568
total_10448188	K02666
total_10449469	K03611
total_10449795	K04780
total_1044992	K03433
total_10450023	K12510
total_10450210	K00764
total_10450238	K05995
total_10450353	K07390
total_1045074	K05998
total_10451153	K00111
total_10451604	K04773
total_10451932	K01467
total_10451974	K07062
total_10452099	K01362
total_10452534	K04751
total_10452915	K00705
total_10453160	K02994
total_10453740	K01990
total_10453748	K00548
total_10453967	K02666
total_10455092	K03548
total_10455535	K00700
total_10456236	K01338
total_10456698	K00858
total_10457109	K01277
total_10457283	K00983
total_10457504	K08603
total_10457570	K01887
total_10457986	K05515
total_10458638	K03100
total_10458766	K00766
total_10459231	K01271
total_10459600	K03118
total_10459716	K05998
total_10460245	K01176
total_10460294	K01198
total_10460724	K10770
total_10461139	K13953
total_10462892	K13277
total_10462923	K01006
total_10463000	K01338
total_10463001	K13993
total_10463111	K05516
total_10463497	K03676
total_10463827	K01179
total_1046387	K03770
total_10463889	K13993
total_10464031	K15431
total_10464155	K05539
total_10464347	K04078
total_10464518	K16052
total_10464681	K09804
total_10464782	K01971
total_10465898	K04078
total_10466736	K15894
total_1046704	K02992
total_1046705	K02950
total_1046706	K03046
total_10467954	K15059
total_10468032	K01069
total_10469294	K02653
total_10469457	K02879
total_10469705	K02282
total_10470110	K12686
total_10470478	K15660
total_10470881	K01322
total_10471993	K13590
total_10472198	K03696
total_10472347	K09650
total_10472475	K03672
total_10473090	K03797
total_10473352	K02450
total_10473589	K03671
total_1047373	K02601
total_10474411	K02412
total_10474730	K07715
total_1047474	K00773
total_1047495	K07497
total_10474981	K06888
total_10475383	K09903
total_10475531	K03703
total_10476259	K14644
total_10477658	K00052
total_1047822	K00798
total_10478342	K00812
total_10478416	K14058
total_10479509	K13924
total_10479527	K12941
total_10479537	K11622
total_10480272	K04780
total_10480411	K07497
total_10480822	K07010
total_10481042	K06147
total_10481185	K00020
total_10481950	K00974
total_10481954	K00697
total_1048198	K03767
total_10482	K03089
total_10482157	K00688
total_1048251	K01975
total_10482586	K01452
total_1048259	K01805
total_10483	K03648
total_10483249	K03655
total_10483529	K13612
