Query_id	TC_number
total_110179	3.A.2.1.2
total_11020897	3.D.4.4.1
total_11020990	3.D.1.2.1
total_11025004	3.D.1.3.1
total_11063558	3.D.4.4.1
total_1106688	1.B.33.1.3
total_11072196	3.D.4.7.1
total_11097482	3.D.1.2.1
total_11123405	3.A.2.1.2
total_11128466	3.A.1.11.2
total_11160271	3.A.1.1.3
total_1116751	3.D.1.6.1
total_11180828	3.D.4.5.1
total_11193000	3.D.1.2.1
total_11207369	3.D.4.5.1
total_11217224	2.A.7.22.2
total_11217760	3.D.1.3.1
total_11219247	3.D.1.6.3
total_11230560	3.D.4.7.1
total_11237137	3.D.1.5.1
total_11241182	3.D.1.5.1
total_11254337	2.A.1.6.3
total_11254394	8.A.5.1.3
total_11254416	3.D.4.6.1
total_11286348	3.D.1.2.1
total_11325505	3.D.4.4.1
total_11342875	3.A.2.1.2
total_1135300	3.A.2.1.2
total_11354268	2.A.64.3.2
total_11371259	3.D.1.6.3
total_11380063	3.D.1.3.1
total_11382188	3.D.1.2.1
total_11382190	3.D.1.2.1
total_11449717	2.A.7.22.2
total_1146488	3.D.4.7.1
total_11467484	1.B.42.1.2
total_11474155	8.A.21.2.1
total_11495121	3.A.1.6.3
total_11578066	3.D.1.3.1
total_11605675	3.D.1.2.1
total_11644065	1.A.24.1.1
total_11657362	3.D.4.5.1
total_11664633	3.D.1.2.1
total_11670682	3.D.1.3.1
total_11689606	3.D.1.2.1
total_11715974	3.A.2.1.1
total_11738214	9.B.14.2.2
total_11752826	3.A.2.1.2
total_11761146	3.D.1.2.1
total_11820220	3.D.1.3.1
total_11856016	3.D.9.1.1
total_11860192	3.D.1.2.1
total_118651	3.D.1.3.1
total_11875657	3.D.4.8.1
total_11888727	3.D.1.6.1
total_11915302	3.D.3.2.1
total_11926176	3.A.2.3.1
total_11955289	3.A.2.1.2
total_11956246	2.A.7.3.6
total_11969614	3.D.1.2.1
total_1197708	3.A.1.7.1
total_11996311	3.A.1.3.11
total_1200100	3.D.4.4.2
total_12003621	3.A.1.1.34
total_12007249	9.B.27.2.4
total_1201220	3.D.4.5.1
total_12026452	1.B.33.1.3
total_12052605	3.A.1.12.2
total_12083960	1.B.33.1.3
total_12084027	3.A.1.1.35
total_12111324	1.A.24.1.1
total_12123351	3.D.4.4.1
total_12133666	3.A.2.1.2
total_12250996	3.D.1.6.1
total_12261033	3.D.1.2.1
total_12266531	3.D.4.5.1
total_12274998	3.D.4.4.2
total_12290459	3.D.1.7.1
total_12293569	3.D.4.4.1
total_12293570	3.D.4.4.1
total_12302278	3.D.1.2.1
total_12307343	3.D.4.4.2
total_12320289	3.D.1.3.1
total_12330831	1.A.24.1.1
total_12348414	3.A.1.1.23
total_12360008	9.A.34.1.1
total_123896	3.A.2.3.1
total_12391498	3.A.1.7.1
total_12397550	3.D.4.5.1
total_12398732	3.D.4.5.1
total_12421149	3.D.1.7.1
total_12421152	3.D.1.5.1
total_12421153	3.D.1.5.1
total_12421156	3.D.1.2.1
total_12421157	3.D.1.2.1
total_12427900	2.A.6.2.39
total_12437236	1.A.24.1.1
total_12438421	3.A.1.10.1
total_12439281	3.A.2.1.1
total_12463929	3.A.2.1.1
total_12464039	3.D.9.1.1
total_12478167	3.D.1.3.1
total_12501051	3.D.4.5.1
total_12512561	3.D.1.2.1
total_12536630	3.D.1.2.1
total_12539577	1.A.24.1.1
total_12544054	3.A.2.1.1
total_12555281	3.D.4.7.1
total_12570982	3.A.1.11.1
total_12676100	3.A.1.11.2
total_12696438	3.D.1.2.1
total_12696439	3.D.1.2.1
total_12741891	3.A.2.1.3
total_12743913	4.A.1.1.14
total_12754429	3.D.1.2.1
total_12784485	1.A.24.1.1
total_12793769	9.A.10.2.2
total_12797433	3.A.1.6.4
total_12800567	1.A.24.1.1
total_12811740	3.D.1.6.1
total_12849894	1.A.24.1.1
total_12851936	3.D.4.5.1
total_1288159	3.A.1.103.1
total_12893598	3.D.1.2.1
total_12908296	3.A.1.1.8
total_1293173	3.D.1.2.1
total_12933503	3.A.1.1.5
total_129752	3.A.1.10.2
total_12976156	3.D.4.11.1
total_12988920	3.A.1.7.1
total_12992589	3.A.1.3.14
total_13033446	3.A.2.1.1
total_13041961	3.D.1.6.3
total_13047601	3.D.4.7.1
total_13069032	3.D.3.4.1
total_13079689	3.D.4.4.2
total_13108958	3.D.1.2.1
total_13123741	3.D.1.3.1
total_13158387	5.A.3.1.2
total_13159101	3.D.1.2.1
total_1319254	3.D.1.3.1
total_1320463	3.D.4.5.1
total_13208394	3.A.1.12.4
total_13219245	3.D.4.4.2
total_13248266	3.D.1.2.1
total_13256800	3.A.1.5.20
total_13258498	3.A.1.119.1
total_1328948	3.D.1.3.1
total_1329814	3.D.3.3.1
total_133016	3.D.1.6.3
total_13319936	3.E.2.2.2
total_13327569	3.A.1.2.1
total_13331497	3.D.9.1.1
total_13335031	3.D.1.2.1
total_13337915	3.D.1.2.1
total_13351175	3.D.1.3.1
total_13354557	3.D.4.5.1
total_133772	3.A.1.3.8
total_13383958	3.D.1.2.1
total_13408442	3.A.2.1.2
total_1341236	3.D.1.6.2
total_13414649	3.D.1.2.1
total_13421791	3.D.4.7.1
total_13477493	1.A.24.1.1
total_13485152	3.A.2.1.3
total_13485991	2.A.1.7.1
total_13496761	3.A.1.1.16
total_13535915	3.A.1.3.13
total_13536911	3.D.1.6.3
total_13539762	3.D.1.3.1
total_13572310	3.A.2.1.1
total_13591344	3.D.1.3.1
total_13601036	3.D.4.7.1
total_136063	3.D.4.5.1
total_13617752	1.A.24.1.1
total_13619114	3.A.2.1.2
total_13624806	3.D.4.5.1
total_13630076	3.D.4.5.1
total_13633948	1.A.24.1.1
total_1363718	3.D.1.2.1
total_13638481	3.D.4.5.1
total_13645408	3.D.1.2.1
total_13654418	3.D.4.7.1
total_13683966	3.D.4.7.1
total_13691824	3.A.1.103.1
total_13719190	1.A.24.1.1
total_13758766	3.A.1.7.1
total_13761965	3.A.1.106.1
total_13782571	3.A.1.2.1
total_13793845	1.B.42.1.2
total_13805280	3.D.3.4.1
total_13825007	3.D.1.3.1
total_13828361	3.D.1.2.1
total_13830858	3.D.1.3.1
total_13841202	3.D.1.2.1
total_13852454	3.D.1.2.1
total_13852639	3.D.1.6.3
total_13881454	3.D.4.5.1
total_13932295	9.B.100.1.1
total_13995470	3.D.1.6.4
total_14009246	3.A.2.1.1
total_14009247	3.A.2.1.1
total_14010588	3.D.1.2.1
total_14049409	3.D.1.2.1
total_14049478	3.D.1.3.1
total_14067310	3.E.2.1.1
total_14075132	3.A.1.20.1
total_14086393	3.D.1.2.1
total_14094343	3.A.1.7.1
total_14126271	3.D.4.7.1
total_14143335	3.A.2.1.2
total_14145035	3.D.1.3.1
total_14161311	3.D.4.7.1
total_14166173	3.A.1.6.3
total_14186960	1.A.24.1.1
total_1419811	3.A.1.5.27
total_14198793	3.D.4.7.1
total_14202517	1.A.24.1.1
total_14210638	3.A.1.1.5
total_14251815	3.A.1.2.7
total_14261700	1.A.24.1.1
total_14267139	3.D.1.6.4
total_14267141	3.D.1.3.1
total_14273398	1.A.24.1.1
total_14296068	3.A.1.7.1
total_143291	3.D.3.1.1
total_14349734	3.A.2.1.1
total_14359039	3.A.1.102.1
total_14384067	3.A.1.9.1
total_1439791	3.A.2.1.2
total_14406840	3.D.1.2.1
total_14428271	3.D.1.3.1
total_14430063	5.A.3.1.2
total_14435210	3.D.1.6.3
total_14455229	3.A.1.6.1
total_14462083	3.D.1.2.1
total_14469422	3.D.1.6.3
total_14476598	3.D.1.2.1
total_1450066	3.D.1.6.3
total_14520122	3.A.2.1.1
total_14529500	3.D.1.2.1
total_1453297	3.A.2.1.1
total_14539568	3.D.3.3.1
total_14563376	9.B.14.2.2
total_14636011	3.D.1.1.1
total_1464711	3.D.4.5.1
total_1468767	3.D.1.2.1
total_14720311	1.A.24.1.1
total_14745452	3.A.1.1.23
total_14758454	3.D.1.6.1
total_14764112	3.D.4.5.1
total_14773088	3.D.1.2.1
total_14778795	3.D.1.6.3
total_14784153	3.D.4.7.1
total_14786902	3.D.1.2.1
total_1479738	3.D.1.5.1
total_1481329	3.E.2.1.1
total_14825661	3.A.1.1.3
total_14829718	3.D.1.6.3
total_14831193	3.D.4.5.1
total_14855492	3.A.2.1.2
total_14858525	2.A.1.6.8
total_14867133	3.D.1.6.3
total_14871415	3.D.4.5.1
total_14871416	3.D.4.5.1
total_14873829	3.D.1.2.1
total_14884124	3.D.4.5.1
total_14900911	3.A.1.14.22
total_14932612	3.A.1.2.7
total_14941934	3.D.4.7.1
total_14951914	3.D.1.3.1
total_14952396	3.A.1.210.1
total_14955277	3.D.1.2.1
total_14975674	3.D.4.7.1
total_14975681	3.D.1.2.1
total_14979899	3.D.4.5.1
total_14980206	3.A.1.125.1
total_14980544	3.D.1.2.1
total_1500081	3.A.1.12.10
total_15003663	3.D.1.2.1
total_1503143	3.D.1.2.1
total_15037021	2.A.1.7.10
total_15055702	3.D.9.1.1
total_15067769	3.A.1.1.22
total_15075339	3.D.9.1.1
total_15078691	3.A.1.7.1
total_15095636	3.D.4.7.1
total_1510137	3.D.3.2.1
total_15154104	3.D.9.1.1
total_15159023	3.D.1.3.1
total_15159611	3.A.1.6.2
total_15209140	3.D.1.2.1
total_15229801	3.D.3.2.1
total_15244135	3.D.1.6.4
total_15247881	3.D.1.2.1
total_153057	3.D.1.2.1
total_15342943	3.D.3.4.1
total_15358763	3.D.1.5.1
total_15376067	3.D.1.1.1
total_15382936	3.D.1.2.1
total_1539358	3.D.1.2.1
total_1539359	3.D.1.2.1
total_1539547	3.D.1.3.1
total_15401315	2.A.1.3.11
total_15415293	3.D.1.3.1
total_15424679	3.D.1.2.1
total_15465580	3.D.4.5.1
total_1548484	3.D.4.5.1
total_15493507	3.D.1.2.1
total_154953	3.A.1.12.10
total_15499248	3.D.1.6.1
total_15499250	3.D.1.5.1
total_15499251	3.D.1.5.1
total_155039	5.A.3.1.1
total_15509522	3.E.2.1.1
total_15522002	1.A.24.1.1
total_15540500	3.D.4.8.1
total_15549556	3.D.1.2.1
total_15558771	3.D.1.3.1
total_1556890	3.D.3.3.1
total_15616774	3.D.1.2.1
total_15622749	3.D.1.5.1
total_15631627	3.D.1.2.1
total_15681039	3.D.1.2.1
total_15684760	3.D.1.3.1
total_15688401	3.D.3.1.1
total_15726267	3.D.3.2.1
total_15726663	3.D.1.2.1
total_15739843	3.D.1.2.1
total_15770501	2.A.1.1.32
total_15789957	3.A.1.139.1
total_15813869	3.D.1.3.1
total_15843914	3.A.1.1.3
total_15854514	3.A.1.12.9
total_15875190	3.D.1.2.1
total_15893334	3.E.2.1.1
total_15908009	3.B.1.1.5
total_15913641	5.A.3.2.1
total_15934725	1.B.42.1.2
total_15946619	3.D.1.2.1
total_15982440	3.D.1.6.3
total_15991616	3.A.1.3.14
total_16017943	3.D.3.3.1
total_16026881	3.D.4.5.1
total_16044475	3.D.1.2.1
total_16066291	3.A.2.1.1
total_16070633	3.D.4.7.1
total_16074938	3.D.1.6.4
total_16076220	3.D.1.3.1
total_16076222	3.D.1.1.1
total_16131741	3.D.1.6.3
total_16138258	3.D.1.2.1
total_16140539	3.D.1.1.1
total_16156854	3.D.1.6.3
total_16175097	3.D.4.7.1
total_1619702	3.D.1.3.1
total_1620677	3.A.1.3.10
total_16210992	3.D.3.3.1
total_16229180	1.A.24.1.1
total_16251034	3.D.1.2.1
total_16254800	3.D.4.5.1
total_16310177	3.A.1.2.7
total_16314501	3.D.4.4.1
total_16399064	3.D.1.2.1
total_16413655	3.D.3.4.1
total_16418242	3.D.4.11.1
total_16428618	3.D.1.6.3
total_16428656	3.A.2.1.2
total_16433866	1.A.24.1.1
total_16442997	3.D.1.2.1
total_16452844	3.D.1.2.1
total_16454248	3.D.1.6.1
total_1645975	3.D.1.3.1
total_16469441	1.A.24.1.1
total_16490034	3.D.1.5.1
total_16521541	3.D.1.6.3
total_16535699	3.D.1.2.1
total_1654704	1.A.24.1.1
total_16549029	3.D.9.1.1
total_16554162	3.D.1.1.1
total_16562503	3.D.4.5.1
total_16579453	3.D.4.5.1
total_1659492	3.A.1.10.2
total_16619003	3.D.4.5.1
total_1663986	3.A.1.6.3
total_1664964	3.D.1.2.1
total_16660136	1.A.22.1.4
total_16686223	3.A.1.6.1
total_16715808	1.B.42.1.2
total_16718870	3.D.1.6.3
total_16723675	3.A.2.1.2
total_16727938	3.A.1.139.1
total_16747593	3.A.2.3.1
total_1675218	3.A.1.2.9
total_16754757	1.A.24.1.1
total_16816542	3.D.1.2.1
total_16826878	3.D.4.7.1
total_1688983	2.A.1.3.5
total_169161	3.D.1.2.1
total_169237	3.D.9.1.1
total_16949917	3.D.4.5.1
total_1695184	3.A.1.6.2
total_16976396	3.D.1.6.3
total_16992606	3.D.4.11.1
total_17019102	2.A.1.1.32
total_17036111	3.D.1.6.1
total_17058831	3.D.3.2.1
total_1708884	3.B.1.1.5
total_17092896	3.A.1.2.9
total_17105006	3.D.3.4.1
total_17134047	3.D.3.4.1
total_17172403	1.A.12.3.1
total_17186411	3.D.1.2.1
total_17188911	9.A.34.1.1
total_17188941	3.A.9.1.1
total_17191493	3.D.3.2.1
total_17200202	3.D.4.5.1
total_17265352	1.A.24.1.1
total_17266955	3.A.1.107.1
total_17298982	3.A.2.1.2
total_17302656	3.A.2.2.5
total_1732168	1.B.33.1.4
total_1733955	1.A.24.1.1
total_1735220	3.A.2.1.2
total_17379725	3.D.1.6.3
total_17380620	1.A.24.1.1
total_17408260	3.D.4.7.1
total_17416991	3.D.1.3.1
total_17423677	3.A.1.1.8
total_17434496	3.D.4.5.1
total_17438796	3.D.1.3.1
total_17480633	3.A.1.19.1
total_17506980	3.D.1.2.1
total_17512160	3.A.1.1.32
total_17520033	3.D.4.7.1
total_17520549	3.D.1.3.1
total_1753181	3.D.4.5.1
total_1753182	3.D.4.5.1
total_17540268	3.D.4.5.1
total_1754492	3.A.2.1.2
total_17544921	3.D.4.5.1
total_17545047	3.A.2.1.2
total_17547803	3.D.1.3.1
total_17558264	3.D.1.6.3
total_17559729	3.D.4.5.1
total_17566970	3.A.2.1.1
total_17588239	3.A.2.1.2
total_17619441	9.B.14.2.2
total_17626132	3.D.1.6.3
total_17628286	3.A.2.1.2
total_17635559	3.D.1.3.1
total_17643200	3.D.1.3.1
total_17686011	3.D.4.7.1
total_17714500	3.D.1.3.1
total_17736497	4.A.1.1.14
total_177512	3.A.1.5.27
total_17759555	3.D.1.6.1
total_17775163	9.B.14.2.2
total_17787852	3.D.1.1.1
total_1779261	3.D.4.7.1
total_17813787	3.D.4.7.1
total_1786960	3.D.1.2.1
total_17903017	3.D.3.1.1
total_17923094	3.D.4.4.1
total_1793258	3.D.4.7.1
total_17937704	3.D.3.4.1
total_17939163	3.D.4.5.1
total_1794358	3.D.4.7.1
total_17984738	3.D.4.7.1
total_17987614	3.A.2.1.2
total_17990632	3.A.2.1.2
total_1799250	3.D.4.5.1
total_17999209	3.A.1.7.1
total_18000524	3.D.1.6.3
total_18001990	3.D.4.5.1
total_18035753	3.A.1.6.1
total_18047614	3.D.4.5.1
total_18066768	2.A.1.1.74
total_18096801	3.A.1.3.4
total_18097729	3.D.1.3.1
total_18102560	3.D.4.4.1
total_18131010	3.A.2.1.2
total_18151097	3.D.4.7.1
total_18161052	3.A.2.1.1
total_18169341	3.D.1.3.1
total_18171316	3.D.4.5.1
total_18182351	3.D.1.2.1
total_18192961	3.D.4.7.1
total_18203460	3.D.1.3.1
total_18234894	3.D.1.6.3
total_18242236	3.A.2.2.4
total_18250767	3.D.1.2.1
total_18327166	3.A.2.1.3
total_18364194	3.D.1.2.1
total_18382842	3.D.9.1.1
total_18387233	9.B.35.2.1
total_18410528	3.A.1.1.32
total_18425644	3.E.2.1.1
total_18426478	3.D.1.3.1
total_18446311	3.A.1.107.1
total_18450292	1.A.24.1.1
total_1845204	3.D.1.5.1
total_1846909	3.A.1.6.3
total_18476727	3.D.1.3.1
total_18486066	3.A.1.7.1
total_18492058	5.A.3.5.1
total_18497191	3.D.1.5.1
total_18502157	3.D.1.1.1
total_18502260	3.D.1.2.1
total_18505923	3.D.1.2.1
total_1851534	2.A.1.1.32
total_18545616	3.D.4.5.1
total_18558236	3.D.4.5.1
total_18580744	3.D.1.2.1
total_18588254	3.E.2.2.2
total_18591844	3.D.1.2.1
total_1860264	3.D.1.1.1
total_18670503	3.A.1.14.5
total_18683487	3.D.3.4.1
total_18692211	1.A.24.1.1
total_18706117	3.D.1.6.3
total_18742460	3.D.4.4.2
total_18750741	3.A.1.3.9
total_18762324	3.D.1.6.3
total_18791618	3.D.3.1.1
total_18794543	3.D.4.5.1
total_18796664	3.D.1.6.2
total_18809627	3.D.1.2.1
total_18830079	3.D.1.3.1
total_1886591	1.A.8.12.1
total_18915209	1.A.24.1.1
total_18973868	3.D.4.7.1
total_1898923	3.D.1.3.1
total_19086849	3.D.1.2.1
total_1909315	3.D.4.5.1
total_1909316	3.D.4.5.1
total_1909317	3.D.4.5.1
total_1909318	3.D.4.5.1
total_19096445	3.A.1.125.1
total_19111822	3.A.2.1.1
total_19135882	3.D.4.7.1
total_19150491	3.D.1.5.1
total_19181428	3.A.1.12.3
total_1921415	3.D.1.7.1
total_19223937	3.A.1.6.1
total_1925724	1.A.24.1.1
total_19258985	3.D.1.6.3
total_19285070	3.A.2.2.5
total_19309247	3.D.9.1.1
total_19309248	3.D.1.5.1
total_19309249	3.D.1.6.2
total_19309250	3.D.1.5.1
total_19309251	3.D.1.6.1
total_19309257	3.D.1.5.1
total_19309258	3.D.1.3.1
total_19309260	3.D.1.7.1
total_19317396	3.D.1.6.4
total_19322015	3.D.1.2.1
total_1933000	3.D.4.5.1
total_1933442	3.D.4.5.1
total_19347435	3.D.1.2.1
total_19348764	3.A.1.7.2
total_19411704	3.D.4.7.1
total_1941534	3.D.4.7.1
total_19417509	3.D.1.5.1
total_19436356	5.A.3.1.1
total_19439785	3.D.1.6.1
total_194582	3.D.1.6.2
total_194584	3.D.1.2.1
total_19460329	3.D.1.6.4
total_19476546	3.A.1.1.22
total_19485361	3.A.1.11.2
total_19526333	3.D.1.6.1
total_19552046	3.A.2.1.1
total_19563876	3.A.2.1.1
total_19620070	1.B.33.1.3
total_19733468	3.D.1.2.1
total_19778040	3.D.1.2.1
total_19780137	3.D.1.3.1
total_19792496	3.D.1.2.1
total_19839900	3.D.1.5.1
total_19848951	3.D.1.2.1
total_19875993	3.D.1.2.1
total_19883166	3.D.3.1.1
total_19900618	3.A.1.7.1
total_19913307	3.A.1.9.1
total_19917872	3.D.1.2.1
total_19924449	3.D.4.7.1
total_19934818	3.D.1.2.1
total_19956460	3.D.4.7.1
total_20030936	3.D.4.11.1
total_2003756	3.D.1.3.1
total_20043876	1.A.24.1.1
total_20070200	3.D.4.5.1
total_20095919	3.D.1.2.1
total_20095920	3.D.1.6.3
total_20098469	3.D.4.7.1
total_20101072	3.A.2.1.2
total_20114554	3.D.4.5.1
total_20116620	3.D.1.6.1
total_20149494	3.B.1.1.3
total_2018178	3.D.3.4.1
total_20196874	3.A.1.2.1
total_20204552	3.A.2.1.3
total_20208186	2.A.1.40.2
total_2021565	3.D.1.2.1
total_2022478	3.A.1.1.35
total_20242660	3.D.1.3.1
total_20251280	3.D.1.2.1
total_20282468	3.D.1.2.1
total_20292424	3.D.4.5.1
total_20362046	3.D.4.11.1
total_20365620	2.A.7.22.2
total_20390412	3.D.3.1.1
total_20399129	3.D.3.4.1
total_20418272	3.D.1.2.1
total_20425060	3.D.3.4.1
total_20429114	3.A.1.6.3
total_2044053	3.D.4.5.1
total_20449127	2.A.35.1.1
total_20476430	3.D.4.8.1
total_20485696	3.D.1.5.1
total_2052747	3.D.4.7.1
total_20574255	3.A.2.1.3
total_20585921	3.D.3.4.1
total_20588309	3.D.1.5.1
total_20588913	3.D.1.6.1
total_206643	3.D.1.2.1
total_2072578	3.A.2.1.1
total_2089542	3.D.4.7.1
total_2095185	3.A.2.1.2
total_2097653	3.D.4.11.1
total_2100253	3.D.3.4.1
total_2102978	3.D.1.3.1
total_2111537	5.A.3.5.1
total_2125173	3.D.1.2.1
total_2180405	3.B.1.1.4
total_2180987	3.D.1.6.3
total_2195492	3.A.1.3.8
total_2196691	3.D.1.5.1
total_2227107	5.A.3.1.2
total_2242067	3.D.1.2.1
total_2245579	3.A.2.1.3
total_2257468	3.A.2.1.3
total_2263081	3.D.1.2.1
total_2274571	3.D.1.5.1
total_2290508	3.D.9.1.1
total_2294285	3.D.1.6.1
total_2295324	3.D.4.7.1
total_2295380	2.A.1.59.2
total_2298366	3.D.1.3.1
total_2303154	3.A.1.12.4
total_2332267	4.A.1.1.1
total_2342	3.A.2.1.3
total_2345661	3.D.4.8.1
total_2364297	3.D.4.7.1
total_2366032	3.D.1.2.1
total_237377	5.A.3.5.1
total_2384954	2.A.4.7.1
total_2403577	3.D.1.2.1
total_2419894	5.A.3.1.1
total_242340	3.A.2.1.1
total_242341	3.A.2.1.1
total_2441085	3.D.4.5.1
total_244278	3.D.1.2.1
total_2445221	1.A.24.1.1
total_2450562	3.A.1.2.7
total_2461527	3.A.2.1.1
total_2483374	3.A.1.6.3
total_2502970	3.D.4.5.1
total_2503119	1.A.24.1.1
total_2506201	5.A.3.1.2
total_2515665	3.A.1.12.3
total_2522726	3.D.3.4.1
total_2534795	3.A.1.1.35
total_2536855	3.D.1.3.1
total_255057	2.A.89.3.1
total_2552861	1.A.24.1.1
total_2557689	3.D.4.5.1
total_255923	1.A.24.1.1
total_2589670	3.A.1.2.7
total_2602012	3.D.1.3.1
total_2603918	3.D.1.2.1
total_2607671	3.D.1.6.3
total_2618564	3.D.3.2.1
total_2629515	3.A.2.1.1
total_2629516	3.A.2.1.1
total_263116	3.D.1.2.1
total_2663076	3.D.1.2.1
total_2667186	3.D.1.6.2
total_2675688	1.A.24.1.1
total_2700804	3.D.4.5.1
total_2703923	3.D.1.5.1
total_2736195	3.A.1.3.8
total_2736611	3.A.2.3.1
total_2736705	3.D.1.3.1
total_2744086	3.D.4.4.2
total_2752794	3.D.4.5.1
total_2752798	3.D.4.4.2
total_2786311	3.A.1.3.7
total_2801184	3.A.2.1.2
total_281515	3.D.1.2.1
total_2815865	3.D.1.2.1
total_2821269	3.D.4.7.1
total_2826579	2.A.1.6.6
total_2832041	3.D.1.2.1
total_2832378	3.D.1.3.1
total_2844623	3.D.4.4.1
total_2847835	3.D.1.3.1
total_2867661	3.D.1.3.1
total_2873949	3.B.1.1.5
total_2881341	3.D.4.4.2
total_2932273	3.A.1.1.24
total_2936101	3.D.4.5.1
total_2937585	3.D.1.1.1
total_2952194	8.A.4.2.1
total_2960451	3.D.1.2.1
total_3004816	3.D.3.3.1
total_3005941	3.A.2.1.1
total_302386	1.A.24.1.1
total_3026322	3.D.4.5.1
total_3033332	3.D.1.3.1
total_305574	3.D.1.6.1
total_3064535	3.D.4.4.1
total_3070317	3.A.1.6.3
total_3072950	1.A.24.1.1
total_3073153	3.A.1.12.3
total_3077280	3.D.1.3.1
total_3097515	3.D.1.2.1
total_3103245	3.A.1.6.3
total_3103247	3.A.1.6.3
total_3111192	3.D.1.2.1
total_3126352	3.D.1.3.1
total_3141255	5.A.3.5.1
total_3176164	3.D.1.1.1
total_317631	3.D.1.6.1
total_3189337	3.D.1.3.1
total_3189402	3.D.4.5.1
total_3197386	3.A.1.7.1
total_3217711	3.D.1.2.1
total_3254392	3.B.1.1.2
total_3266212	3.D.1.6.3
total_3266883	1.A.24.1.1
total_327280	3.A.18.1.1
total_3286480	3.D.4.7.1
total_331357	3.D.1.2.1
total_3315699	3.D.1.6.3
total_3316595	3.A.2.1.3
total_3330925	3.D.4.7.1
total_333426	3.D.1.2.1
total_3337664	3.D.1.2.1
total_3344390	3.D.1.2.1
total_3356373	3.A.1.1.33
total_3365056	3.D.1.3.1
total_3389538	1.A.24.1.1
total_3396458	3.A.2.1.3
total_3397234	3.A.1.5.20
total_339891	3.D.4.4.1
total_3399218	3.D.1.2.1
total_3399714	3.D.1.2.1
total_3447168	9.B.14.2.2
total_3478047	1.B.33.1.3
total_3494556	3.D.1.2.1
total_3494557	3.D.1.2.1
total_3494558	3.D.1.6.3
total_3494882	3.D.3.3.1
total_350371	1.A.24.1.1
total_3514652	3.A.1.1.23
total_3526438	3.A.1.1.16
total_3536345	3.A.2.1.2
total_3545653	3.D.9.1.1
total_3569133	3.D.4.5.1
total_3586947	3.D.1.1.1
total_3599483	3.D.4.7.1
total_3626925	3.A.1.2.4
total_3627600	3.D.1.3.1
total_3627758	3.D.1.5.1
total_3637801	2.A.33.1.1
total_3655942	3.D.1.2.1
total_3668494	3.D.1.2.1
total_3696660	3.D.1.3.1
total_3698320	3.A.1.3.9
total_3737690	3.D.1.3.1
total_3738985	3.A.1.1.3
total_3753540	2.A.53.8.1
total_375451	3.D.1.3.1
total_3757641	3.D.1.3.1
total_3769468	3.D.1.2.1
total_3776798	3.D.1.2.1
total_3776925	3.D.1.2.1
total_3792858	3.D.4.7.1
total_3818000	3.D.4.11.1
total_3825584	3.D.1.2.1
total_3826377	3.D.1.3.1
total_383742	3.A.2.1.2
total_3841778	3.D.3.3.1
total_385573	3.D.1.3.1
total_3866072	3.D.1.3.1
total_3874359	3.D.1.5.1
total_3896385	3.D.4.6.1
total_3900638	3.D.4.5.1
total_390384	2.A.7.22.2
total_3912139	3.A.1.12.3
total_3934981	3.D.1.2.1
total_3934982	3.D.1.2.1
total_3936583	3.E.2.1.1
