Query_id	Subject_class
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10041759	AA3
total_10043415	GT51
total_10044344	GH76
total_10045722	GH2
total_10046208	GH108
total_10046208	GH108
total_10046208	GH108
total_10046208	GH108
total_10046208	GH108
total_10050344	GH92
total_10050444	CBM50
total_10050797	GH23
total_10050823	GH28
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052114	GT4
total_10052851	GH33
total_10056404	GT2
total_10057106	GH18
total_10057106	GH18
total_10057106	CBM2
total_10057106	CBM2
total_10059125	CBM32
total_10059125	CBM32
total_10059125	CBM32
total_10059125	CBM32
total_10062428	CE4
total_10063612	GH76
total_10063704	GT4
total_10063704	GT4
total_10063704	GT4
total_10063704	GT2
total_10063704	GT2
total_10063704	GT4
total_10063704	GT4
total_10063704	GT4
total_10063704	GT4
total_10063704	GT4
total_10063704	GT4
total_10064754	CBM50
total_10064754	CBM50
total_10064762	CBM5
total_1006632	AA1
total_1006632	AA1
total_1006632	AA1
total_10069701	GH3
total_10069701	GH3
total_10070062	CE9
total_10070062	CE9
total_1007012	CBM6
total_1007014	GT2
total_10070193	GT2
total_10071396	GH3
total_10071396	GH3
total_10071609	CBM27
total_10071609	CBM35
total_10071804	GT4
total_10071804	GT4
total_10071804	GT4
total_10071804	GT4
total_10071804	GT4
total_10071804	GT4
total_10071804	GT4
total_10071804	CBM13
total_10071804	GT4
total_10071804	GT4
total_10071804	GH10
total_10071804	GT4
total_10071804	GT4
total_10072021	GH109
total_10073652	PL11
total_10073678	GT28
total_10073678	GT28
total_10073678	GT28
total_10073678	GT28
total_10073678	GT28
total_10073678	GT28
total_10073678	GT28
total_10073678	GT28
total_10073678	GT28
total_10074211	GH33
total_10074246	CBM50
total_10074246	CBM50
total_10074246	CBM50
total_1007599	CBM51
total_1007599	CBM51
total_1007599	CBM51
total_1007599	CBM51
total_1007599	CBM51
total_1007599	CBM51
total_1007599	CBM51
total_1007601	CBM50
total_1007601	CBM50
total_1007601	CBM50
total_1007602	GH4
total_10076142	GH28
total_10076345	GH47
total_10076805	GH15
total_10077192	GH32
total_10077192	GH32
total_10077192	GH32
total_10078400	GH36
total_10078400	GH36
total_10078708	GT51
total_10079660	GH33
total_10080761	CBM5
total_10080761	CBM5
total_10080761	CBM5
total_10080761	CBM5
total_10080761	CBM5
total_10080761	CBM5
total_10080761	CBM5
total_10080761	CBM5
total_10080761	CBM5
total_10082187	GH4
total_10082482	GT1
total_10083738	GT51
total_10086206	CE14
total_1008912	GH2
total_10089846	GH33
total_10090544	GT4
total_10090582	GH15
total_1009341	GT8
total_10094037	GH3
total_10096499	GH74
total_10096643	GH2
total_10097152	CBM32
total_10097152	CBM32
total_10097152	GH87
total_10097152	GH87
total_10097194	GH92
total_10097306	GH16
total_10097433	GT2
total_10100170	GH12
total_10100170	GH12
total_10100897	CBM50
total_10100897	CBM50
total_1010159	GT51
total_10102594	GH76
total_10102767	GH1
total_10104914	GT9
total_10104926	GH51
total_10106173	CE9
total_1010643	GH23
total_10106882	GH28
total_10107009	GH43
total_10107148	GH27
total_10107952	GT51
total_10109325	AA3
total_10109325	AA3
total_10109325	AA3
total_10109470	GH16
total_10109470	GH16
total_10109470	GH16
total_1011023	GH128
total_1011023	CBM42
total_1011023	GH128
total_1011023	CBM42
total_1011023	GH128
total_10111288	GT2
total_10111288	GT4
total_10111666	GT4
total_10111666	GT2
total_10111666	GT4
total_10111666	GT4
total_10111666	GT4
total_10111666	GT4
total_10111666	GT4
total_10111666	GT4
total_10111666	GT4
total_10112670	GT41
total_10112670	GT2
total_1011297	GT28
total_10113685	CE9
total_10116695	GH28
total_10116698	CBM13
total_10116698	CBM13
total_10116698	CBM13
total_10116698	CBM13
total_10116698	CBM13
total_10116944	GH18
total_10119293	GT2
total_10119293	GT2
total_10119293	GT2
total_10119689	GH16
total_10119689	GH16
total_10119689	GH16
total_10119689	GH16
total_10122004	GH13
total_10122751	AA3
total_10122751	AA3
total_1012280	CE4
total_10125054	GH36
total_10125116	CE9
total_10125116	CE9
total_1012636	GT2
total_1012637	GT2
total_10126534	GH4
total_10126559	CBM2
total_10128407	GH76
total_1012922	GT26
total_10130002	GT4
total_10130002	GT4
total_1013002	GT4
total_1013002	GT4
total_10130812	GH2
total_10130812	GH28
total_10132550	GH18
total_10134386	GH9
total_10134902	CBM50
total_10134902	CBM50
total_10134902	CBM50
total_10135146	GT2
total_10137329	GT2
total_10139401	GT2
total_10139401	GT4
total_10139401	GT4
total_1014025	GH23
total_1014025	CBM50
total_1014025	CBM50
total_1014025	CBM50
total_1014025	CBM50
total_1014025	CBM50
total_1014025	CBM50
total_1014025	CBM50
total_1014025	CBM50
total_10140278	CE11
total_10141078	CE9
total_10141688	GH51
total_10141688	GH51
total_10141691	GH39
total_10141691	GH39
total_10142922	GH103
total_10143394	GH3
total_10147092	GH18
total_10149035	GT47
total_10152846	GH51
total_10152846	GH51
total_10152846	GH51
total_10154292	GH33
total_10156190	GH24
total_10156190	GH24
total_10156190	GH24
total_1015822	GH13
total_10158469	CBM50
total_10158469	CBM50
total_10159613	CE4
total_10159733	GH55
total_10159733	CBM54
total_10159733	GH16
total_10159733	CBM32
total_10159733	CBM32
total_10159733	PL1
total_1016268	GH16
total_1016268	GH16
total_1016268	CE3
total_1016268	CBM6
total_1016268	CE3
total_10163150	GH72
total_10165872	GT41
total_10168228	CE1
total_10168228	CE1
total_10168304	GT1
total_10169176	GH16
total_10170384	GH76
total_10171902	GT51
total_10176877	GT28
total_10177410	GH65
total_10177410	GH65
total_10177410	GH65
total_10177410	GH65
total_10177410	GH65
total_10177410	GH65
total_10177410	GH65
total_10177410	GT2
total_10179667	CBM2
total_10181030	CBM48
total_10181030	CBM48
total_10181030	GH13
total_10181030	GH13
total_10183127	CE6
total_10185729	GH130
total_10185741	CBM5
total_10185888	CBM50
total_10185906	GT28
total_10185906	GT28
total_10186045	GH76
total_10186243	GT28
total_10186243	GT28
total_10186865	GT47
total_10186988	GH3
total_10186988	GH3
total_10186988	GH3
total_10186988	GH3
total_10186988	GH3
total_10186988	GH3
total_10186988	GH3
total_10186988	GH3
total_10187956	CE9
total_10187956	CE9
total_10189391	GH78
total_10190285	GT1
total_10190742	GH87
total_10190742	CBM32
total_10191449	GH5
total_10191449	GT87
total_10191449	GT87
total_1019463	GH43
total_10196296	GH28
total_10197323	GT35
total_1019760	PL4
total_10198818	GH47
total_10201892	GH73
total_10201892	GH2
total_10201892	GT26
total_10202395	GH10
total_10202395	GH10
total_10202395	GH10
total_10202395	GH10
total_10202395	GH10
total_10202395	GH10
total_10202456	CE12
total_10202456	PL22
total_1020308	GT2
total_10203188	GH76
total_10203295	GT28
total_10203801	GH78
total_10204505	GH16
total_10204505	GH16
total_10204505	GH16
total_10204505	GH16
total_10204505	GH16
total_10206458	AA4
total_10206952	CE8
total_10207400	GT66
total_10207400	GT66
total_10207400	GT66
total_10208023	GH3
total_1020928	GH1
total_1020928	GH95
total_10210237	GH88
total_10210240	CBM32
total_10211153	GH18
total_10213480	AA12
total_10213480	AA12
total_10214188	GH74
total_10214188	GH74
total_10214188	CBM2
total_10214188	GH74
total_10214273	GH29
total_10214836	GT80
total_10215585	GH95
total_10215585	GH1
total_10219373	GH28
total_10219535	GH28
total_10220562	GH12
total_10220562	GH12
total_10222202	GH2
total_1022292	GT29
total_10223289	GH92
total_1022487	GH53
total_1022487	GH53
total_1022487	GH53
total_10225919	GT4
total_10225919	GT4
total_10225919	GT4
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10225944	GT35
total_10226006	GH3
total_10226006	GH3
total_10226953	GT26
total_10226953	GT26
total_10227457	GT47
total_10228718	CE3
total_10229121	GT4
total_10230264	CBM5
total_10231306	GT87
total_10231306	GT87
total_10231306	GH5
total_10231399	AA10
total_10231399	CBM12
total_10236248	AA4
total_10236248	AA4
total_10237099	GH23
total_10237777	GH20
total_10237777	GH20
total_10237777	GH20
total_10237777	GH20
total_10237777	GH20
total_10237777	GH20
total_10238175	GH1
total_10238175	GH1
total_10238175	GH1
total_10238175	GH1
total_10238176	GT4
total_10242671	GT29
total_10242672	CE1
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10243658	GH4
total_10245541	AA5
total_10246505	AA6
total_10246906	CE9
total_10246906	CE9
total_1024743	CBM5
total_10248997	GH1
total_10248997	GH1
total_10253142	CBM50
total_10254067	GH33
total_10254067	GH33
total_10254102	GH31
total_10256888	GH72
total_10256896	GH2
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10260350	GH4
total_10261868	GH12
total_10261868	GH12
total_10262943	GT41
total_10262943	GT41
total_10262943	GT41
total_10263024	GH95
total_10263024	GH1
total_1026400	GT4
total_1026401	GT4
total_1026401	GT4
total_1026401	GT4
total_1026401	GT4
total_10264541	GH103
total_10264608	GH28
total_10266818	GH103
total_10266818	GH103
total_10266818	GH103
total_10266818	GH103
total_10266818	GH103
total_1026702	CE4
total_1026702	CE4
total_10267569	GH16
total_10269072	GH1
total_10271747	GT2
total_10273024	GT2
total_10273238	GT30
total_10273238	GT30
total_10273238	GT30
total_10273238	GT30
total_10273328	GH95
total_10273328	GH1
total_1027372	GH2
total_10274112	GH12
total_10274112	GH12
total_1027530	GH23
total_10275888	GT41
total_10275888	GT41
total_10275888	GT41
total_10275888	GT41
total_10275888	GT41
total_10275888	GT41
total_10275888	GT41
total_10275888	GT41
total_10277115	GH4
total_10282866	GH16
total_10283163	CBM32
total_1028332	GH78
total_10283762	GH1
total_10283762	GH1
total_10284043	GH74
total_10284416	GH20
total_10285278	CBM5
total_10285313	GT20
total_10286121	CBM50
total_10288726	GT51
total_10291879	PL9
total_10292393	PL9
total_10292474	GH3
total_10292474	GH3
total_10292474	GH3
total_10292474	GH3
total_10292487	CBM51
total_10292487	CBM51
total_10294745	CBM2
total_10294745	CBM2
total_10294745	CBM2
total_10294745	CBM2
total_10294745	CBM2
total_1029629	GH23
total_1029629	GH73
total_1029629	GH73
total_10297763	GT9
total_10298151	GT1
total_10298435	GH2
total_10298435	GT2
total_10298831	GT1
total_10300455	CBM50
total_10300455	CBM50
total_10300455	CBM50
total_10300455	CBM50
total_10300455	CBM50
total_10301761	GH18
total_10303087	GT9
total_10303773	AA7
total_1030533	GT51
total_10305658	GT28
total_10305738	GT47
total_10306484	GT35
total_10309746	GH76
total_10310349	GT28
total_10310572	GT41
total_10310880	GH35
total_10311306	GH35
total_10311937	CBM9
total_10312088	CBM5
total_10312319	GH28
total_1031234	CE11
total_10318475	GT4
total_10318475	GT4
total_10319486	CBM35
total_1032156	GH31
total_1032156	GH31
total_1032156	GH31
total_10322280	GT2
total_10322878	CE1
total_10322878	CE1
total_10322975	GT29
total_10323014	GT51
total_10323014	GT51
total_10323061	CBM5
total_10327290	GT87
total_10327290	GT87
total_10327290	GT87
total_10327290	GT87
total_10327290	GT87
total_10327290	GT87
total_10328021	CBM35
total_10328021	CBM35
total_10328021	CBM35
total_10328891	CBM3
total_10328983	GT2
total_10329259	GH20
total_10329259	GH20
total_10329259	GH20
total_10329259	GH20
total_10329259	GH20
total_10329259	GH20
total_10330034	GH73
total_10330525	GT4
total_10332617	CBM5
total_10332882	CBM5
total_10335026	GT4
total_10335026	GT4
total_10335416	GT2
total_10335416	GT2
total_10335416	GT2
total_1033733	GT51
total_1033733	GT51
total_10339773	GT2
total_10340519	GH39
total_1034111	GT2
total_10341671	GT8
total_10342661	CBM5
total_10342835	GH37
total_1034373	GT4
total_10343757	GT2
total_10343757	GT2
total_10343757	GT2
total_10344040	GT2
total_10344132	GH20
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344678	GT4
total_10344925	GT51
total_10344925	GT51
total_10345935	GT34
total_10346046	GT51
total_10346824	GH28
total_10347256	GT28
total_10349430	CE14
total_10349466	GT4
total_10349581	CBM47
total_1035130	GT2
total_1035130	GT2
total_10351596	CE9
total_10351596	CE9
total_10352288	GT4
total_10352288	GT4
total_10352288	GT4
total_10352288	GT4
total_10352288	GT4
total_10352593	GT28
total_10353269	GH47
total_10356577	GH51
total_10356577	GH51
total_10356577	GH51
total_10356577	GH51
total_10357138	CBM9
total_10357293	GH16
total_10357293	GH16
total_10357293	GH16
total_10357293	GH16
total_10357293	GH16
total_10357332	GH20
total_10357825	GH13
total_10358366	CBM6
total_10359281	GT51
total_10359537	GH2
total_10359766	GH1
total_10359766	GH1
total_10359766	GH1
total_10359766	GH1
total_10359766	GH1
total_10360399	CBM13
total_10360399	CBM13
total_10360399	CBM13
total_10360399	CBM13
total_10361278	GH18
total_10361336	GH74
total_10361508	GH18
total_10361508	GH18
total_10362287	GH102
total_10362287	GH102
total_10363224	CE4
total_10363224	CE4
total_10363224	CE4
total_10363355	PL9
total_1036360	GH89
total_1036361	CBM12
total_1036361	CBM6
total_1036361	CBM6
total_1036361	GH18
total_1036361	GH18
total_1036361	CBM12
total_103639	GH109
total_103639	GH109
total_103639	GH109
total_10364050	GT2
total_10367284	GH4
total_10368208	GT51
total_10369855	GH28
total_10370542	GH43
total_10370543	GH1
total_10370543	GH1
total_10371148	CE11
total_10371148	CE11
total_10371148	CE11
total_10371148	CE11
total_10371148	CE11
total_10371148	CE11
total_10371592	GT2
total_10371592	GT2
total_10371592	CE11
total_10372001	GT2
total_10373367	GT28
total_10374961	GT2
total_10375162	GH74
total_10379219	CE4
total_10380107	GH74
total_10380907	CBM50
total_10380907	CBM50
total_10380907	CBM50
total_10380955	CBM13
total_10381033	GH38
total_10381033	GH38
total_10381033	GH38
total_10381942	GH47
total_10382194	GT2
total_1038285	GT41
total_1038285	GT41
total_1038285	GT41
total_1038285	GT41
total_1038285	GT41
total_1038285	GT41
total_1038285	GT41
total_1038285	GT41
total_10383074	CBM12
total_10383074	CBM6
total_10383074	GH18
total_10383074	GH18
total_10383074	CBM6
total_10383074	CBM12
total_10385275	GT34
total_10385276	CBM3
total_10385276	CBM3
total_10385276	GH74
total_10385276	CBM3
total_10385276	GH74
total_10385276	GH48
total_10385276	GH74
total_10385276	GH48
total_10385276	CBM3
total_10385276	GH44
total_10385276	GH74
total_10385276	GH74
total_1038586	GH4
total_10388529	GH1
total_10393590	GH29
total_10394665	GH3
total_10396122	GH20
total_10396558	GT2
total_10397998	GT51
total_10398106	GH43
total_1039816	GT1
total_10399931	AA6
total_1039996	GH23
total_10400244	GH67
total_10400244	GH67
total_10400244	GH67
total_10400244	GH67
total_10400244	GH67
total_10400443	GH28
total_10401478	CE9
total_1040219	CBM57
total_1040219	CBM6
total_1040219	CBM6
total_1040219	CE4
total_10402363	GH47
total_10404107	GH28
total_10406194	GH38
total_10409408	CE11
total_10409546	GT2
total_10409546	GT2
total_10410067	GT17
total_10412507	GH72
total_10412710	GT2
total_10413711	AA3
total_10413711	AA3
total_10413840	GT2
total_10413840	GH2
total_10414407	GT51
total_10414518	GH92
total_10416401	GH4
total_10416932	CBM13
total_10422280	PL9
total_10422657	GH92
total_10422780	GT28
total_10423194	GH5
total_10423334	AA3
total_10423334	AA3
total_1042400	GT9
total_10424101	GH23
total_10424101	GH23
total_10424673	GH2
total_10425707	GH97
total_10425707	CE1
total_1042621	GH13
total_10426275	CE4
total_10426275	GH18
total_10426818	AA1
total_10426818	AA1
total_10426818	AA1
total_10426818	AA1
total_10427161	GT9
total_10428706	AA7
total_10428897	CBM13
total_10428897	GH3
total_10428897	CBM13
total_1042915	GH72
total_1043127	GH27
total_1043127	CBM51
total_10431400	GT2
total_1043255	CBM50
total_1043255	CBM50
total_10432893	GH9
total_10435479	GH20
total_10436092	CBM50
total_10436148	GH78
total_10437091	GH20
total_10437174	GH73
total_10440399	GH1
total_10440399	GH95
total_10441527	GH130
total_10442493	GH18
total_10442493	CBM2
total_10442812	CBM2
total_10446068	CBM50
total_10446068	GH23
total_10446720	GH5
total_10448843	GT32
total_1044920	CBM6
total_1044920	CBM51
total_10455683	GH2
total_10456474	GH10
total_10456474	CBM13
total_10456479	GH38
total_10456617	GT4
total_10456617	GT4
total_10456617	GT4
total_10456617	GT4
total_10457283	GT82
total_10457283	GT82
total_10457706	GH28
total_10457978	GT32
total_10457978	GT32
total_10457978	GT32
total_1045932	GT51
total_10459714	GT2
total_1046048	GH73
total_10462648	GT30
total_10463432	GH67
total_10463432	GH67
total_10463432	GH67
total_10463432	GH67
total_10463432	GH67
total_10463561	GT41
total_10464485	GH3
total_10464485	GH3
total_10464485	GH3
total_10466448	GT2
total_10466550	GH102
total_10466550	GH102
total_10466550	GH102
total_10466550	GH102
total_10467082	CBM5
total_10469581	CBM50
total_10469581	GH23
total_10469581	CBM50
total_10469581	CBM50
total_10469581	CBM50
total_10470761	AA4
total_10470761	AA7
total_10470761	AA7
total_10471101	GH53
total_10471101	GH53
total_10471101	GH53
total_10471173	GH4
total_10472343	AA6
total_10472343	AA6
total_10472343	AA6
total_10473584	GT51
total_1047609	GH5
total_1047609	GH5
total_10477073	CE4
total_10477298	GT26
total_10477298	GT26
total_10477298	GT26
total_10477298	GT26
total_10477298	GT26
total_10477298	GT26
total_10479283	CBM35
total_10479283	CBM35
total_1048047	CBM5
total_10480726	CE11
total_10480726	CE11
total_10480726	CE11
total_10480726	CE11
total_10480726	CE11
total_10480726	CE11
total_10480726	CE11
total_1048300	CBM13
total_1048300	CBM13
total_1048300	CBM13
total_1048300	CBM13
total_1048300	CBM13
total_1048300	CBM13
total_10483088	GT2
total_10483088	GT2
total_10483145	GH2
total_10485452	GT2
total_10485452	GT2
total_10485452	GT2
total_10485728	GT9
total_10486283	GT29
total_10486938	GT2
total_10487393	GT35
total_10487788	CBM50
total_10489874	GT51
total_10489874	GT51
total_10492731	GT35
total_10497911	GH23
total_10497911	GH23
total_10498109	CE11
total_10498437	CE11
total_10499243	CE11
total_10499243	CE11
total_10501886	CBM32
total_10504277	GT47
total_10504389	GT41
total_10504389	GT41
total_10504389	GT41
total_1050632	CBM50
total_10506833	GT4
total_10507327	GH65
total_10507327	GH65
total_10507328	GT28
total_10508113	GH3
total_1050895	GT2
total_1050895	GT2
total_1050895	GT2
total_1050895	GT2
total_10509767	GT80
total_10510056	GT2
total_1051046	GT4
total_1051046	GT4
total_1051046	GT4
total_1051046	GT4
total_1051056	CBM13
total_1051056	GH59
total_1051160	CBM13
total_1051160	CBM13
total_10511636	CE9
total_10511636	CE9
total_10513193	GT90
total_10516548	GT51
total_10517683	CBM50
total_10517793	GT41
total_10517793	GT41
total_10517793	GT41
total_10517793	GT41
total_10517793	GT41
total_10517962	GH43
total_10518612	GT28
total_1051882	GH73
total_10520129	GH12
total_10520129	GH12
total_10522179	GH92
total_10522826	GH36
total_10526183	GT2
total_10527445	CBM2
total_10527445	CBM2
total_10527445	CBM2
total_10527445	CBM2
total_10527482	GT29
total_1052846	GH99
total_1053036	PL17
total_10530446	GT2
total_10530952	GH39
total_10531903	GH88
total_10535111	GT4
total_10535111	GT4
total_10535111	GT4
total_10535111	GT4
total_10536213	CBM50
total_10536213	CBM50
total_10536213	CBM50
total_10536213	CBM50
total_10536213	CBM50
total_10536213	CBM50
total_10536213	CBM50
total_10536875	GT51
total_10538155	GH53
total_10538155	GH53
total_10538155	GH53
total_10538667	GH72
total_10539869	GT30
total_10539870	GT30
total_10539870	GT30
total_10539870	GT30
total_10539870	GT30
total_10539870	GT30
total_10539871	GT19
total_10539874	CE11
total_10539874	CE11
total_10540014	AA4
total_10540014	AA4
total_10540014	AA4
total_10540014	AA4
total_10545471	GT2
total_10545706	CBM9
total_10545876	CBM50
total_10545876	CBM50
total_10545876	CBM50
total_10546606	GT4
total_10547797	CBM48
total_10547949	GH4
total_10548518	GH13
total_10548963	GH18
total_10549837	CBM13
total_10550611	GH20
total_10551585	GH39
total_1055187	GH18
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553234	GT41
total_10553527	GH28
total_10554894	GH76
total_105562	GH102
total_1055898	CBM32
total_10559233	GH18
total_10559615	CBM9
total_10560725	CE11
total_10560725	CE11
total_10560725	CE11
total_10560725	CE11
total_10561489	GH31
total_10561512	GT1
total_10562214	GH108
total_10564663	GH10
total_10564663	CBM9
total_10564663	CE15
total_10564663	CBM22
total_10564663	CE15
total_10564663	CE15
total_10565343	GH33
total_10565948	CBM50
total_10565948	CBM50
total_10565948	CBM50
total_105660	GH18
total_105660	GH18
total_10568893	GH73
total_1057214	GT2
total_10573685	GT2
total_10573735	GT51
total_10573735	GT51
total_10573735	GT51
total_10577221	GH33
total_10577902	GH12
total_10577902	GH12
total_10579360	CE14
total_1057943	GH95
total_1057943	GH95
total_1057943	GH95
total_1057943	GH95
total_10581046	GT51
total_10581046	GT51
total_10581046	GT51
total_10581046	GT51
total_10581046	GT51
total_10581919	GH33
total_10583684	GT56
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10583684	GT4
total_10584172	CBM51
total_10584523	GT29
total_10584718	GH4
total_10585562	GT9
total_10585562	GT9
total_10585579	GH103
total_10588807	GT9
total_10588807	GT9
total_10588807	GT9
total_10591987	GH16
total_10592949	GT30
total_10592949	GT30
total_10592949	GT30
total_10592949	GT30
total_10593376	CBM50
total_10593894	GT2
total_10593894	GT2
total_105940	CBM57
total_105940	CBM57
total_10595283	GH16
total_10597971	GH1
total_10598771	CBM2
total_10599420	GH28
total_10600691	CBM5
total_10602506	GT32
total_10603608	GT47
total_10604138	GT2
total_10608809	GT51
total_10609938	GH53
total_10609938	GH53
total_10609938	GH53
total_10610953	GT47
total_10610986	CBM50
total_10614429	CBM50
total_10614917	GT28
total_1061613	GT2
total_10618525	GT51
total_10620446	CE11
total_10620446	CE11
total_10621002	GH43
total_10621486	GT2
total_10622178	GT4
total_10622516	CE7
total_10622744	GT4
total_10625372	GH20
total_10625372	GH20
total_10625372	GH20
total_10626980	GH18
total_10627167	CBM50
total_10628748	GH3
total_10629513	AA4
total_10629513	AA4
total_10629513	AA4
total_10629513	AA4
total_10629890	GH43
total_10630233	GH1
total_10630573	GH13
total_10630573	GH13
total_10630573	GH13
total_10630573	GH13
total_10630573	GH13
total_10631904	GH13
total_10632798	GH72
total_10633275	GT28
total_10634324	CBM6
total_10634324	GH99
total_10634324	GH99
total_10634324	GH99
total_10634324	CBM32
total_10634324	CBM6
total_10634324	GH99
total_10634324	GH99
total_10634324	GH99
total_10634324	CBM6
total_10634325	GT2
total_10634327	GT2
total_10634327	GT4
total_10634327	GT2
total_10635396	GT2
total_1063549	GT4
total_1063549	GT4
total_1063549	GT4
total_1063549	GT4
total_1063549	GT4
total_1063549	GT4
total_10636627	GH73
total_10637524	GT51
total_10637524	GT51
total_10637615	GT4
total_10637615	GT4
total_10638417	CBM50
total_10638417	GH23
total_10638417	GH73
total_10638417	GH73
total_10638417	CBM50
total_10638417	CBM50
total_10639720	GT2
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE12
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE12
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640224	CE4
total_10640347	GH72
total_10641235	GH76
total_10642577	CE3
total_10645283	GH3
total_10645896	GT9
total_10646005	CE9
total_10651130	GT2
total_10651130	GT2
total_1065167	GT2
total_10652476	GT4
total_1065305	GH92
total_1065305	GT51
total_10654111	GT51
total_10655420	GH10
total_10655420	GH10
total_10655420	GH10
total_10655420	GH10
total_10655420	GH10
total_10655420	GH10
total_10655420	GH10
total_10655420	GH10
total_10655703	GH29
total_1065698	GH92
total_10657022	GH23
total_10657022	GH23
total_10657550	CBM50
total_10657550	GH18
total_10657695	CE11
total_10658385	GT1
total_10658961	AA3
total_10658961	AA3
total_10658961	AA3
total_10658961	AA3
total_10658961	AA3
total_10660363	CBM54
total_10661934	CBM50
total_10661934	CBM50
total_10661934	CBM50
