Query_id	Ko_id
total_10047811	K03595
total_10048124	K01284
total_10049052	K01712
total_10049283	K01147
total_10049593	K02346
total_10049632	K00140
total_10049784	K01362
total_10050822	K07443
total_10050823	K01868
total_1005108	K05808
total_10051731	K00540
total_10051806	K08234
total_10051886	K04085
total_10052433	K02986
total_10053175	K09800
total_10053227	K00027
total_1005447	K01362
total_1005451	K02340
total_1005515	K07736
total_10055269	K03070
total_10055324	K02986
total_10055754	K00614
total_1005582	K06346
total_1005583	K03501
total_10055953	K00856
total_10056022	K02982
total_10056023	K02890
total_10056404	K00698
total_10057042	K05592
total_10057428	K07462
total_10057539	K02520
total_10058080	K01956
total_10058111	K03595
total_10058928	K01777
total_10059117	K01478
total_10059578	K01739
total_10059972	K11996
total_10060152	K13481
total_10060271	K01745
total_10060509	K00318
total_10060602	K05539
total_10060708	K02335
total_10061598	K06958
total_10061599	K02793
total_10061669	K03595
total_10062291	K02298
total_10062292	K02297
total_10062530	K02099
total_10062924	K01599
total_1006297	K01893
total_10063426	K01007
total_10063544	K14440
total_10063758	K01358
total_10064142	K02954
total_10064144	K02933
total_10064233	K06447
total_10064851	K03571
total_10065389	K03722
total_10066467	K06001
total_10066569	K02182
total_10066893	K06178
total_10067227	K01849
total_10067320	K07107
total_10067321	K03718
total_10067445	K03722
total_10067783	K15270
total_10068146	K01420
total_1006860	K06173
total_10068712	K01669
total_10068724	K02846
total_10068838	K03817
total_10069389	K00620
total_10069833	K07284
total_10069947	K03777
total_1006996	K01580
total_10070028	K01879
total_10070062	K07106
total_10070071	K00281
total_10070278	K11996
total_10070391	K01659
total_10070915	K02933
total_10071873	K00242
total_10072021	K00540
total_10072041	K02654
total_10072817	K06204
total_1007283	K03704
total_10073113	K00140
total_1007357	K11779
total_10073843	K01692
total_10073844	K09456
total_10074082	K01661
total_10074533	K06075
total_10075030	K00614
total_10076314	K06179
total_10076345	K00762
total_10077088	K00856
total_10077112	K06920
total_10077192	K00856
total_10077468	K00282
total_10077489	K09011
total_10077599	K02882
total_1007761	K00632
total_10078153	K07493
total_10079583	K03599
total_10080075	K09956
total_10080160	K02892
total_10080422	K02935
total_10080532	K15256
total_10080928	K02914
total_10081887	K01885
total_1008207	K03296
total_10082392	K01695
total_10082434	K04567
total_10082435	K04567
total_10082488	K00620
total_10082898	K06969
total_10083360	K09461
total_10083961	K01759
total_10083962	K11325
total_10084029	K01476
total_10085077	K14682
total_10085120	K00783
total_10085581	K01585
total_10085697	K00499
total_10086428	K03733
total_1008700	K02335
total_10087171	K02948
total_10089260	K06131
total_10089281	K05592
total_1008963	K03088
total_10089647	K02322
total_10090745	K01262
total_10090900	K00554
total_10091112	K02863
total_10091323	K11921
total_10091352	K01866
total_1009176	K01079
total_10091799	K15223
total_10092363	K06941
total_10093559	K02892
total_10094066	K08301
total_10094596	K03177
total_10094831	K06442
total_10094938	K01956
total_1009570	K00657
total_10095824	K01782
total_10096643	K01695
total_1009675	K02970
total_1009676	K01589
total_10096804	K13637
total_10097106	K01696
total_10097404	K02884
total_10097405	K00554
total_10098199	K02014
total_10098384	K03293
total_10098982	K00140
total_10099359	K10536
total_10099365	K02874
total_10099398	K03595
total_10100278	K01591
total_10100958	K04085
total_10101031	K06075
total_10101328	K00290
total_10102041	K02963
total_10102567	K05540
total_10102594	K13953
total_10102595	K01578
total_10102971	K00599
total_1010341	K02909
total_10103623	K03495
total_10103805	K02334
total_10103835	K01889
total_10104688	K01488
total_10104926	K01209
total_10105158	K01786
total_10105378	K01259
total_10106232	K08304
total_10106381	K01866
total_10106384	K00609
total_10106395	K02907
total_10107009	K01785
total_10107033	K00658
total_10107035	K11755
total_10107038	K03527
total_10107041	K03709
total_10107044	K00676
total_10107046	K02837
total_10107150	K11754
total_10107706	K02890
total_10107729	K02888
total_10107854	K01591
total_10108465	K00384
total_1010916	K01483
total_10109431	K09774
total_10109434	K03684
total_10109640	K03595
total_10109680	K01006
total_10109706	K02343
total_1011022	K01733
total_1011023	K03088
total_10110680	K03595
total_10110713	K03424
total_10112426	K02994
total_10112849	K03076
total_10112850	K02952
total_10112851	K02948
total_10112852	K02986
total_10112853	K03040
total_1011297	K05837
total_10114353	K07729
total_10114467	K05786
total_10114502	K01069
total_10115087	K02961
total_10115105	K01662
total_10116265	K06131
total_10116871	K08301
total_10116944	K01873
total_1011736	K02014
total_10117403	K04483
total_10117770	K03469
total_10117771	K00119
total_1011828	K03703
total_10119121	K03060
total_10119289	K03631
total_10119588	K01754
total_10119590	K03624
total_1012060	K08234
total_10120900	K14162
total_10121290	K07220
total_10121363	K02956
total_10121584	K13636
total_10122015	K02892
total_10122016	K02886
total_10122122	K01784
total_10122123	K00639
total_10122124	K06173
total_10122725	K02890
total_10122751	K00108
total_10125080	K02909
total_10125730	K02992
total_10125803	K00568
total_10126140	K01897
total_10126559	K01362
total_10127515	K10780
total_10127845	K07183
total_1012812	K03570
total_1012814	K05515
total_101285	K09772
total_10128584	K00676
total_1013003	K03625
total_10130609	K00872
total_10131046	K02160
total_10131047	K01571
total_10131668	K15342
total_10132510	K06888
total_10132550	K14645
total_10132653	K02931
total_10132689	K08300
total_10133673	K00817
total_10134127	K03215
total_1013493	K12251
total_1013495	K03564
total_10135107	K01696
total_10136789	K00765
total_10137014	K07096
total_10138603	K00773
total_10138605	K03072
total_10138606	K03074
total_1013924	K01885
total_10139382	K03043
total_10139700	K02986
total_10139824	K02982
total_10140284	K01884
total_10140606	K14162
total_10141027	K03733
total_10141332	K09823
total_1014197	K01006
total_10142147	K07056
total_10142557	K14058
total_10144583	K04760
total_1014551	K06980
total_1014552	K05831
total_10145932	K00685
total_10146973	K07556
total_10146974	K00942
total_10147866	K00620
total_10147868	K00821
total_10148120	K05540
total_10148230	K00140
total_10148397	K01753
total_10148901	K01144
total_10148988	K09903
total_10148989	K02838
total_1014920	K00135
total_1014921	K14161
total_10149401	K14161
total_10150833	K02618
total_10150963	K02926
total_10151718	K01745
total_10151782	K01438
total_10152519	K00573
total_10152962	K03892
total_10153349	K03088
total_10153400	K07734
total_10153439	K02913
total_10153764	K00523
total_10154210	K11175
total_10154592	K02355
total_10155136	K05714
total_10155138	K11996
total_10155160	K02986
total_10155267	K01697
total_1015538	K03595
total_10155551	K01872
total_1015569	K01679
total_1015628	K01753
total_10156616	K13788
total_10156909	K01885
total_10156956	K00761
total_10157127	K01885
total_10157573	K02433
total_1015822	K11991
total_10158374	K03090
total_1015840	K14267
total_1015853	K03089
total_10159697	K03555
total_10160758	K00784
total_10161174	K00639
total_10161879	K01006
total_10162148	K02860
total_10162254	K06168
total_1016230	K09014
total_10162896	K01485
total_10163604	K06179
total_10164283	K02343
total_10165726	K00467
total_1016573	K03089
total_1016597	K01883
total_1016602	K01883
total_10166381	K02022
total_10166999	K03350
total_10167597	K01890
total_1016761	K01885
total_10167640	K05795
total_10167700	K06447
total_1016851	K01695
total_1016858	K01876
total_1016865	K01848
total_10168733	K01872
total_10168954	K03500
total_10169029	K00819
total_10169575	K09823
total_1017038	K01465
total_10170407	K03711
total_10170447	K00931
total_10170959	K02881
total_10171084	K09761
total_10171326	K02950
total_10172037	K07220
total_1017235	K02777
total_10172577	K01756
total_1017294	K02863
total_10173262	K00140
total_10174185	K01571
total_10174371	K02600
total_10174398	K09903
total_10174974	K02860
total_10175458	K01768
total_10176108	K00985
total_1017658	K00318
total_10176673	K06134
total_10176745	K03060
total_1017712	K09681
total_10177668	K01754
total_10178366	K14160
total_10179468	K02611
total_10179667	K01126
total_10180043	K02948
total_1018048	K14415
total_10180875	K02885
total_10180926	K01778
total_10182295	K03294
total_10182635	K01626
total_10183977	K07090
total_10184321	K01259
total_10185729	K01787
total_10186244	K03704
total_10187103	K01879
total_1018717	K00928
total_10187345	K01759
total_10187349	K00278
total_10187350	K08097
total_10187355	K15451
total_10188131	K01892
total_10188646	K01883
total_101887	K01578
total_10189774	K12256
total_1018986	K02863
total_10190054	K02897
total_10190105	K08300
total_10190501	K01886
total_10190503	K10563
total_10191196	K00283
total_10192296	K07042
total_10192986	K01006
total_10193706	K03234
total_10193833	K03500
total_10194002	K14058
total_101950	K09772
total_10195010	K02990
total_10195179	K03072
total_10195344	K01754
total_10196296	K01868
total_10196748	K03655
total_1019708	K02919
total_10197434	K02533
total_1019835	K02358
total_10198352	K07446
total_10198818	K00762
total_10199002	K02954
total_1019941	K00218
total_10199835	K00656
total_10199883	K02926
total_10199942	K09811
total_10201144	K13874
total_10201467	K13796
total_10201763	K01769
total_1020186	K02902
total_10202042	K01524
total_10202206	K03703
total_1020229	K07340
total_1020311	K06888
total_10203261	K01696
total_10203620	K02533
total_1020377	K06179
total_1020419	K02926
total_10204232	K01890
total_10205344	K00239
total_10205593	K02358
total_10206076	K00470
total_10206950	K02887
total_10207024	K00930
total_10207672	K02879
total_10207674	K02986
total_10208787	K07053
total_1020928	K01875
total_1021048	K09681
total_10211302	K02994
total_10211326	K01754
total_10211378	K14261
total_10211594	K02988
total_10211638	K14161
total_10211960	K00931
total_10211986	K07165
total_10212042	K06075
total_10212517	K00133
total_10213	K03595
total_10213087	K01682
total_10213221	K07303
total_10213222	K00666
total_10214187	K15441
total_10214447	K03218
total_10214670	K09760
total_10215022	K07400
total_10215024	K03789
total_10215906	K10027
total_10215908	K02990
total_1021633	K01259
total_10216429	K00101
total_10216650	K05567
total_10216651	K05566
total_10217035	K01069
total_1021776	K07245
total_10218386	K03088
total_10218948	K01409
total_1021922	K01484
total_10219827	K00052
total_10220064	K01880
total_10220279	K05808
total_10220354	K02970
total_10221553	K00626
total_10222085	K01426
total_10222178	K01069
total_10222187	K03502
total_10222192	K09748
total_10222193	K02600
total_10222194	K02519
total_10222195	K01247
total_10222200	K00939
total_10222201	K07305
total_10222206	K00764
total_10222223	K07458
total_10222230	K03548
total_10222233	K06211
total_10222242	K08590
total_10222247	K03565
total_10223166	K09773
total_10223408	K16050
total_10223409	K16049
total_10223410	K16048
total_10223414	K00257
total_10224072	K00599
total_10224381	K01814
total_10224723	K02621
total_10225577	K01875
total_10225674	K14161
total_10226733	K02204
total_1022683	K01069
total_10227251	K02996
total_10227457	K01939
total_10227516	K03639
total_10228115	K03704
total_10228243	K15256
total_10228654	K04074
total_10228771	K02963
total_10228902	K09888
total_10229321	K07276
total_1022958	K03305
total_10229952	K06204
total_10230007	K02600
total_10231378	K02926
total_10231550	K01679
total_10231788	K02864
total_10232127	K09799
total_10232771	K03088
total_10233162	K02886
total_10233823	K06997
total_10233989	K02986
total_10234303	K01705
total_1023442	K00823
total_1023478	K01906
total_10234848	K01289
total_10236066	K00273
total_10236618	K03088
total_10237054	K06075
total_10237228	K00556
total_10238175	K00067
total_10238359	K01903
total_10238734	K13605
total_1023879	K08301
total_10238900	K00966
total_10239037	K03218
total_10239262	K01420
total_10239646	K12573
total_1024007	K01647
total_10240651	K03595
total_10240745	K03624
total_10241650	K14162
total_1024183	K08307
total_1024235	K00384
total_10242573	K11531
total_1024316	K01874
total_10243658	K01222
total_10244015	K02346
total_10244501	K00472
total_10244970	K01879
total_10245001	K01874
total_10246589	K04566
total_10246800	K02948
total_10246976	K15973
total_10248307	K13643
total_10248436	K06180
total_10248866	K04566
total_10248888	K02337
total_10248997	K00067
total_1024932	K00003
total_10249340	K00773
total_10249855	K06985
total_10249869	K02160
total_10249930	K01489
total_10250721	K00638
total_10251975	K02204
total_10253156	K02931
total_10253267	K06400
total_10253766	K01259
total_10254068	K12857
total_10254132	K02892
total_10254261	K03495
total_10254661	K15034
total_10254711	K00065
total_10254964	K05540
total_10255790	K01591
total_10256825	K03546
total_1025696	K10231
total_10257093	K07042
total_10257324	K03086
total_10257357	K15441
total_1025762	K03495
total_10257651	K03665
total_10259238	K02952
total_10259239	K02948
total_10259765	K03438
total_1026028	K00315
total_10260329	K01867
total_10260474	K00140
total_10260745	K03091
total_10261460	K01916
total_10262103	K03746
total_10262425	K01439
total_1026268	K08097
total_10263702	K03892
total_10263765	K09748
total_102642	K02347
total_10264255	K12979
total_1026438	K11996
total_10265294	K03088
total_10265442	K07046
total_10265633	K02492
total_10265693	K00620
total_10266182	K03500
total_10266199	K06180
total_10266751	K00239
total_10267394	K01908
total_10268345	K00099
total_10268346	K00981
total_10269140	K01692
total_10269170	K02970
total_10269958	K01716
total_10270037	K01971
total_10270687	K02014
total_10270772	K00283
total_10270776	K00989
total_10270895	K14441
total_10270963	K02954
total_1027097	K02931
total_10271286	K02952
total_1027148	K03316
total_1027205	K01879
total_10272717	K02946
total_10273246	K03320
total_10273247	K01876
total_1027372	K15855
total_10273980	K00432
total_10274013	K01659
total_10274237	K01908
total_10274690	K11719
total_1027531	K03201
total_10275511	K03979
total_10275743	K01484
total_10275913	K10778
total_10276512	K01785
total_10277144	K01874
total_10277436	K01147
total_10278030	K00100
total_10278452	K01480
total_10278538	K07127
total_10279204	K03529
total_10279472	K01692
total_1027975	K09823
total_1028020	K01881
total_10280803	K01881
total_10281326	K03520
total_10281789	K02357
total_10282040	K03215
total_10282153	K01591
total_10282433	K00641
total_10282519	K01961
total_1028332	K05989
total_10283858	K03185
total_10283969	K00783
total_10284367	K11996
total_10284482	K02167
total_10284746	K01777
total_10284953	K01524
total_10285143	K02805
total_10285313	K00697
total_10285739	K01935
total_10285948	K09903
total_10286078	K02379
total_10286279	K08289
total_10287195	K02358
total_10287712	K03624
total_10288037	K03088
total_10288103	K01444
total_10288160	K08684
total_10288429	K01422
total_10288561	K10914
total_10288565	K00821
total_10288566	K00930
total_10288716	K01039
total_1028916	K02533
total_10289279	K01069
total_10289362	K12658
total_10289785	K15223
total_10289967	K02519
total_10290024	K02935
total_10290727	K01426
total_10291500	K09761
total_10291715	K03608
total_10291879	K03088
total_10292038	K11784
total_10292049	K03704
total_10292064	K02458
total_10292477	K01698
total_10292479	K01749
total_10293104	K01929
total_10293105	K01000
total_10293106	K01925
total_10293107	K03588
total_10294946	K09687
total_10295014	K10536
total_1029549	K00837
total_10296169	K02433
total_10296257	K01620
total_10296263	K01409
total_10296264	K00057
total_10296612	K13010
total_10296639	K01754
total_1029666	K01955
total_10296906	K13821
total_10297063	K01916
total_10297817	K00286
total_10298058	K00609
total_1029858	K00101
total_10298722	K01956
total_10298831	K00020
total_10299331	K01692
total_10299421	K02601
total_10300744	K01069
total_10300745	K00384
total_10300753	K00166
total_10300756	K01858
total_10300765	K01661
total_1030080	K00639
total_10301160	K04074
total_1030148	K06075
total_10301797	K13832
total_10302383	K03684
total_10302394	K00603
total_10302448	K01484
total_10302465	K03501
total_10302522	K01589
total_10302536	K00073
total_10302585	K00554
total_10302883	K00673
total_10302935	K01420
total_10303976	K02014
total_1030418	K03531
total_10304253	K00784
total_1030437	K00074
total_1030438	K15866
total_1030439	K11381
total_10304525	K01777
total_10305077	K01474
total_10305078	K06075
total_1030533	K01586
total_10305587	K15710
total_10305588	K01238
total_10305637	K00817
total_10305749	K06134
total_10306848	K00599
total_10308106	K13638
total_10308322	K03073
total_10308504	K02970
total_10308878	K04794
total_10309095	K09759
total_10309244	K10536
total_10310349	K03588
total_10310360	K01362
total_10310880	K02892
total_10311306	K02892
total_10311307	K02886
total_10311308	K02965
total_10311310	K02982
total_10312101	K02948
total_10312553	K03089
total_10313141	K01995
total_10313855	K00773
total_10313947	K01879
total_10314352	K00839
total_10314473	K01874
total_10315137	K01649
total_10315219	K03536
total_1031558	K00767
total_10315731	K02835
total_10315801	K15502
total_10316049	K02961
total_10316145	K03322
total_10316333	K06178
total_10316995	K03497
total_10317863	K02956
total_10318224	K01872
total_10318472	K01881
total_10318591	K00657
total_10318797	K07442
total_10319079	K00822
total_10319127	K02963
total_10319198	K05603
total_10319662	K03651
total_10319787	K02204
total_10320165	K03215
total_1032018	K00133
total_1032033	K02948
total_10320390	K07090
total_10320412	K06442
total_10321325	K02529
total_10321610	K03427
total_10321639	K03500
total_10322437	K00088
total_10322595	K03790
total_10323223	K07058
total_10323226	K00936
total_10323228	K01810
total_10323246	K03088
total_10323705	K03975
total_10323777	K09761
total_10324528	K03684
total_10324889	K01624
total_103262	K01937
total_10326703	K01250
total_10326838	K01478
total_1032699	K03684
total_10327456	K03294
total_10327677	K11475
total_10328279	K04073
total_10328854	K03593
total_10329063	K00903
total_10329150	K03558
total_10329259	K12373
total_1033002	K03438
total_10330393	K03973
total_10330525	K01259
total_10330568	K03595
total_10330569	K01736
total_10331145	K00626
total_1033155	K01090
total_10332038	K00931
total_10332100	K02886
total_10332618	K06075
total_10335019	K01875
total_10336176	K00472
total_10336373	K03294
total_10336714	K07568
total_10336806	K01623
total_10336807	K08234
total_10336840	K00945
total_1033689	K14261
total_10336898	K05800
total_1033697	K14162
total_10337478	K01955
total_10338494	K03628
total_10338508	K04075
total_10339406	K00013
total_10339444	K02405
total_10339617	K01491
total_10340468	K02956
total_10340781	K07042
total_10341310	K15358
total_10341355	K14998
total_10341356	K02276
total_10342277	K02919
total_10342328	K02356
total_10342350	K01778
total_10342549	K01007
total_10343140	K00013
total_10343141	K00765
total_10343210	K13745
total_10343351	K06197
total_10343477	K03428
total_10343565	K02304
total_10343757	K00568
total_10344040	K14051
total_10344041	K01480
total_10344646	K00676
total_10344773	K01474
total_10344846	K05539
total_10345446	K04047
total_10345935	K00773
total_10346221	K00761
total_10346222	K03088
total_10346317	K06949
total_10346319	K00560
total_10346325	K14441
total_10346527	K11747
total_10346789	K09681
total_10347112	K01834
total_1034771	K06178
total_10347765	K00817
total_10347798	K01423
total_1034796	K01889
total_10348355	K02933
total_10348456	K01593
total_10348493	K02014
total_10349221	K02304
total_10349369	K00768
total_10349370	K02231
total_10349468	K02876
total_10349571	K09957
total_10349642	K02014
total_10349674	K03650
total_10349738	K07739
total_10350499	K01873
total_10352098	K03574
total_10352719	K00603
total_10352874	K02881
total_10353191	K02906
total_10353516	K06911
total_10354533	K00102
total_10354958	K01796
total_1035538	K02919
total_10355424	K00320
total_10356475	K15460
total_10356565	K00275
total_10356698	K02913
total_10357034	K03281
total_10357164	K02860
total_10357165	K00554
total_10357238	K00769
total_10357868	K01955
total_10357950	K00931
total_1035857	K03704
total_10359281	K01586
total_10359923	K11921
total_10361271	K01754
total_10361325	K02906
total_10361627	K00003
total_10361668	K03684
total_10361989	K03722
total_1036219	K01752
total_10362393	K06042
total_10362632	K02994
total_10362781	K03060
total_10362836	K09020
total_10363235	K05896
total_10363724	K09772
total_10363768	K01885
total_10363769	K02982
total_10363870	K01696
total_10364119	K01697
total_10364690	K02996
total_10364731	K03733
total_10364981	K00758
total_10364997	K00140
total_10365183	K01880
total_10365356	K02863
total_10365568	K00003
total_10365716	K02879
total_10366510	K01697
total_10367127	K01772
total_10368201	K11293
total_10368207	K06024
total_10368208	K01586
total_10368214	K00599
total_10368216	K00793
total_10368217	K02970
total_10368218	K03733
total_10368408	K01962
total_10368658	K01571
total_1036932	K02160
total_1036976	K00936
total_1036977	K01738
total_10369856	K02520
total_10369862	K01269
total_10370123	K02994
total_1037040	K02902
total_10370597	K03438
total_10371600	K04794
total_10371791	K02911
total_10372447	K01474
total_10373144	K02946
total_10373354	K06999
total_10373420	K00207
total_10374596	K03688
total_10375423	K00249
total_10375920	K01249
total_1037595	K03628
total_1037685	K00101
total_10377433	K00231
total_10378397	K01476
total_10378398	K01963
total_10379219	K00573
total_10379220	K06880
total_10379758	K02337
total_10379855	K06173
total_10380020	K01462
total_10380413	K01478
total_1038179	K00135
total_1038181	K02335
total_10382435	K03685
total_10382443	K03500
total_10383525	K02863
total_1038373	K02970
total_1038374	K01945
total_10383835	K02886
total_10383913	K00158
total_10385045	K05837
total_10385049	K02427
total_10385275	K00773
total_10385477	K00478
total_1038553	K03568
total_1038586	K01222
total_10385877	K09888
total_10386153	K02022
total_10386759	K03090
total_10387718	K01892
total_10388245	K02935
total_10388342	K01881
total_10388586	K06045
total_10388657	K01524
total_10389874	K07566
total_1039006	K01593
total_10391397	K01754
total_10391674	K11996
total_10392073	K01696
total_10393840	K00839
total_10394605	K14261
total_10394813	K02291
total_1039568	K04485
total_10395833	K02909
total_10396087	K00318
total_10396288	K01259
total_10396410	K01693
total_10397596	K01259
total_10398354	K07729
total_10398516	K01992
total_10398517	K09687
total_10399053	K03183
total_10399184	K00286
total_10399932	K07455
total_10399935	K01420
total_10399983	K07495
total_10400010	K03086
total_10400444	K02520
total_10400522	K02959
total_10400822	K00680
total_10400823	K02338
total_10400932	K07568
total_10400944	K08234
total_10400960	K09681
total_10401436	K02502
total_10401463	K01469
total_10402624	K01466
total_10403926	K02405
total_10403950	K04567
total_10404663	K05710
total_10404668	K01750
total_10404833	K12138
total_10404898	K01745
total_10405005	K03790
total_10405864	K02834
total_1040627	K00884
total_1040662	K01866
total_10407173	K02346
total_10408286	K00101
total_10408507	K06969
total_10408587	K08684
total_10408790	K01620
total_10409004	K01581
total_10409141	K00286
total_10409174	K00242
total_10409562	K01874
total_10410158	K03089
total_104107	K03629
total_10410918	K03684
total_10411112	K00566
total_10411314	K03790
total_10411431	K03574
total_10411894	K01866
total_10412009	K00100
total_10412064	K13017
total_10412108	K15223
total_10412726	K03790
total_10413271	K06879
total_1041407	K00119
total_10414466	K02160
total_10414517	K15973
total_10414717	K01423
total_10415537	K01505
total_10415694	K09823
total_10416434	K01638
total_10416812	K02994
total_10416813	K02933
total_10417630	K01759
total_10418458	K07056
total_10419056	K00936
total_10419171	K00117
total_10419183	K03088
total_1042025	K14941
total_1042026	K00655
total_10420300	K00625
total_10420496	K01956
total_104206	K03088
total_10421035	K00762
total_10421126	K02343
total_10421178	K06925
total_10421180	K03789
total_10422034	K01476
total_10422690	K09137
total_1042321	K00163
total_10424076	K02358
total_10424099	K02341
total_10424100	K03637
total_10424101	K08309
total_10424277	K01278
total_10424278	K01269
total_10424413	K01154
total_10424414	K03427
total_10424596	K01928
total_10424673	K15855
total_10425229	K01692
total_10425711	K01874
total_10425810	K14161
total_10425854	K01874
total_10426107	K06177
total_1042616	K01595
total_10426479	K01585
total_10426566	K00641
total_10426567	K01739
total_10426633	K09772
total_10426805	K03438
total_10427012	K03650
total_10427445	K14440
total_1042762	K01745
total_10428014	K01262
total_10428334	K01474
total_10428584	K00685
total_10429482	K01897
total_10429798	K07455
total_10429905	K01585
total_10429984	K15223
total_10430307	K04485
total_10430755	K03046
total_10430805	K03724
total_10431193	K03684
total_10432286	K01620
total_10432353	K00472
total_10432684	K03088
total_10432846	K00101
total_10433219	K01755
total_10433375	K04486
total_10433929	K03088
total_10434373	K07568
total_10434785	K00567
total_10434791	K01175
total_10434795	K03179
total_10435163	K03320
total_10435296	K02907
total_10435911	K01529
total_10435919	K01026
total_10436806	K02881
total_10436954	K09974
total_10437135	K07042
total_10437723	K02838
total_10437794	K01259
total_10438160	K00602
total_10438226	K03710
total_10438973	K03832
total_10439003	K01866
total_10439528	K00228
total_10439670	K01696
total_1044010	K05786
total_1044025	K01430
total_10440399	K01875
total_1044137	K01104
total_10441964	K01262
total_1044200	K03497
total_10442018	K03439
total_1044203	K03495
total_10442118	K03628
total_10442493	K01884
total_10442694	K02992
total_10442715	K11175
total_10442941	K06447
total_10443346	K01420
total_10443377	K01476
total_10443660	K02888
total_10445307	K01479
total_1044620	K01420
total_10446265	K01872
total_10447006	K01810
total_1044743	K01669
total_10447469	K04760
total_10447514	K15539
total_10447703	K08316
total_10447866	K02334
total_10448157	K04075
total_10448168	K00800
total_10448216	K01581
total_10449457	K03631
total_10449701	K03631
total_10449927	K01147
total_10450202	K02500
total_10450366	K00818
total_1045137	K01726
total_10451813	K06134
total_10452374	K03574
total_10452914	K03465
total_10453282	K00283
total_10453342	K11293
total_10453531	K05521
total_10456013	K02884
total_10456014	K00554
total_1045612	K02860
total_10456189	K09903
total_10456190	K02838
total_10457283	K00983
total_10457706	K01868
total_10457843	K00027
total_10457915	K01209
total_10457964	K00566
total_10458034	K00806
total_10458102	K03625
total_10458761	K03625
total_10458767	K02339
total_10459022	K02939
total_10459129	K09710
total_10459230	K01810
total_10459396	K01147
total_10459445	K14261
total_10459804	K03437
total_10459920	K00596
total_10460641	K00318
total_10460918	K00989
total_10461141	K11784
total_10461464	K03787
total_10461743	K00278
total_1046300	K07566
total_10463896	K04567
total_10464155	K05539
total_10464688	K03684
total_10465412	K13654
total_10465967	K10770
total_10466702	K07042
total_10466772	K00101
total_1046704	K02992
total_10467174	K03631
total_1046774	K03088
total_10467870	K00955
total_10468373	K07735
total_10469848	K03496
total_1046998	K09903
total_1047078	K00027
total_10471200	K02897
total_10471469	K06991
total_10471474	K00133
total_10471677	K07729
total_10471883	K03790
total_10472008	K01420
total_10472768	K02887
total_10473986	K00619
total_10474458	K02316
total_1047480	K07235
total_1047509	K01270
total_10475348	K03641
total_10476118	K02346
total_1047654	K01889
