Query_id	TC_number
total_10265176	3.A.1.24.1
total_10268209	3.D.1.2.1
total_10273246	1.A.11.1.4
total_10275435	3.D.1.2.1
total_10278538	9.B.35.2.1
total_10283757	3.A.2.1.3
total_10283769	3.D.1.2.1
total_10283771	3.D.1.5.1
total_10284417	4.A.1.1.7
total_1029824	8.A.21.2.1
total_1030752	2.A.7.1.4
total_10308322	3.A.5.1.1
total_10310727	1.A.24.1.1
total_10311505	9.B.76.1.1
total_1031355	3.D.2.2.1
total_10318390	3.D.1.6.1
total_10323081	1.C.82.1.1
total_10324031	3.D.9.1.1
total_1032765	1.B.12.4.1
total_10328577	8.A.21.2.1
total_10332195	3.A.3.5.30
total_10333237	2.A.1.3.34
total_10338943	3.D.1.3.1
total_10346975	8.A.1.1.2
total_10349430	2.A.1.3.34
total_10357562	1.B.12.4.1
total_10357594	3.D.2.2.1
total_10357595	3.D.2.2.1
total_10358495	2.A.1.3.8
total_10360512	3.A.2.3.1
total_10365356	1.C.82.1.1
total_103662	3.A.5.1.1
total_10368201	8.A.21.2.1
total_1036932	3.B.1.1.2
total_10370217	1.B.12.4.1
total_10370551	1.B.12.4.1
total_10375940	3.D.1.3.1
total_1037880	1.C.82.1.1
total_10379908	4.A.1.1.7
total_10383525	1.C.82.1.1
total_1038444	1.C.82.1.1
total_10390954	3.D.4.5.1
total_10390955	3.D.4.5.1
total_10392326	1.B.33.1.3
total_10393976	8.A.21.2.1
total_10401963	3.A.1.132.3
total_1040269	8.A.21.2.1
total_10402798	3.D.1.6.1
total_10402799	3.D.1.5.1
total_10405750	3.D.1.2.1
total_10412289	3.D.2.2.1
total_104146	3.D.4.7.1
total_10417615	3.A.5.1.1
total_10419873	3.D.1.6.1
total_1042007	3.D.3.2.1
total_10425197	3.D.4.7.1
total_10444248	3.D.1.2.1
total_10444504	2.A.72.1.1
total_10447562	3.D.1.6.1
total_10450185	3.D.1.6.1
total_10450383	3.D.3.1.1
total_10459870	2.A.4.1.4
total_10462072	1.C.82.1.1
total_10465371	3.D.2.2.1
total_10470504	3.A.10.2.2
total_10471081	3.D.2.2.1
total_10471082	3.D.2.2.1
total_10472021	3.A.10.2.3
total_10472469	3.D.4.6.1
total_1047277	9.A.34.2.1
total_10475713	3.D.1.3.1
total_10480870	2.A.64.1.1
total_10485468	1.B.33.1.3
total_10487393	2.A.6.2.9
total_10487671	3.A.5.4.1
total_10488860	3.D.2.2.1
total_10488861	3.D.2.2.1
total_10491661	1.C.82.1.1
total_1049242	1.B.33.1.3
total_1049665	3.D.2.2.1
total_10497958	3.D.4.5.1
total_10498206	3.B.1.1.3
total_10507200	1.B.33.1.3
total_10507851	1.C.82.1.1
total_10514060	1.A.24.1.1
total_10516126	3.D.4.5.1
total_10517938	1.B.33.1.3
total_10518275	3.D.4.5.1
total_10525808	1.B.12.4.1
total_10526981	3.D.1.2.1
total_10527549	3.D.1.6.1
total_10527551	3.D.1.6.1
total_10529169	3.A.2.1.2
total_10533195	3.D.1.5.1
total_10533198	3.D.1.1.1
total_10536523	3.A.5.1.1
total_10536620	3.A.5.1.1
total_1054750	3.D.1.2.1
total_10554064	3.A.5.2.2
total_10554480	3.D.4.7.1
total_10558942	3.D.1.6.1
total_10568426	3.D.1.6.1
total_10569195	1.B.33.1.3
total_10571774	1.B.33.1.3
total_1057454	1.B.33.1.4
total_10582967	3.A.2.1.3
total_10588475	1.C.82.1.1
total_10595787	2.A.1.67.1
total_10595895	3.D.4.5.1
total_10598003	3.A.5.1.1
total_10599786	3.D.1.3.1
total_10606858	3.A.15.3.1
total_10615107	3.D.1.2.1
total_10616512	3.D.1.2.1
total_10616641	2.A.72.1.1
total_10620669	3.D.1.2.1
total_10623092	1.B.33.1.3
total_10629732	3.D.2.2.1
total_10629787	1.C.82.1.1
total_10643587	3.B.1.1.5
total_1064623	3.D.4.4.2
total_10650687	8.A.7.1.1
total_10661946	3.A.5.1.1
total_10661986	2.A.96.1.2
total_10662089	3.D.1.2.1
total_10666518	3.A.10.2.1
total_10671306	3.A.2.1.2
total_10676308	2.C.1.2.1
total_10676618	1.C.82.1.1
total_10677938	9.B.3.1.3
total_1067935	3.A.1.27.1
total_10682754	3.D.1.6.1
total_10687618	3.D.4.5.1
total_10692949	3.A.5.2.2
total_10695956	1.C.82.1.1
total_10700981	2.A.7.22.2
total_1071016	8.A.21.2.1
total_10718477	2.A.6.2.19
total_10734199	3.D.4.5.1
total_10734859	3.D.4.5.1
total_10741035	1.B.12.4.1
total_10744560	3.A.2.1.2
total_1074472	3.A.15.1.1
total_10748554	3.D.2.2.1
total_10750609	3.A.5.1.1
total_1075105	1.B.33.1.3
total_10754536	4.C.1.1.4
total_10756656	1.C.82.1.1
total_10758424	2.A.1.3.34
total_10762946	4.C.1.1.4
total_1076772	3.D.1.2.1
total_10770866	9.B.100.1.1
total_1077420	2.A.6.4.1
total_10789956	3.A.5.1.1
total_10795343	3.D.2.2.1
total_10796541	2.A.89.3.1
total_10799080	3.D.1.5.1
total_10799448	8.A.21.2.1
total_1080436	1.B.12.4.1
total_10804454	4.A.1.1.5
total_10806896	2.A.51.1.3
total_10808501	8.A.21.2.1
total_1080956	3.D.1.5.1
total_10813154	3.D.1.2.1
total_10814975	3.D.1.5.1
total_10816655	3.A.10.2.1
total_10820615	3.A.2.1.3
total_10827875	3.D.1.2.1
total_10828672	1.C.82.1.1
total_10830096	3.D.1.3.1
total_10832919	9.B.3.1.2
total_10834223	3.D.4.7.1
total_10834293	1.C.82.1.1
total_10835900	3.A.3.23.1
total_108366	3.A.10.2.1
total_10836617	3.D.1.2.1
total_10840168	3.D.2.2.1
total_10849149	3.A.1.6.3
total_10850658	3.D.4.4.1
total_10853612	3.A.2.1.2
total_10854430	1.B.33.1.3
total_10854741	1.C.82.1.1
total_10860102	1.B.33.1.4
total_10864164	8.A.21.2.1
total_10864642	3.D.1.2.1
total_10865466	2.A.7.22.2
total_10868662	3.D.4.5.1
total_10875110	2.A.72.1.1
total_10875111	2.A.72.1.1
total_10875287	3.D.1.1.1
total_10876661	3.D.4.5.1
total_10881356	3.D.1.6.1
total_10882788	3.D.2.2.1
total_10886554	3.D.1.2.1
total_10886559	3.D.1.5.1
total_10886560	3.D.9.1.1
total_10886561	3.D.1.6.1
total_10887382	2.A.66.1.9
total_1088772	3.D.1.2.1
total_10891210	2.A.1.3.11
total_10893778	3.D.2.2.1
total_10894702	2.A.96.1.1
total_10894935	1.B.12.4.1
total_10905573	3.A.5.2.2
total_10911592	3.D.1.6.3
total_10915329	1.C.82.1.1
total_10921166	8.A.21.2.1
total_10926203	8.A.21.2.1
total_10926612	3.D.1.6.2
total_10935068	3.D.1.2.1
total_1093752	4.A.1.1.5
total_10944799	3.D.1.6.3
total_10960367	1.C.82.1.1
total_10964510	1.A.24.1.1
total_10966589	3.D.4.4.1
total_1097352	1.C.82.1.1
total_10997832	9.B.18.1.1
total_10998725	1.B.12.4.1
total_10999056	3.A.5.2.2
total_11000626	9.B.18.1.1
total_11000898	2.A.6.2.18
total_11006680	1.B.33.1.3
total_11008834	9.B.24.2.2
total_11017157	1.A.24.1.1
total_11020517	1.B.12.4.1
total_11020897	3.D.4.4.1
total_11020936	3.D.1.5.1
total_11020990	3.D.1.2.1
total_11025004	3.D.1.3.1
total_11027968	3.D.2.2.1
total_1103389	8.A.21.2.1
total_11043394	3.D.9.1.1
total_11056558	9.B.30.1.1
total_1106688	1.B.33.1.3
total_11069562	8.A.21.2.1
total_11072173	3.B.1.1.5
total_11072196	3.D.4.7.1
total_11078671	1.C.82.1.1
total_11088412	3.D.1.2.1
total_11089290	1.C.82.1.1
total_1109041	2.A.64.3.1
total_11093142	3.D.1.3.1
total_11093143	3.D.1.6.2
total_11093144	3.D.1.3.1
total_11093702	3.D.1.6.1
total_11093703	3.D.1.3.1
total_11094574	9.A.40.1.2
total_11097481	3.D.1.2.1
total_11097482	3.D.1.2.1
total_11099009	3.D.4.8.1
total_11114375	9.B.18.1.1
total_1111730	3.A.1.132.3
total_11119764	9.B.18.1.1
total_111202	1.B.33.1.3
total_11120771	3.D.1.2.1
total_11122473	3.A.2.1.2
total_11123405	3.A.2.1.2
total_11127329	1.B.12.4.1
total_11134727	8.A.21.2.1
total_11136618	3.D.1.3.1
total_11150657	1.C.82.1.1
total_11169082	9.B.24.2.2
total_1117275	9.A.58.2.5
total_11172860	3.D.1.1.1
total_11177419	8.A.21.1.1
total_11180828	3.D.4.5.1
total_11183799	1.B.12.4.1
total_11186937	9.B.3.1.2
total_11192655	2.A.64.1.1
total_11192657	2.A.64.1.1
total_11202495	3.A.1.106.2
total_11204089	1.B.33.1.3
total_11205950	3.D.1.1.1
total_11207369	3.D.4.5.1
total_11208415	1.C.82.1.1
total_11217224	2.A.7.22.2
total_11217287	3.D.1.2.1
total_11219247	3.D.1.6.3
total_11220057	3.D.2.2.1
total_11223995	1.C.82.1.1
total_11227176	1.B.33.1.3
total_11227475	3.A.2.1.1
total_11228506	2.C.1.2.1
total_11229433	3.A.1.2.12
total_11237894	8.A.21.2.1
total_11244526	1.B.12.4.1
total_11244527	1.B.12.4.1
total_11247386	1.B.33.1.3
total_1126309	3.D.1.2.1
total_11263586	3.A.15.2.1
total_11265943	3.D.2.2.1
total_11269844	3.D.1.6.2
total_11269845	3.D.1.5.1
total_11269905	3.D.2.2.1
total_11269906	3.D.2.2.1
total_11270825	3.D.4.4.1
total_1127636	3.D.2.2.1
total_1128044	2.A.6.2.14
total_11280494	3.D.1.2.1
total_11281535	8.A.21.2.1
total_11284254	3.D.1.6.3
total_11293900	3.A.5.1.1
total_11294483	9.A.10.2.1
total_11298433	8.A.21.2.1
total_1129864	3.D.2.2.1
total_11302778	3.A.5.2.2
total_11304089	1.C.82.1.1
total_11304471	3.D.1.2.1
total_11311898	3.D.1.2.1
total_11314207	1.B.33.1.3
total_1132052	2.A.55.2.4
total_1132359	3.A.5.1.1
total_11323713	3.D.1.3.1
total_11324614	3.D.4.4.1
total_11325505	3.D.4.4.1
total_11328305	3.D.2.2.1
total_11336427	2.A.23.1.2
total_1134245	3.D.2.2.1
total_11342875	3.A.2.1.2
total_1135248	3.A.2.1.3
total_11354268	2.A.64.3.2
total_11355931	3.D.3.3.1
total_11381569	2.A.52.1.1
total_11382188	3.D.1.2.1
total_11383310	3.D.2.2.1
total_11388610	1.B.12.4.1
total_113912	3.D.2.2.1
total_11398767	1.A.22.1.4
total_11403210	3.B.1.1.3
total_11403588	3.D.1.5.1
total_1140366	1.B.33.1.4
total_11407993	1.B.12.4.1
total_1140905	1.B.12.4.1
total_1140906	1.B.12.4.1
total_11412387	1.C.82.1.1
total_11417613	3.A.1.27.1
total_11419030	1.B.12.4.1
total_11423701	4.A.1.1.5
total_11424680	8.A.21.2.1
total_11431117	1.A.22.1.3
total_11437137	1.B.12.4.1
total_114453	2.A.64.1.1
total_11450960	2.A.6.2.4
total_11458612	1.B.33.1.3
total_1146487	3.D.4.8.1
total_1146488	3.D.4.7.1
total_11465202	1.B.33.1.3
total_11466754	3.D.1.2.1
total_11474155	8.A.21.2.1
total_11478515	8.A.21.2.1
total_11479519	1.B.33.1.3
total_11483335	1.B.12.4.1
total_1148744	3.A.2.1.1
total_11491369	3.D.1.3.1
total_11491587	3.A.5.1.1
total_11496137	3.D.1.2.1
total_11498096	3.A.5.2.2
total_11498099	8.A.21.2.1
total_11499795	3.D.1.2.1
total_115004	3.A.5.1.1
total_11502599	3.D.1.3.1
total_11505714	3.D.1.3.1
total_11505715	3.D.1.5.1
total_11507211	3.D.1.6.3
total_11509718	9.B.100.1.1
total_11514553	3.D.1.2.1
total_11516749	1.B.12.4.1
total_11519120	3.A.5.2.2
total_11519294	1.B.12.4.1
total_11521345	3.D.1.2.1
total_11528102	3.A.5.1.1
total_11529020	9.B.98.1.3
total_11531078	1.B.12.4.1
total_11531990	3.A.5.1.1
total_11532252	3.D.4.6.1
total_11544569	1.B.33.1.3
total_11545046	4.A.1.1.5
total_11552830	4.A.1.1.7
total_11559911	3.D.4.6.1
total_1156072	1.B.33.1.4
total_11575094	8.A.21.2.1
total_11576296	9.B.18.1.1
total_11579279	3.D.1.5.1
total_11579576	3.D.1.2.1
total_11584750	1.A.11.1.4
total_11585070	2.A.64.1.1
total_11585133	2.A.7.3.6
total_11588850	9.A.34.2.1
total_11598373	1.B.12.4.1
total_11603544	3.D.1.2.1
total_11605097	1.B.33.1.3
total_11605675	3.D.1.2.1
total_11623314	3.D.9.1.1
total_1163427	8.A.21.2.1
total_11644065	1.A.24.1.1
total_11645466	3.D.1.6.1
total_1165241	4.A.1.1.7
total_11653412	1.C.82.1.1
total_11657362	3.D.4.5.1
total_11663806	3.D.4.4.1
total_11664411	3.D.1.5.1
total_11664412	3.D.1.3.1
total_11669017	2.A.2.6.3
total_11670013	2.A.72.1.1
total_11675828	3.D.1.5.1
total_11678693	3.D.1.3.1
total_11678816	3.B.1.1.5
total_11681063	3.D.1.2.1
total_1168869	1.B.12.4.1
total_11689010	3.A.1.17.1
total_11690251	3.D.2.2.1
total_11693784	3.D.1.2.1
total_1169885	8.A.21.2.1
total_11700505	3.D.1.6.1
total_11701282	3.A.5.1.1
total_11708127	9.B.3.1.2
total_1171822	2.A.6.2.23
total_1171823	2.A.6.2.2
total_1171824	2.A.6.2.23
total_11728651	3.A.2.1.2
total_11732877	3.A.1.122.2
total_1173389	1.B.12.4.1
total_11738220	3.D.1.2.1
total_11740678	9.B.31.1.1
total_11742638	8.A.21.2.1
total_11744295	9.B.3.1.1
total_1174441	1.C.82.1.1
total_11746579	3.B.1.1.5
total_11754618	1.C.82.1.1
total_11761146	3.D.1.2.1
total_11762124	8.A.21.2.1
total_11769919	3.A.2.1.2
total_11773388	3.D.4.5.1
total_11773972	1.B.33.1.3
total_11778258	3.D.1.2.1
total_11778819	3.D.1.3.1
total_11779329	3.A.2.1.3
total_11779882	2.A.64.1.1
total_11790754	3.A.1.2.17
total_1179928	3.D.1.2.1
total_11800944	1.B.33.1.3
total_11811416	3.D.4.7.1
total_11819133	8.A.21.2.1
total_11820220	3.D.1.3.1
total_1182033	1.A.8.10.1
total_11822266	3.D.1.2.1
total_11823646	9.B.100.1.1
total_1182499	1.B.12.4.1
total_11826959	3.A.5.10.1
total_11829225	1.C.82.1.1
total_1183716	1.B.12.4.1
total_11845520	3.A.10.2.3
total_11846077	3.A.5.1.1
total_11847126	1.B.33.1.4
total_11847849	3.A.2.1.2
total_11853887	8.A.21.2.1
total_11855763	1.B.12.4.1
total_1185966	2.A.6.2.4
total_11865416	2.A.7.22.2
total_11869559	3.A.5.1.1
total_11871999	3.A.5.1.1
total_11875657	3.D.4.8.1
total_1187598	1.B.33.1.3
total_11877039	3.E.2.1.1
total_11878366	3.D.1.2.1
total_11881299	3.A.15.2.1
total_11884337	3.D.1.2.1
total_11884560	3.D.1.5.1
total_11887063	3.D.1.5.1
total_11892854	1.B.33.1.3
total_11896121	3.D.1.6.3
total_11900608	3.A.5.1.1
total_1190252	3.D.1.5.1
total_11907649	4.A.1.1.5
total_11908162	8.A.21.2.1
total_11910170	1.B.33.1.3
total_11912678	3.D.3.3.1
total_11915302	3.D.3.2.1
total_11926438	3.D.1.5.1
total_11936561	3.D.1.2.1
total_1194353	3.A.2.1.2
total_11948377	4.A.1.1.7
total_11950829	2.A.1.3.29
total_11951104	2.A.6.5.1
total_11951410	2.A.64.1.1
total_11954647	3.A.5.1.1
total_11955421	3.D.1.2.1
total_11956246	2.A.7.3.6
total_11959727	9.B.100.1.1
total_11966681	2.A.6.4.1
total_11968852	3.A.1.105.1
total_11969614	3.D.1.2.1
total_11969618	3.D.1.2.1
total_11975503	3.D.1.2.1
total_11977000	3.A.5.1.1
total_11981399	3.D.1.3.1
total_11984780	1.B.12.4.1
total_11989043	3.D.1.1.1
total_11997355	2.A.1.3.34
total_1200100	3.D.4.4.2
total_1201220	3.D.4.5.1
total_12018223	3.D.1.2.1
total_12021189	8.A.21.2.1
total_12021821	3.D.1.5.1
total_1202314	8.A.21.2.1
total_12026452	1.B.33.1.3
total_1202913	9.B.100.1.1
total_12035022	8.A.21.2.1
total_12039049	3.A.5.1.1
total_12042372	1.C.82.1.1
total_12044715	3.D.1.6.3
total_12054354	3.D.1.2.1
total_12059044	2.A.6.4.1
total_12066786	3.D.1.6.3
total_12067994	3.A.2.1.2
total_12069508	3.D.3.4.1
total_12073837	1.B.33.1.3
total_12077769	9.B.18.1.1
total_12084322	3.D.4.4.2
total_12086430	3.D.3.2.1
total_12094908	3.D.1.2.1
total_12095438	8.A.21.2.1
total_1210167	2.A.7.22.2
total_12102278	3.D.3.3.1
total_12103389	9.A.34.2.1
total_12106827	3.D.1.3.1
total_12107492	3.A.5.1.1
total_12111324	1.A.24.1.1
total_12115388	3.D.4.7.1
total_12118225	3.A.5.1.1
total_12121512	3.D.1.6.1
total_12126919	1.B.33.1.3
total_12128953	1.A.8.15.1
total_121312	1.B.12.4.1
total_12133666	3.A.2.1.2
total_12137615	1.B.33.1.3
total_12150280	3.D.1.2.1
total_12153664	3.A.5.1.1
total_12154786	3.D.1.5.1
total_12155548	3.A.2.1.2
total_12157354	8.A.1.3.3
total_12159266	9.B.24.2.2
total_12165274	1.A.22.1.1
total_12174067	3.D.1.3.1
total_12177669	5.A.1.2.1
total_12178216	3.A.1.122.2
total_12185750	3.D.1.6.1
total_12194011	3.A.5.2.2
total_12194738	8.A.21.2.1
total_12195832	3.A.15.3.1
total_12200045	3.D.1.5.1
total_1220137	1.B.33.1.4
total_12202347	3.D.1.2.1
total_12218863	3.D.4.6.1
total_12221055	9.A.10.2.3
total_12224708	3.A.5.2.2
total_12226368	1.B.12.4.1
total_12227052	2.A.2.6.3
total_1224007	2.A.64.1.1
total_12241584	3.D.4.5.1
total_1224221	3.D.4.8.1
total_12248932	3.D.1.2.1
total_12253112	9.B.100.1.1
total_12255742	3.D.1.6.1
total_12258993	9.B.3.1.2
total_12260919	3.A.5.1.1
total_12265412	3.D.1.6.1
total_12266531	3.D.4.5.1
total_12268789	1.B.33.1.3
total_12270418	1.C.82.1.1
total_12272823	2.A.1.3.24
total_12277255	3.D.2.2.1
total_12278187	2.A.6.2.4
total_12280301	2.A.37.1.2
total_12281112	2.A.7.22.2
total_12287294	1.B.33.1.3
total_12287347	1.C.82.1.1
total_12288905	3.A.3.25.2
total_12290459	3.D.1.7.1
total_12290491	3.D.1.2.1
total_1229121	3.A.5.1.1
total_1229261	3.A.15.2.1
total_12293569	3.D.4.4.1
total_12293748	1.B.12.4.1
total_12296993	3.A.10.2.1
total_12297105	8.A.21.2.1
total_12303692	3.D.1.5.1
total_12310647	3.A.10.2.1
total_12314472	2.A.56.3.1
total_12318287	1.C.82.1.1
total_12324108	3.D.1.2.1
total_12325101	2.A.72.1.1
total_1232933	3.D.1.2.1
total_12330706	3.D.4.5.1
total_12330831	1.A.24.1.1
total_12331252	1.B.12.4.1
total_12333819	2.A.64.1.1
total_12334785	3.A.5.2.2
total_12334946	3.D.4.7.1
total_12335412	1.B.12.4.1
total_12338019	1.B.12.4.1
total_12339374	3.D.4.4.1
total_12342573	8.A.21.2.1
total_1234885	9.B.3.1.2
total_123527	3.D.1.5.1
total_1237339	1.C.82.1.1
total_12374148	9.B.100.1.1
total_1237613	3.A.5.1.1
total_12385016	3.D.2.2.1
total_1238696	3.A.5.1.1
total_12389448	3.D.4.4.1
total_12393246	1.B.12.4.1
total_1239760	1.C.82.1.1
total_12397996	3.A.2.1.2
total_12398558	3.D.3.4.1
total_12398732	3.D.4.5.1
total_12400336	2.A.6.4.1
total_12407278	3.D.1.6.1
total_12408273	3.D.1.6.1
total_12413401	8.A.21.2.1
total_12413606	3.D.1.2.1
total_12413619	9.B.76.1.1
total_12415006	3.A.1.132.3
total_12419983	3.A.5.2.2
total_12421658	3.D.1.2.1
total_12427900	2.A.6.2.39
total_12432763	1.B.12.4.1
total_12434426	1.C.82.1.1
total_12437236	1.A.24.1.1
total_12439281	3.A.2.1.1
total_12440541	8.A.21.2.1
total_12441789	2.A.64.3.2
total_12446142	1.A.24.1.1
total_12463252	1.C.82.1.1
total_12468339	3.D.4.4.2
total_12470737	3.A.5.2.2
total_12471871	1.B.12.4.1
total_12474916	3.D.1.2.1
total_12477335	2.A.6.4.1
total_12478120	3.D.1.3.1
total_12478167	3.D.1.3.1
total_12480160	1.C.82.1.1
total_1248797	2.A.6.3.1
total_12503094	8.A.21.1.1
total_12504907	3.D.1.2.1
total_12506427	3.D.1.2.1
total_12517273	3.D.1.2.1
total_12517700	1.A.8.15.1
total_12517749	2.A.1.3.34
total_1251884	2.A.6.2.39
total_12523701	3.A.5.1.1
total_12526995	3.D.2.2.1
total_1252880	9.B.29.1.1
total_12533409	3.A.2.1.2
total_12534830	3.A.5.1.1
total_12539150	3.D.1.2.1
total_12539151	3.D.1.2.1
total_12539577	1.A.24.1.1
total_12542537	3.A.2.1.1
total_12545211	1.B.12.4.1
total_12545371	3.A.2.1.2
total_12545565	3.D.1.3.1
total_12547897	3.D.1.2.1
total_12551591	3.B.1.1.2
total_1255273	3.D.1.6.4
total_1256043	3.D.2.2.1
total_1256225	2.A.7.22.2
total_12562414	1.C.82.1.1
total_12572347	3.B.1.1.3
total_12579208	3.D.1.5.1
total_12580841	3.D.2.2.1
total_12585563	3.D.3.3.1
total_12588745	3.D.1.6.3
total_12591017	1.C.82.1.1
total_12593894	1.C.82.1.1
total_12598671	2.A.62.1.1
total_12599660	3.B.1.1.3
total_12605653	9.B.27.2.3
total_12612770	1.B.12.4.1
total_12630704	1.B.12.4.1
total_12632581	3.D.4.5.1
total_12632582	3.D.4.5.1
total_12633473	3.D.4.4.1
total_12651706	1.B.33.1.3
total_12654939	3.D.4.6.1
total_12657219	1.B.33.1.3
total_1265865	1.B.4.2.1
total_12658704	1.C.82.1.1
total_12665190	3.A.1.4.1
total_12667502	3.D.1.7.1
total_12668881	3.A.5.1.1
total_12668972	3.A.2.2.5
total_1267572	3.A.1.132.3
total_12679625	9.B.18.1.1
total_12681014	3.D.1.2.1
total_12681424	9.A.34.2.1
total_12683042	3.D.2.1.1
total_12683367	1.B.33.1.3
total_12685922	3.D.1.3.1
total_12688380	2.A.88.2.1
total_12696438	3.D.1.2.1
total_12696439	3.D.1.2.1
total_12699073	2.A.102.6.1
total_12699655	2.A.64.1.1
total_1270644	3.D.1.2.1
total_12710157	3.A.16.1.2
total_12715591	3.D.1.2.1
total_12719483	3.D.2.2.1
total_12724901	3.D.4.4.1
total_12727875	3.D.1.6.1
total_12736054	3.D.4.5.1
total_12736859	2.A.36.6.1
total_12747351	3.D.4.6.1
total_12750136	3.A.2.1.2
total_12751840	3.D.2.2.1
total_12753523	2.A.53.9.2
total_1275826	3.D.1.2.1
total_12762507	1.A.22.1.3
total_12765086	9.B.3.1.3
total_12767611	3.A.1.1.20
total_12779470	3.A.15.3.1
total_127813	1.B.12.4.1
total_12782902	2.A.7.3.6
total_12784485	1.A.24.1.1
total_12797717	3.A.1.10.2
total_12799250	3.A.5.1.1
total_12800567	1.A.24.1.1
total_1280545	4.B.1.1.5
total_1280978	3.B.1.1.5
total_12810090	1.B.12.4.1
total_12811740	3.D.1.6.1
total_12815427	2.A.7.22.2
total_12816356	3.D.1.2.1
total_12819478	1.B.12.4.1
total_12821462	8.A.21.2.1
total_12822956	3.D.4.5.1
total_12835394	1.B.33.1.3
total_12849656	1.A.62.2.1
total_12849687	8.A.21.2.1
total_12849894	1.A.24.1.1
total_12850760	1.B.12.4.1
total_12851936	3.D.4.5.1
total_12865104	3.E.2.1.1
total_12866086	3.D.1.3.1
total_12869013	3.D.1.6.4
total_12869479	3.D.1.2.1
total_12872127	2.A.6.2.31
total_12876334	1.C.82.1.1
total_12884412	9.B.3.1.2
total_12894159	8.A.21.2.1
total_12894969	3.A.5.2.2
total_12905584	8.A.21.2.1
total_12911894	1.B.12.4.1
total_12917632	2.A.1.3.34
total_12931807	3.A.5.1.1
total_12933497	1.B.12.4.1
total_12939493	3.A.5.1.1
total_12939789	1.B.12.4.1
total_12946818	3.A.5.2.2
total_12947233	3.D.1.2.1
total_12953758	1.B.33.1.3
total_12955131	3.E.2.2.2
total_12958200	9.B.76.1.1
total_12962435	2.A.64.3.1
total_12967521	3.A.5.1.1
total_12976156	3.D.4.11.1
total_1297676	3.D.4.5.1
total_12977912	3.D.4.5.1
total_1297813	3.D.1.2.1
total_12985934	3.D.4.5.1
total_12991615	8.A.21.2.1
total_12991696	1.C.82.1.1
total_12999718	3.D.3.4.1
total_13001039	3.D.2.2.1
total_1300300	3.D.4.5.1
total_13004652	3.A.5.2.2
total_13010840	3.D.1.6.1
total_13013305	9.B.24.2.2
total_13015953	1.A.30.2.2
total_13017013	2.C.1.2.1
total_13020170	3.D.2.2.1
total_1302121	3.D.3.3.1
total_13024997	3.D.1.2.1
total_13028353	1.C.82.1.1
total_13030817	1.C.82.1.1
total_1303775	9.A.34.1.1
total_13041961	3.D.1.6.3
total_13042381	3.A.2.1.3
total_13052734	1.B.12.4.1
total_13058736	3.D.1.2.1
total_13059448	2.A.52.1.2
