Query_id	TC_number
total_12202347	3.D.1.2.1
total_12226368	1.B.12.4.1
total_12227127	3.A.2.1.3
total_1224007	2.A.64.1.1
total_1224221	3.D.4.8.1
total_12248932	3.D.1.2.1
total_12253112	9.B.100.1.1
total_12260919	3.A.5.1.1
total_12266531	3.D.4.5.1
total_12270418	1.C.82.1.1
total_12277255	3.D.2.2.1
total_12278187	2.A.6.2.4
total_1228682	1.B.12.4.1
total_12287294	1.B.33.1.3
total_12287347	1.C.82.1.1
total_12290459	3.D.1.7.1
total_1229121	3.A.5.1.1
total_1229122	3.A.5.2.2
total_1229261	3.A.15.2.1
total_12293748	1.B.12.4.1
total_12297105	8.A.21.2.1
total_12318287	1.C.82.1.1
total_12325101	2.A.72.1.1
total_1232933	3.D.1.2.1
total_12330706	3.D.4.5.1
total_12330831	1.A.24.1.1
total_12331252	1.B.12.4.1
total_12333819	2.A.64.1.1
total_12335412	1.B.12.4.1
total_12342573	8.A.21.2.1
total_1234885	9.B.3.1.2
total_12350863	1.B.12.4.1
total_123527	3.D.1.5.1
total_12358289	3.D.1.2.1
total_12369899	1.B.12.4.1
total_1237339	1.C.82.1.1
total_1237613	3.A.5.1.1
total_1238306	3.A.15.2.1
total_12386506	3.D.1.2.1
total_1238696	3.A.5.1.1
total_12389448	3.D.4.4.1
total_123896	3.A.2.3.1
total_12393246	1.B.12.4.1
total_1239760	1.C.82.1.1
total_12398558	3.D.3.4.1
total_12398732	3.D.4.5.1
total_12400336	2.A.6.4.1
total_12408273	3.D.1.6.1
total_12411486	1.B.33.1.3
total_12413401	8.A.21.2.1
total_12413606	3.D.1.2.1
total_12413619	9.B.76.1.1
total_12419983	3.A.5.2.2
total_12421097	1.B.12.4.1
total_12421153	3.D.1.5.1
total_12432763	1.B.12.4.1
total_12434426	1.C.82.1.1
total_12437236	1.A.24.1.1
total_12439281	3.A.2.1.1
total_12446142	1.A.24.1.1
total_12450297	1.C.82.1.1
total_12463222	3.D.3.1.1
total_12463252	1.C.82.1.1
total_12474916	3.D.1.2.1
total_12478134	9.B.14.1.2
total_12503094	8.A.21.1.1
total_12515912	3.A.5.2.2
total_12517273	3.D.1.2.1
total_12517700	1.A.8.15.1
total_1251884	2.A.6.2.39
total_12522117	3.A.5.1.1
total_12523701	3.A.5.1.1
total_12526995	3.D.2.2.1
total_12534830	3.A.5.1.1
total_12539151	3.D.1.2.1
total_12539577	1.A.24.1.1
total_12545211	1.B.12.4.1
total_1255273	3.D.1.6.4
total_1256043	3.D.2.2.1
total_12579208	3.D.1.5.1
total_12580841	3.D.2.2.1
total_12584163	3.A.5.1.1
total_12585563	3.D.3.3.1
total_12588745	3.D.1.6.3
total_12591017	1.C.82.1.1
total_12593894	1.C.82.1.1
total_12612770	1.B.12.4.1
total_12632582	3.D.4.5.1
total_12657219	1.B.33.1.3
total_12658704	1.C.82.1.1
total_12668972	3.A.2.2.5
total_1267572	3.A.1.132.3
total_12681424	9.A.34.2.1
total_12683042	3.D.2.1.1
total_12683367	1.B.33.1.3
total_12685922	3.D.1.3.1
total_12696438	3.D.1.2.1
total_12696439	3.D.1.2.1
total_12699073	2.A.102.6.1
total_1270644	3.D.1.2.1
total_12712915	3.D.1.5.1
total_12715591	3.D.1.2.1
total_12719483	3.D.2.2.1
total_12724901	3.D.4.4.1
total_12726148	1.B.33.1.3
total_12736054	3.D.4.5.1
total_12736859	2.A.36.6.1
total_12742086	1.C.82.1.1
total_12751840	3.D.2.2.1
total_12753523	2.A.53.9.2
total_1275826	3.D.1.2.1
total_12765086	9.B.3.1.3
total_127813	1.B.12.4.1
total_12783864	3.D.1.6.1
total_12784485	1.A.24.1.1
total_12800567	1.A.24.1.1
total_1280545	4.B.1.1.5
total_1280978	3.B.1.1.5
total_12815427	2.A.7.22.2
total_12819478	1.B.12.4.1
total_12821462	8.A.21.2.1
total_12821729	3.A.5.1.1
total_12822956	3.D.4.5.1
total_12833940	1.B.33.1.3
total_12835394	1.B.33.1.3
total_12840277	3.A.5.2.2
total_12849687	8.A.21.2.1
total_12850760	1.B.12.4.1
total_12851936	3.D.4.5.1
total_12868132	1.B.33.1.3
total_12869013	3.D.1.6.4
total_12869479	3.D.1.2.1
total_12872127	2.A.6.2.31
total_12876334	1.C.82.1.1
total_12894159	8.A.21.2.1
total_12905584	8.A.21.2.1
total_12911893	1.B.12.4.1
total_12911894	1.B.12.4.1
total_12917382	3.D.2.2.1
total_12917632	2.A.1.3.34
total_12931807	3.A.5.1.1
total_12933496	1.B.12.4.1
total_12933497	1.B.12.4.1
total_12946818	3.A.5.2.2
total_12955131	3.E.2.2.2
total_12958200	9.B.76.1.1
total_12968908	3.D.1.2.1
total_1297270	1.B.12.4.1
total_12976156	3.D.4.11.1
total_1297676	3.D.4.5.1
total_1297813	3.D.1.2.1
total_1298797	2.A.72.1.1
total_12990394	3.D.4.4.2
total_12991696	1.C.82.1.1
total_12999718	3.D.3.4.1
total_13001039	3.D.2.2.1
total_1300300	3.D.4.5.1
total_13004652	3.A.5.2.2
total_13013305	9.B.24.2.2
total_13024997	3.D.1.2.1
total_13028353	1.C.82.1.1
total_13030817	1.C.82.1.1
total_13041961	3.D.1.6.3
total_13042381	3.A.2.1.3
total_13052734	1.B.12.4.1
total_13055400	3.A.5.1.1
total_13058736	3.D.1.2.1
total_13059448	2.A.52.1.2
total_13061660	3.A.5.1.1
total_13064492	9.A.19.1.1
total_13066890	2.A.64.1.1
total_1306901	3.A.5.1.1
total_13072410	1.B.12.4.1
total_13072411	1.B.12.4.1
total_1307324	3.A.1.107.1
total_13079689	3.D.4.4.2
total_13081808	3.A.5.1.1
total_1308857	1.C.82.1.1
total_1308932	2.A.72.1.1
total_13092943	9.B.18.1.1
total_13099550	3.D.1.5.1
total_13108521	3.D.2.2.1
total_13108940	2.A.4.7.1
total_13108958	3.D.1.2.1
total_13112731	5.B.3.1.1
total_13112756	3.D.1.3.1
total_13112757	3.D.1.5.1
total_1311919	1.C.82.1.1
total_13122304	9.B.18.1.1
total_13130273	3.D.3.4.1
total_1313290	3.D.3.3.1
total_13149286	3.D.1.2.1
total_13152303	9.B.76.1.1
total_13152308	1.A.11.1.4
total_13153698	1.B.33.1.3
total_1317286	3.D.2.2.1
total_13175115	1.B.33.1.3
total_13179912	3.A.2.1.2
total_1319251	3.D.1.3.1
total_1319253	3.D.1.5.1
total_1319254	3.D.1.3.1
total_1319256	3.D.9.1.1
total_1319257	3.D.1.3.1
total_1319258	3.D.1.5.1
total_13201199	3.D.4.5.1
total_13202974	2.A.8.1.2
total_1320346	3.D.1.5.1
total_1320463	3.D.4.5.1
total_13209948	1.B.12.4.1
total_13223479	3.D.1.2.1
total_13231210	1.B.12.4.1
total_13238054	1.B.12.4.1
total_1324371	3.D.1.1.1
total_13252993	3.B.1.1.5
total_13253199	3.D.1.2.1
total_13256762	1.C.82.1.1
total_13260099	1.B.33.1.3
total_13260157	8.A.21.2.1
total_13262343	1.B.33.1.3
total_1327543	1.C.82.1.1
total_1328950	3.D.1.5.1
total_13296838	1.C.82.1.1
total_1329780	3.A.5.1.1
total_1329814	3.D.3.3.1
total_13298684	1.B.12.4.1
total_133016	3.D.1.6.3
total_13309231	1.B.33.1.3
total_13314606	1.B.12.4.1
total_13318691	1.C.82.1.1
total_13319936	3.E.2.2.2
total_13332685	1.C.82.1.1
total_13351660	1.C.82.1.1
total_13354557	3.D.4.5.1
total_13355821	3.D.1.5.1
total_13368422	1.B.12.4.1
total_13372873	3.D.2.2.1
total_13376699	3.A.5.1.1
total_13379196	8.A.21.2.1
total_13384840	4.A.1.1.5
total_13390020	9.A.40.1.2
total_13398452	3.D.1.3.1
total_13400206	3.D.1.5.1
total_13400976	1.C.82.1.1
total_13408667	8.A.21.2.1
total_13419757	1.B.33.1.3
total_13423122	3.A.1.102.1
total_13423124	3.A.5.1.1
total_1342635	3.D.1.5.1
total_13426616	1.B.12.4.1
total_13429818	3.D.3.3.1
total_13429819	3.E.2.1.1
total_13450038	3.D.4.5.1
total_1345232	3.D.4.5.1
total_13464572	3.D.1.6.1
total_13467359	3.A.2.1.2
total_13472193	3.A.1.5.26
total_13477493	1.A.24.1.1
total_13481548	1.B.12.4.1
total_13495016	2.A.64.1.1
total_13504943	3.D.9.1.1
total_13505187	3.D.1.5.1
total_13505397	9.B.76.1.1
total_13508626	8.A.21.2.1
total_13511414	2.A.6.2.9
total_13512786	3.D.1.6.1
total_1351576	3.A.15.3.1
total_13517980	3.A.5.2.2
total_13527084	3.D.4.4.1
total_13536911	3.D.1.6.3
total_13537052	1.B.33.1.3
total_1353856	2.A.7.22.2
total_13539761	3.D.1.5.1
total_13539762	3.D.1.3.1
total_13551026	1.C.82.1.1
total_13551959	3.D.1.2.1
total_13556188	1.C.82.1.1
total_13562781	3.D.1.5.1
total_13569545	3.D.1.2.1
total_13570195	1.A.30.2.2
total_13583941	1.B.33.1.3
total_13591315	3.A.1.132.3
total_13591344	3.D.1.3.1
total_1359196	9.A.10.2.3
total_136063	3.D.4.5.1
total_13608802	1.C.82.1.1
total_13624140	8.A.21.2.1
total_13630076	3.D.4.5.1
total_13642547	9.B.3.1.3
total_13650466	3.A.5.1.1
total_13651483	3.A.1.3.2
total_13654351	3.A.5.2.2
total_13671728	3.A.16.1.2
total_1367546	8.A.21.2.1
total_1368222	1.A.24.1.1
total_13682561	1.B.12.4.1
total_13686149	3.D.1.6.3
total_1369289	9.B.3.1.2
total_13699063	3.A.5.2.2
total_13699340	1.C.82.1.1
total_13702983	2.A.4.1.4
total_13703549	9.B.3.1.1
total_13704184	3.D.1.2.1
total_137072	3.D.4.5.1
total_13713993	9.B.100.1.1
total_13715681	3.D.1.2.1
total_13719190	1.A.24.1.1
total_13720086	2.A.6.2.29
total_13725900	8.A.21.2.1
total_13726667	1.A.6.2.2
total_13727278	1.C.82.1.1
total_13730154	8.A.21.2.1
total_13731855	9.B.3.1.2
total_13735345	1.B.33.1.3
total_1374236	2.A.6.2.4
total_13762591	3.A.5.1.1
total_13768087	1.B.33.1.3
total_13770627	3.A.5.1.1
total_13772176	3.A.5.1.1
total_1378831	3.D.1.6.3
total_13789098	1.B.12.4.1
total_13792771	3.D.1.5.1
total_13805280	3.D.3.4.1
total_1381871	1.A.11.1.3
total_1381873	3.A.5.2.2
total_1382215	3.A.2.1.3
total_1382285	2.A.72.1.1
total_13825007	3.D.1.3.1
total_1382562	1.C.82.1.1
total_1382849	1.C.82.1.1
total_13833926	3.D.4.5.1
total_13839307	1.B.33.1.3
total_13841202	3.D.1.2.1
total_13848852	1.C.82.1.1
total_13852639	3.D.1.6.3
total_13856307	3.D.1.3.1
total_13860168	3.A.5.2.2
total_13861096	8.A.21.2.1
total_13862199	3.D.1.3.1
total_13865054	3.D.3.1.1
total_13871174	1.B.12.4.1
total_13873914	2.A.64.1.1
total_1389218	1.B.33.1.3
total_13893396	3.D.1.2.1
total_1389991	2.A.72.1.1
total_13902437	3.E.2.1.1
total_13906647	3.D.1.2.1
total_13907530	3.D.2.2.1
total_13907547	1.C.82.1.1
total_13915866	1.C.82.1.1
total_13916444	1.C.82.1.1
total_13918178	1.C.82.1.1
total_13918484	2.A.7.6.1
total_13919461	3.D.1.6.3
total_13920506	3.D.3.3.1
total_139227	1.B.33.1.3
total_13923865	3.A.2.1.2
total_13929680	8.A.21.2.1
total_13931586	3.A.5.1.1
total_13933121	3.D.1.2.1
total_13933536	1.B.12.4.1
total_13933612	1.B.12.4.1
total_13934554	2.A.96.1.1
total_13944049	1.B.12.4.1
total_13946242	1.B.12.4.1
total_1395355	3.A.5.2.2
total_13957241	1.B.33.1.3
total_13966250	3.A.1.132.3
total_13970847	9.B.3.1.2
total_13975318	3.D.1.2.1
total_13989575	3.A.5.2.2
total_13995470	3.D.1.6.4
total_13998519	3.A.15.2.1
total_14001194	3.D.1.2.1
total_14003078	4.A.1.1.5
total_1400354	3.D.1.6.1
total_14003662	2.A.7.22.2
total_14004641	4.A.1.1.7
total_14031746	3.D.9.1.1
total_14037229	3.D.1.5.1
total_14037230	3.D.1.3.1
total_14041155	3.D.9.1.1
total_1404513	2.A.6.2.9
total_14058222	3.D.3.3.1
total_14058223	3.E.2.1.1
total_14063636	3.D.1.6.1
total_14067447	3.D.1.1.1
total_1406862	1.B.33.1.3
total_14070138	3.D.4.6.1
total_14078638	3.D.1.2.1
total_14089488	3.D.4.4.2
total_1410280	1.A.12.3.1
total_14111410	3.D.2.2.1
total_14113316	1.B.33.1.3
total_14124263	1.B.12.4.1
total_14133946	1.B.12.4.1
total_14142425	3.A.2.3.1
total_14143335	3.A.2.1.2
total_14145035	3.D.1.3.1
total_14145036	3.D.1.5.1
total_14151620	2.A.7.1.4
total_1416060	8.A.21.2.1
total_14161311	3.D.4.7.1
total_14165601	3.A.2.1.1
total_14169354	2.A.6.2.4
total_14175217	3.A.1.17.4
total_1418068	1.C.82.1.1
total_14182373	3.D.2.2.1
total_14198793	3.D.4.7.1
total_14199037	1.B.12.4.1
total_14202517	1.A.24.1.1
total_14204370	1.B.33.1.3
total_14205856	1.B.12.4.1
total_14221660	1.A.11.5.1
total_14226963	3.D.1.2.1
total_14227575	1.B.12.4.1
total_1423026	3.D.1.5.1
total_14234945	1.C.82.1.1
total_14244747	2.A.1.67.1
total_14244987	3.D.1.6.1
total_14250008	8.A.21.2.1
