Query_id	TC_number
total_20271882	9.B.76.1.1
total_20319469	2.A.72.1.1
total_20351210	1.B.33.1.3
total_20368080	9.B.3.1.3
total_2045545	3.A.15.3.1
total_20580129	1.C.82.1.1
total_20588779	2.A.38.1.3
total_2064087	1.C.82.1.1
total_2149283	3.A.18.1.1
total_2152592	1.C.82.1.1
total_2164973	1.A.22.1.1
total_2221056	3.A.3.5.20
total_2262926	8.A.21.2.1
total_2286900	1.A.11.1.4
total_2287686	9.B.18.1.1
total_2290401	2.A.19.2.1
total_2296103	1.C.82.1.1
total_232315	3.A.12.1.1
total_2332262	4.A.1.1.5
total_2332267	4.A.1.1.1
total_2373540	9.A.19.1.2
total_2381822	1.B.12.4.1
total_2394686	8.A.21.2.1
total_2399267	3.D.2.2.1
total_2399269	3.D.2.2.1
total_242577	1.B.33.1.3
total_2439595	3.A.15.3.1
total_2465796	1.C.82.1.1
total_2483934	3.B.1.1.2
total_2496604	3.D.1.3.1
total_2497255	9.B.3.1.3
total_2500571	3.A.5.1.1
total_2528501	2.A.6.2.9
total_2543525	3.A.12.1.1
total_2568606	3.A.2.1.1
total_2570233	1.C.82.1.1
total_2576058	3.D.2.2.1
total_2621351	3.D.2.2.1
total_2722070	1.B.33.1.3
total_2763615	1.B.33.1.3
total_2770285	1.C.82.1.1
total_2783108	2.A.1.3.11
total_2784095	1.B.33.1.3
total_2801015	8.A.21.2.1
total_2806255	3.A.16.1.1
total_2818055	1.B.33.1.3
total_2853770	1.C.82.1.1
total_2856574	3.A.2.1.1
total_2873949	3.B.1.1.5
total_2884606	3.B.1.1.2
total_2885938	3.B.1.1.2
total_2899961	1.C.82.1.1
total_2909309	3.D.4.5.1
total_2914709	9.B.27.2.3
total_2933732	3.A.18.1.1
total_2992716	3.D.4.4.2
total_3000103	9.B.35.2.1
total_3029156	3.A.1.115.1
total_3092593	2.A.72.1.1
total_3096763	2.A.36.6.3
total_3128263	9.B.3.1.3
total_3128487	8.A.21.2.1
total_3158036	4.A.1.1.7
total_316139	1.A.11.2.2
total_3177312	9.A.34.1.1
total_3220248	5.A.3.2.1
total_3236740	1.C.82.1.1
total_3255494	1.A.12.3.1
total_3270834	2.A.7.22.2
total_327280	3.A.18.1.1
total_3276168	3.A.5.2.2
total_3340705	1.B.33.1.3
total_3347922	1.A.12.3.1
total_3350061	1.C.82.1.1
total_335552	3.D.1.2.1
total_335553	3.D.1.6.1
total_3369226	8.A.21.2.1
total_342400	1.A.12.3.1
total_3442375	9.B.3.1.2
total_3449776	1.A.11.1.4
total_3468960	8.A.21.2.1
total_3489713	8.A.21.2.1
total_3500940	2.A.6.2.35
total_3527417	3.A.3.2.21
total_353127	2.A.72.1.1
total_3534086	3.B.1.1.5
total_366535	3.A.3.5.10
total_3681907	8.A.21.2.1
total_3692527	3.D.2.2.1
total_3716544	1.C.82.1.1
total_3732039	1.B.33.1.4
total_377240	2.A.52.1.4
total_3813460	1.C.82.1.1
total_3844396	3.A.1.7.1
total_3916152	3.D.4.5.1
total_3954435	9.B.27.2.3
total_3967274	1.A.8.3.1
total_4016939	1.C.82.1.1
total_4022295	1.C.82.1.1
total_4023587	3.D.8.1.1
total_4034722	1.C.82.1.1
total_4038049	3.B.1.1.2
total_405062	1.C.82.1.1
total_4126106	1.C.82.1.1
total_4140381	3.B.1.1.3
total_4188685	3.D.1.2.1
total_4190603	3.D.4.8.1
total_424437	9.B.3.1.2
total_4280286	5.A.1.2.1
total_4356919	9.B.3.1.1
total_4372839	1.B.33.1.3
total_4394053	9.B.18.1.1
total_4403670	2.A.6.3.1
total_4404007	3.A.5.1.1
total_441361	8.A.21.2.1
total_4414783	3.D.1.3.1
total_4423377	1.C.82.1.1
total_4474114	3.D.1.2.1
total_4474115	3.D.1.2.1
total_447769	3.D.2.1.1
total_447770	3.D.2.1.1
total_452616	3.B.1.1.5
total_4536087	1.C.82.1.1
total_4544689	3.D.1.2.1
total_4623738	9.B.3.1.3
total_4655307	1.A.11.5.1
total_46629	1.C.82.1.1
total_4675095	2.A.72.1.1
total_4686168	1.C.82.1.1
total_4717636	8.A.21.2.1
total_4746062	1.C.82.1.1
total_4774024	3.B.1.1.3
total_4827789	3.A.12.1.1
total_482834	1.B.33.1.3
total_4834994	9.B.27.2.3
total_4843225	3.A.12.1.1
total_4856355	1.A.12.3.1
total_4870302	1.A.11.1.3
total_4891922	9.B.24.2.2
total_4892337	2.A.96.1.3
total_4896757	3.B.1.1.5
total_4946356	3.B.1.1.5
total_5014252	1.B.33.1.3
total_501482	9.A.40.1.2
total_5024295	3.A.5.2.2
total_5030789	3.D.2.2.1
total_5036969	1.C.82.1.1
total_5048753	1.B.33.1.3
total_505423	1.A.62.3.1
total_5103818	4.A.1.1.7
total_5109654	2.C.1.2.1
total_5125303	8.A.21.2.1
total_5139218	1.B.33.1.3
total_5150806	9.B.24.2.2
total_5219673	1.C.82.1.1
total_5238938	3.A.1.132.3
total_5276861	1.A.8.10.2
total_5314117	9.B.30.1.1
total_5321806	8.A.21.2.1
total_5363466	1.A.2.2.2
total_5372525	3.A.5.2.2
total_5372526	3.A.5.2.2
total_5397671	8.A.21.2.1
total_5401562	1.C.82.1.1
total_5476189	9.B.3.1.3
total_547748	3.D.1.5.1
total_5477723	3.A.1.132.3
total_5501687	1.C.82.1.1
total_5507735	2.A.66.1.4
total_5543810	1.B.12.4.1
total_5558929	3.A.5.1.1
total_5572487	3.A.5.2.2
total_5587508	3.A.5.2.2
total_5592400	2.A.3.14.1
total_5613168	9.B.3.1.3
total_5627722	9.B.27.2.3
total_5628834	9.B.3.1.3
total_5708923	3.B.1.1.3
total_5712830	1.C.82.1.1
total_5735926	3.A.1.121.4
total_5737878	3.D.1.2.1
total_5763586	1.C.82.1.1
total_5766262	1.C.82.1.1
total_5791037	1.C.82.1.1
total_5874284	1.C.82.1.1
total_5895066	2.A.72.1.1
total_5907603	8.A.21.2.1
total_5947316	2.A.7.22.2
total_5997897	2.A.96.1.3
total_6004594	2.A.96.1.3
total_6004695	8.A.21.2.1
total_6021161	2.C.1.2.1
total_6027811	1.B.12.4.1
total_6078974	3.B.1.1.5
total_6086090	3.B.1.1.2
total_6109319	3.A.5.2.2
total_6184842	1.B.33.1.3
total_6192356	2.A.40.1.3
total_6195169	1.A.11.1.1
total_6243153	3.B.1.1.5
total_6289878	2.A.1.7.9
total_629127	2.A.3.5.1
total_6305606	1.C.82.1.1
total_6329876	1.A.11.2.5
total_6339412	9.B.76.1.1
total_635155	1.C.82.1.1
total_635637	3.B.1.1.2
total_6383601	3.D.2.2.1
total_6386552	2.A.1.59.2
total_6399075	1.B.33.1.3
total_6405991	9.B.35.2.1
total_6413719	8.A.21.2.1
total_6444551	3.A.5.1.1
total_6469028	3.A.10.2.2
total_6560896	1.C.82.1.1
total_657500	3.D.9.1.1
total_6586721	3.D.1.6.3
total_66186	3.B.1.1.5
total_6618898	2.A.6.2.23
total_6618899	2.A.6.2.2
total_6676417	8.A.3.2.3
total_6686094	3.D.1.2.1
total_6689881	1.B.33.1.3
total_678868	1.C.82.1.1
total_6797593	9.B.3.1.2
total_6849382	1.C.82.1.1
total_6885822	3.D.2.2.1
total_6957122	3.A.5.1.1
total_6960195	1.C.82.1.1
total_6974209	2.A.7.22.2
total_6996489	3.B.1.1.3
total_701424	1.B.33.1.3
total_7025036	2.A.39.3.4
total_713845	1.C.82.1.1
total_7173976	1.C.82.1.1
total_7197783	1.C.82.1.1
total_7208195	9.B.14.1.3
total_7224441	1.C.82.1.1
total_7234654	3.B.1.1.3
total_7243438	3.A.1.103.1
total_7267449	1.A.12.3.1
total_7277825	3.A.1.132.3
total_7284264	1.A.30.2.1
total_7292385	1.B.33.1.3
total_7317477	3.D.2.2.1
total_7337087	2.A.96.1.3
total_7346976	3.D.1.2.1
total_7346978	3.D.1.6.3
total_7352029	3.A.5.1.1
total_7404626	2.A.102.6.1
total_7408455	3.A.1.132.3
total_7422998	9.B.35.2.1
total_7444982	3.D.4.5.1
total_7451384	1.B.33.1.3
total_7468072	1.C.82.1.1
total_7511586	3.A.1.5.12
total_7518684	1.C.82.1.1
total_754939	1.B.33.1.3
total_754976	3.A.1.210.9
total_7558130	1.C.82.1.1
total_7636437	9.B.18.1.1
total_7686126	1.B.12.4.1
total_773853	3.A.5.1.1
total_775104	1.B.33.1.3
total_7817324	1.B.4.2.1
total_7838317	3.D.4.4.1
total_7846360	8.A.21.2.1
total_7878396	8.A.21.2.1
total_7933654	3.A.3.25.2
total_7936627	3.A.1.132.3
total_7951728	3.D.2.2.1
total_7957937	4.A.1.1.5
total_797711	1.A.12.3.1
total_8038644	1.B.33.1.3
total_813169	9.B.27.2.3
total_8147269	2.A.102.6.1
total_8167718	1.C.82.1.1
total_819588	1.C.82.1.1
total_8249571	1.B.12.4.1
total_8345018	2.A.53.9.2
total_8373768	3.A.15.2.1
total_8411267	3.B.1.1.3
total_8418944	1.C.82.1.1
total_842814	9.B.14.1.2
total_8435120	1.C.82.1.1
total_8576082	1.C.82.1.1
total_8577202	2.A.96.1.1
total_8591960	8.A.21.2.1
total_85939	1.C.82.1.1
total_8607815	8.A.1.1.1
total_8613343	1.C.82.1.1
total_863910	9.B.98.1.3
total_8675681	3.D.1.5.1
total_8682656	1.B.33.1.3
total_8698176	1.C.82.1.1
total_8755791	3.A.5.1.1
total_8773061	1.C.82.1.1
total_8805217	8.A.21.2.1
total_8834926	1.B.33.1.4
total_8853461	8.A.21.2.1
total_8915133	3.D.1.6.4
total_8926944	3.D.2.2.1
total_8930016	3.D.4.4.2
total_8947014	2.A.6.2.4
total_8954122	1.C.82.1.1
total_8966556	3.D.1.2.1
total_8975817	9.B.20.1.2
total_9027367	2.A.55.3.2
total_9031677	9.B.3.1.2
total_9046284	8.A.21.2.1
total_9095461	3.A.3.5.4
total_912146	3.A.1.120.5
total_9146314	1.C.82.1.1
total_9150303	2.A.53.9.2
total_9172921	1.C.82.1.1
total_9190827	1.C.82.1.1
total_9236797	2.A.7.2.1
total_924687	1.C.82.1.1
total_9254432	1.C.82.1.1
total_9304947	1.B.33.1.3
total_932045	3.E.2.1.1
total_932047	1.A.12.3.1
total_9338903	1.C.82.1.1
total_9391879	3.B.1.1.3
total_940618	3.B.1.1.3
total_9424111	1.B.33.1.3
total_9469888	3.A.5.1.1
total_9534351	2.A.6.2.9
total_9575139	9.B.18.1.1
total_9596462	8.A.21.2.1
total_9649491	2.A.4.7.1
total_9649777	3.D.1.1.1
total_9663685	3.A.18.1.1
total_9672690	1.C.82.1.1
total_968286	3.A.5.1.1
total_9760709	3.A.2.1.1
total_9868522	2.A.23.1.2
total_9896047	9.A.36.1.3
