Query_id	Subject_class
total_10539870	GT30
total_10539870	GT30
total_10539874	CE11
total_10539874	CE11
total_10542850	GH47
total_10544382	CE1
total_10544382	CE1
total_10544382	CE1
total_10544382	CE1
total_10544382	CE1
total_10547797	CBM48
total_1055187	GH18
total_10552234	GH39
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10553063	CBM50
total_10558795	GT1
total_10558795	GT30
total_10569975	CBM50
total_10569975	CBM50
total_10569975	CBM50
total_10569975	CBM50
total_10575961	GH93
total_10584523	GT29
total_10595283	GH16
total_10599420	GH28
total_10603608	GT47
total_1060389	GH1
total_1060389	GH95
total_10609840	GH65
total_10609840	GH65
total_10609840	GH65
total_10609840	GH65
total_10610986	CBM50
total_10615663	GH53
total_10615663	GH53
total_10615663	GH53
total_10621461	GT41
total_10621461	GT2
total_10621461	GT41
total_10621461	GT41
total_10621461	GT4
total_10621461	GT4
total_10621461	GT2
total_10628748	GH3
total_10629951	CBM50
total_10629951	CBM50
total_10629951	GH73
total_10630233	GH1
total_10632798	GH72
total_10634324	CBM6
total_10634324	GH99
total_10634324	GH99
total_10634324	GH99
total_10634324	CBM6
total_10634324	GH99
total_10634324	CBM32
total_10634324	GH99
total_10634324	CBM6
total_10634324	GH99
total_10635396	GT2
total_10635894	CBM50
total_10635894	GH23
total_10646590	CBM6
total_10646622	GH3
total_10646622	GH3
total_10646622	GH3
total_10646622	GH3
total_10646622	GH3
total_10647739	GT2
total_10654497	GH32
total_10659385	CBM5
total_10659385	CBM12
total_10664783	GH130
total_10664788	GH33
total_10664842	GH39
total_10664851	GH43
total_10664852	GH39
total_10664852	GH39
total_10665913	GT4
total_10675592	GH73
total_10675592	GH73
total_10677166	GH72
total_10679078	GH38
total_10679078	GH38
total_10679078	GH38
total_10682268	GH2
total_10690750	GT2
total_10692940	GH39
total_10697856	GH33
total_10698985	GT2
total_10704880	CBM50
total_10713015	GH76
total_10715888	CBM13
total_10718096	AA4
total_10718096	AA4
total_10718210	GT4
total_10718210	GT4
total_10718210	GT4
total_10718210	GT41
total_10718471	GH2
total_10718471	GH2
total_10723244	CBM48
total_10731816	GT4
total_10731816	GT4
total_10731816	GT4
total_10731816	GT4
total_10731816	GT4
total_10731816	GT4
total_10731816	GT4
total_10732427	GT34
total_10734027	GH93
total_10734480	GT2
total_10739267	GH1
total_10739267	GH95
total_1073993	GT35
total_1073994	GH78
total_10740299	GT28
total_10744835	GH33
total_10745682	GH74
total_1074923	CBM32
total_1074923	CBM32
total_10759241	GH76
total_10762946	GH4
total_1077174	GH18
total_1077174	CBM2
total_10775806	CBM20
total_10776692	GT26
total_1078069	GT29
total_10782434	GT2
total_10782588	GH31
total_10782723	CBM50
total_10788555	GT2
total_10789415	CBM35
total_10789415	GH2
total_10789415	CBM35
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	CBM35
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	CBM35
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789415	GH2
total_10789666	GH32
total_10789666	GH32
total_10789666	GH32
total_10792415	CBM20
total_10792672	CBM32
total_1079585	CE9
total_10797778	CE9
total_10803263	GT51
total_10815487	GT82
total_10815487	GT82
total_10815683	CBM13
total_10819527	GH4
total_10820250	GT4
total_10820250	GT4
total_10820250	GT4
total_10820250	GT4
total_10820250	GT4
total_10820250	GT4
total_10820250	GT4
total_10823310	GH29
total_10829721	GT29
total_1083442	CE14
total_10840398	CE11
total_10842816	GT41
total_10842816	GT41
total_10842816	GT41
total_10842816	GT41
total_10842816	GT41
total_10842816	GT41
total_1084646	CE8
total_10847266	GT4
total_1084893	CBM50
total_1084992	GH35
total_10856092	PL9
total_10856092	PL9
total_10858529	GH31
total_10867474	CBM13
total_10869546	GT8
total_108755	GT34
total_10879269	GH38
total_10879631	GH13
total_1087983	GH65
total_1087983	GH65
total_1087983	GH65
total_1088086	GT87
total_1088086	GT87
total_10883988	GH72
total_10892204	CBM50
total_10900101	GH103
total_10900101	GH103
total_10900101	GH103
total_1090685	GH33
total_109086	GH13
total_10913508	GT41
total_10913770	CBM42
total_10913770	GH128
total_10913770	CBM42
total_10913770	GH128
total_10913770	GH128
total_10913770	PL9
total_10913770	PL9
total_1091441	CBM5
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10914548	GT2
total_10918696	GH37
total_10918696	GH37
total_10918696	GH37
total_10918696	GH37
total_1091916	AA3
total_10929641	CBM20
total_10936356	CBM2
total_10936453	CE9
total_10936453	CE9
total_10938774	GT2
total_10939020	GH28
total_10943450	CBM42
total_10943450	PL9
total_1094495	PL9
total_10945240	GT66
total_10946192	PL9
total_10946192	PL9
total_10946192	PL9
total_10946192	PL9
total_10946192	PL9
total_10946192	PL9
total_10948102	GH76
total_10950013	CE6
total_10956847	AA3
total_1095719	CBM20
total_10957817	CBM20
total_109609	GH10
total_109609	GH10
total_109609	GH10
total_109610	CE9
total_109610	CE9
total_109610	CE9
total_10963177	PL9
total_10963177	CBM42
total_10963924	GH3
total_10963924	GH3
total_10971771	GT28
total_10977384	CBM13
total_10977384	CBM5
total_10977384	GH18
total_10977384	CBM67
total_10981358	CBM50
total_10981358	CBM50
total_10995082	AA3
total_10995082	AA3
total_10995082	AA3
total_11002272	GH109
total_11002272	GH109
total_11002272	GH109
total_11002272	GH109
total_11002272	GH109
total_11008086	GT2
total_11019252	CBM47
total_1103429	GH92
total_11036736	GT51
total_11036736	GH92
total_11048900	GT51
total_11053886	GT2
total_11053886	GT2
total_11056985	GT47
total_11058404	GT66
total_11059964	GT28
total_11065893	GH16
total_11065893	GH16
total_11065893	GH16
total_11069844	GH92
total_11069844	GH92
total_11070592	GH2
total_11076459	GH35
total_11085827	GT51
total_1110535	CBM35
total_11106193	GT41
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11115814	GT2
total_11122153	GT2
total_11122153	GT2
total_1112468	CE1
total_1112468	GH73
total_1112468	CBM13
total_11130400	GH35
total_11136021	AA7
total_11138482	CBM50
total_11138482	CBM50
total_11138482	CBM50
total_11142316	GT4
total_11147754	CE14
total_11147876	CE1
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_1114866	GH109
total_11152208	GH109
total_11152208	GH109
total_11152208	GH109
total_11152208	GH109
total_11162532	GT51
total_1116347	GT4
total_11169446	GT29
total_11176198	GH12
total_11188545	GH23
total_11189884	CBM13
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11202274	GH39
total_11209411	GH4
total_11214844	GH95
total_11214844	GH1
total_11225252	GH18
total_11225252	CE4
total_11246056	GH109
total_11246056	GH109
total_11246056	GH109
total_11246056	GH109
total_11247958	GT87
total_11247958	GT87
total_11247958	GT87
total_11252134	CBM51
total_11252134	CBM42
total_11254406	GT30
total_11254406	GT30
total_11254406	GT30
total_11254406	GT30
total_11254406	GT30
total_11256567	CBM9
total_11256567	GH39
total_11256567	GH39
total_11256567	GH39
total_11256736	GT29
total_11259258	CBM3
total_11259258	GH74
total_11259258	GH74
total_11259258	GH74
total_11259258	GH74
total_11269771	GT2
total_11270650	CE4
total_11271334	GH2
total_11276419	GT34
total_11277055	GH1
total_11277055	GH95
total_11288707	GH33
total_11292407	GH47
total_11296593	CBM2
total_11296593	CBM2
total_11296593	CBM13
total_11297030	GH92
total_11299577	GH13
total_11305245	CBM20
total_11305510	GH51
total_11305510	GH51
total_11305510	GH51
total_1130664	CE9
total_1130664	CE9
total_1131328	GT47
total_1131910	GT28
total_11322509	GT9
total_11324339	GH23
total_11324339	GH23
total_11328007	CBM13
total_11328044	CE14
total_11328044	CE14
total_11328044	CE14
total_11333542	GT51
total_11334139	AA3
total_11334139	AA3
total_11336554	GT41
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	GH13
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_11349171	CBM48
total_11349171	GH13
total_11349171	CBM48
total_11349171	CBM48
total_113535	CE4
total_1136430	CBM51
total_1136430	GH35
total_1136430	CBM51
total_1136430	GH35
total_1136430	GH35
total_1136430	CBM51
total_1136430	CBM51
total_1136430	GH35
total_1136430	GH35
total_1136430	GH35
total_1136430	GH35
total_1136430	CBM51
total_1136430	CBM51
total_1136430	CBM51
total_1136430	GH35
total_1136430	CBM51
total_11364838	GT30
total_11364838	GT30
total_11369076	CE8
total_11369076	GH95
total_11373224	CBM48
total_11387770	GH32
total_11389259	GH39
total_1139084	GH84
total_1140874	AA7
total_1140874	AA7
total_11416702	GH73
total_11416702	GH73
total_11416702	GH73
total_11416702	GH73
total_11416702	GH73
total_11416702	GH73
total_11416702	GH73
total_11418461	CBM13
total_11421383	CBM20
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11431034	GH15
total_11432699	GH2
total_11446233	CBM56
total_11446233	CBM6
total_11446233	GH64
total_11446233	CBM12
total_11449744	CE1
total_11455885	GH67
total_11467790	GT4
total_11468138	GH13
total_11469018	GT51
total_11476644	GT51
total_11482415	CE11
total_11497431	CE14
total_11497431	CE14
total_11502200	GH16
total_11513404	GH73
total_1151652	AA12
total_1151652	AA12
total_11518860	CBM5
total_11522403	GH109
total_11522403	GH109
total_11522403	GH109
total_11527371	GH47
total_11527371	GH47
total_11528897	GT41
total_11537211	CE4
total_11537211	CE4
total_11537211	CE4
total_11540390	GT2
total_11540927	GT2
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_11548583	GH39
total_1154925	GT2
total_1154925	GT2
total_1155408	GT4
total_1155510	GT2
total_1155510	GT2
total_1155510	GT2
total_1155510	GT2
total_1155510	GT2
total_1155510	GT2
total_11561452	GH130
total_11562160	GT41
total_11562160	GT41
total_11564209	GH78
total_11574567	GT28
total_11586784	GT2
total_11588131	CBM12
total_11597304	CBM20
total_1160013	CBM50
total_11600238	AA3
total_11600238	AA3
total_11600238	AA3
total_11600238	AA3
total_11600238	AA3
total_11604320	GH23
total_11604320	GH23
total_11612142	GT2
total_11618317	GH33
total_11619329	GT2
total_11619329	GT2
total_116195	GH1
total_11621093	CBM20
total_11628440	GH65
total_11635607	CE9
total_11638227	GH13
total_11646917	CBM50
total_11646917	CBM50
total_11646917	CBM50
total_11646917	CBM50
total_11646917	CBM50
total_11646917	CBM50
total_11646917	CBM50
total_11646917	CBM50
total_11648711	GT87
total_11648711	GH5
total_11651987	CBM5
total_11654455	GH5
total_11655517	GH31
total_11672389	GH16
total_11672389	GH16
total_11672389	CE3
total_11675779	GH29
total_11692053	GH104
total_11704826	GH31
total_11707101	GH65
total_11707101	GH65
total_11707101	GH65
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707102	GH18
total_11707342	GT51
total_11716708	AA3
total_11717437	GT51
total_11717501	GH2
total_1172194	GH3
total_11740302	GT41
total_11744058	CBM5
total_11744295	GT28
total_11746140	GT30
total_11746140	GT30
total_11746140	GT30
total_11746140	GT30
total_11747823	CE4
total_1175113	GT4
total_11755450	GT41
total_11755450	GT41
total_11755450	GT41
total_11755450	GT41
total_11755450	GT41
total_11755450	GT41
total_11755450	GT41
total_11755450	GT41
total_11763445	GT28
total_11763445	GT28
total_11763445	GT28
total_11763445	GT28
total_11763445	GT28
total_11763445	GT28
total_11767525	GT2
total_11775280	GT2
total_11775379	GH13
total_11776113	CBM9
total_11776113	CBM9
total_11785942	GT4
total_1179303	GH25
total_11798008	GH76
total_11798578	GH47
total_11801259	CE4
total_11801259	CE4
total_11805537	GT26
total_11833120	GT82
total_11833120	GT82
total_1183802	GT29
total_11855591	CBM6
total_11856498	GT51
total_11856499	CBM50
total_11856499	CBM50
total_11856499	CBM50
total_11860885	GT4
total_1186157	GT2
total_11866426	PL9
total_11866426	CBM42
total_11868196	CE14
total_1187618	GT39
total_11885464	CE4
total_11885464	CE4
total_11885464	CE4
total_1189498	GT1
total_1190767	GT41
total_1190767	GT41
total_1190767	GT41
total_1190767	GT41
total_1190767	GT41
total_11912827	GT2
total_11915293	GT28
total_11923928	AA3
total_11923928	AA3
total_11923928	AA3
total_11923928	AA3
total_119241	GT34
total_1192572	GH23
total_1192572	GH23
total_11927328	AA1
total_11941449	GT4
total_11941449	GT4
total_11941449	GT4
total_11941449	GT4
total_11941449	GT4
total_11941449	GT4
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11945987	GT41
total_11946714	CBM13
total_11949593	GH1
total_11949593	GH95
total_11959526	CBM50
total_1198328	GT4
total_1198354	GT28
total_11986937	GH13
total_1198942	CBM9
total_1199321	GH13
total_1199321	GH13
total_1199322	CE14
total_1199323	GH4
total_1199340	GH35
total_11995983	GT84
total_11995983	GH94
total_11995983	GT84
total_11995983	GT84
total_11995983	GT84
total_11995983	GH94
total_11995983	GH94
total_11995983	GH94
total_12011984	GT2
total_12011984	GH10
total_12011984	GT2
total_12011984	CBM13
total_12011984	GT2
total_12011984	GT2
total_12012377	PL9
total_1201643	GT4
total_1201643	GT4
total_1201643	GT4
total_1201643	GT2
total_1201643	GT2
total_1201643	GT4
total_1201643	GT4
total_1201643	GT2
total_12032328	GT51
total_12040148	CBM13
total_12044921	GH28
total_12046819	GH128
total_12046819	PL9
total_12047261	GT29
total_1204772	GT34
total_12059678	GT2
total_1206516	GH2
total_12066128	GH4
total_12066128	GH4
total_12066128	GH4
total_12066637	GH1
total_12066637	GH95
total_12069194	AA3
total_12069194	AA3
total_12069194	AA3
total_12069194	AA3
total_12069194	AA3
total_12069194	AA3
total_12069194	AA3
total_12069194	AA3
total_12069194	AA3
total_12074704	GT2
total_12078506	GT2
total_12088212	GT28
total_12088212	GT28
total_12088212	GT28
total_12088991	CBM51
total_12092077	AA2
total_12092077	AA2
total_12092077	AA2
total_12092077	AA2
total_12092077	AA2
total_12093581	GT51
total_12100243	CE1
total_12100354	GH32
total_121048	GH1
total_121048	GH95
total_12109701	GT2
total_12122306	GH16
total_12122868	CE4
total_12140752	CE9
total_12140752	CE9
total_12142011	GH1
total_12142011	GH1
total_12142011	GH1
total_12151343	GT9
total_12154925	GH2
total_12160050	CE4
total_12160050	CE4
total_12160050	CE4
total_12160050	CE4
total_12162329	AA3
total_12162329	AA3
total_12177896	GH13
total_12191913	CE11
total_12191921	CBM50
total_12191921	CBM50
total_12191921	CBM50
total_12191954	CBM20
total_1220057	GH4
total_1220643	GT2
total_1220643	GT2
total_1220643	GT2
total_1221207	GT4
total_12212635	GH16
total_12212635	GH16
total_12212635	GH16
total_12212635	GH113
total_12212635	CBM47
total_12212635	GH16
total_12212635	GH16
total_12213595	AA3
total_12221695	GT20
total_12221695	GT20
total_12221695	GT20
total_12221695	GT20
total_12221695	GT20
total_12221695	GT20
total_12221695	GT20
total_12221760	CBM6
total_12223357	GT51
total_1223318	GH18
total_1223318	CBM12
total_1225058	CE3
total_1225058	GH9
total_12258993	GT28
total_12260064	GT4
total_12260064	GT4
total_12268916	GT2
total_12277323	GH15
total_12279489	CE11
total_12284763	GT28
total_12285348	GT4
total_12290622	CE11
total_12301534	GT4
total_12301535	PL12
total_12304379	GT4
total_12305273	GH93
total_12306255	GT30
total_12306255	GT30
total_12306255	GT30
total_12306255	GT30
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12309287	GT2
total_12318552	GH78
total_12319743	AA3
total_12319743	AA3
total_12335332	GH31
total_12335599	CE3
total_12345512	GT2
total_12352331	GH4
total_12352331	GH4
total_12352331	GH4
total_12352331	GH4
total_12352331	GH4
total_12354319	CE4
total_12354320	CE4
total_12360008	CE11
total_12364079	GT29
total_12371364	GT47
total_12377216	GH76
total_1238008	CE14
total_12398634	GT4
total_12407898	GH32
total_12407898	GH32
total_12413611	GT2
total_12421146	GH74
total_12423280	GH72
total_124240	GT4
total_124240	GT4
total_12431967	GH1
total_12431967	GH95
total_12436399	AA3
total_12436399	AA3
total_1243787	GH25
total_12441916	GT51
total_12443628	GH28
total_12447750	GH3
total_12447750	GH3
total_12448730	CBM32
total_12448730	CBM16
total_12448730	CBM32
total_12448730	CBM66
total_12448730	CBM16
total_12458139	GH74
total_12458755	GT4
total_12460331	GH28
total_12464099	GH47
total_12465685	GT28
total_12469823	GH18
total_12475737	GT4
total_12475737	GT4
total_12475737	GT4
total_12475737	GT4
total_12475737	GT4
total_12475737	GT4
total_12475737	GT4
total_12475737	GT4
total_12475737	GT4
total_12476887	GT4
total_12478853	GT5
total_12481167	GH18
total_124833	GH74
total_12487969	GH37
total_12489436	GH2
total_12489723	CBM47
total_12489723	GH16
total_12492067	CBM54
total_12492067	CBM32
total_12500069	CBM3
total_12500069	CE4
total_12500898	GH3
total_12500898	GH3
total_12501325	GH73
total_12501325	CBM50
total_12501325	GH23
total_12501325	GH73
total_1251419	GH76
total_12521981	GH20
total_12525091	CBM50
total_12535650	GH95
total_12535650	GH1
total_12537115	GT1
total_12537115	GH38
total_12537894	AA3
total_12538822	GH18
total_12543557	GH103
total_12543557	GH103
total_12543557	GH103
total_12543557	GH103
total_12545206	CBM48
total_12548538	AA1
total_1255258	GH72
total_1255260	CBM20
total_1255260	GH15
total_12557520	GH128
total_1255891	GH76
total_12564076	GT28
total_12566459	GH4
total_12567866	GH47
total_1258826	GT47
total_1259833	GH95
total_1259833	GH1
total_12600167	GT41
total_12600167	GT41
total_12600167	GT41
total_12600167	GT41
total_1260357	GH95
total_1260357	GH1
total_1260804	GT2
total_1260932	GT47
total_1261004	GT1
total_12610256	CBM6
total_12611440	GT51
total_12615056	GH47
total_12616107	GH20
total_12619032	AA3
total_12619032	AA3
total_1262089	CE4
total_12626822	GH18
total_12627551	AA4
total_12627551	AA4
total_12627551	AA4
total_12627551	AA4
total_12627551	AA4
total_12627741	CBM50
total_12627741	CBM50
total_12627741	CBM50
total_12627741	CBM50
total_12627741	CBM50
total_12637087	GT87
total_12637087	GT87
total_12637087	GT87
total_12637087	GT87
total_12637087	GT87
total_12650538	GH28
total_12651204	CBM67
total_12651204	GH78
total_12651208	GT2
total_12651208	GH32
total_12653200	GH2
total_1265390	GT2
total_1265621	CE12
total_12660947	CBM20
total_12670898	GH38
total_12675884	GT2
total_12682713	CBM50
total_12682713	CBM50
total_1269696	CBM42
total_1269696	GH128
total_1269696	CBM42
total_12697175	GT2
total_12701845	CE1
total_12712218	GT30
total_12712218	GT30
total_12712218	GT30
total_12712218	GT30
total_12712891	AA2
