Query_id	TC_number
total_10283757	3.A.2.1.3
total_10283769	3.D.1.2.1
total_10283770	3.D.1.3.1
total_10283771	3.D.1.5.1
total_10283772	3.D.1.5.1
total_10283773	3.D.1.6.1
total_10284417	4.A.1.1.7
total_1029824	8.A.21.2.1
total_1030752	2.A.7.1.4
total_10310727	1.A.24.1.1
total_1031074	3.D.1.5.1
total_10311505	9.B.76.1.1
total_1031355	3.D.2.2.1
total_10324031	3.D.9.1.1
total_10324251	3.D.1.2.1
total_10326520	1.B.12.4.1
total_10326895	1.A.30.2.1
total_1032765	1.B.12.4.1
total_10328577	8.A.21.2.1
total_10330198	3.D.1.2.1
total_10338943	3.D.1.3.1
total_10346323	3.A.12.1.1
total_10346975	8.A.1.1.2
total_10349430	2.A.1.3.34
total_1035154	2.A.52.1.1
total_10356074	3.B.1.1.3
total_10357562	1.B.12.4.1
total_10357594	3.D.2.2.1
total_10357595	3.D.2.2.1
total_10360512	3.A.2.3.1
total_10365356	1.C.82.1.1
total_103662	3.A.5.1.1
total_10368201	8.A.21.2.1
total_1036932	3.B.1.1.2
total_10370217	1.B.12.4.1
total_10370551	1.B.12.4.1
total_10375940	3.D.1.3.1
total_1037880	1.C.82.1.1
total_10379908	4.A.1.1.7
total_10380967	3.D.4.5.1
total_10383525	1.C.82.1.1
total_1038444	1.C.82.1.1
total_10390954	3.D.4.5.1
total_10390955	3.D.4.5.1
total_10392326	1.B.33.1.3
total_10393976	8.A.21.2.1
total_10401963	3.A.1.132.3
total_1040269	8.A.21.2.1
total_10402798	3.D.1.6.1
total_10402799	3.D.1.5.1
total_10405750	3.D.1.2.1
total_10412289	3.D.2.2.1
total_10417615	3.A.5.1.1
total_10419873	3.D.1.6.1
total_1042007	3.D.3.2.1
total_10423596	3.A.5.1.1
total_10426609	9.A.58.2.2
total_1043255	3.A.1.105.1
total_10443231	3.D.1.1.1
total_10444504	2.A.72.1.1
total_10447562	3.D.1.6.1
total_10450185	3.D.1.6.1
total_10452613	3.A.5.1.1
total_10456800	3.D.1.3.1
total_10459870	2.A.4.1.4
total_10460446	2.A.72.1.1
total_10465371	3.D.2.2.1
total_10470504	3.A.10.2.2
total_10471081	3.D.2.2.1
total_10471082	3.D.2.2.1
total_10472469	3.D.4.6.1
total_10475713	3.D.1.3.1
total_10480870	2.A.64.1.1
total_10487393	2.A.6.2.9
total_1049665	3.D.2.2.1
total_10497958	3.D.4.5.1
total_10498206	3.B.1.1.3
total_10507200	1.B.33.1.3
total_10507851	1.C.82.1.1
total_10514060	1.A.24.1.1
total_10525808	1.B.12.4.1
total_10526981	3.D.1.2.1
total_10527549	3.D.1.6.1
total_10527551	3.D.1.6.1
total_10533195	3.D.1.5.1
total_10533198	3.D.1.1.1
total_10534825	3.D.4.5.1
total_10536523	3.A.5.1.1
total_1054045	3.A.5.1.1
total_10554064	3.A.5.2.2
total_10558942	3.D.1.6.1
total_10566313	3.D.1.5.1
total_10568426	3.D.1.6.1
total_10569195	1.B.33.1.3
total_10571774	1.B.33.1.3
total_1057454	1.B.33.1.4
total_10582967	3.A.2.1.3
total_1058358	3.A.1.122.8
total_10588475	1.C.82.1.1
total_10595176	3.D.1.2.1
total_10595787	2.A.1.67.1
total_10595895	3.D.4.5.1
total_10599786	3.D.1.3.1
total_10606858	3.A.15.3.1
total_10615107	3.D.1.2.1
total_10616512	3.D.1.2.1
total_10616641	2.A.72.1.1
total_10620288	3.A.5.1.1
total_10620669	3.D.1.2.1
total_10623092	1.B.33.1.3
total_10629787	1.C.82.1.1
total_10643587	3.B.1.1.5
total_10647735	3.A.1.4.1
total_10661986	2.A.96.1.2
total_10662089	3.D.1.2.1
total_10666518	3.A.10.2.1
total_10676618	1.C.82.1.1
total_10677938	9.B.3.1.3
total_10682754	3.D.1.6.1
total_10687618	3.D.4.5.1
total_106907	3.A.2.1.3
total_10692949	3.A.5.2.2
total_10695956	1.C.82.1.1
total_10699820	3.A.5.1.1
total_10700981	2.A.7.22.2
total_10703574	9.B.100.1.1
total_10705602	1.A.11.1.1
total_1071016	8.A.21.2.1
total_10714144	1.C.82.1.1
total_10718775	2.A.6.2.9
total_10730061	3.A.2.1.3
total_10734199	3.D.4.5.1
total_10741035	1.B.12.4.1
total_10744560	3.A.2.1.2
total_1074472	3.A.15.1.1
total_10745981	3.A.5.1.1
total_10748554	3.D.2.2.1
total_10750609	3.A.5.1.1
total_1075105	1.B.33.1.3
total_10754536	4.C.1.1.4
total_10756656	1.C.82.1.1
total_10758424	2.A.1.3.34
total_10764106	1.C.82.1.1
total_1076772	3.D.1.2.1
total_10770866	9.B.100.1.1
total_10789956	3.A.5.1.1
total_10798313	3.D.1.3.1
total_10799448	8.A.21.2.1
total_10800035	1.B.12.4.1
total_10803433	3.D.1.2.1
total_1080436	1.B.12.4.1
total_10804454	4.A.1.1.5
total_10806896	2.A.51.1.3
total_10810440	3.D.4.4.1
total_10811441	3.D.9.1.1
total_10813154	3.D.1.2.1
total_10814975	3.D.1.5.1
total_10820615	3.A.2.1.3
total_108269	3.D.1.2.1
total_10827875	3.D.1.2.1
total_10828672	1.C.82.1.1
total_10830096	3.D.1.3.1
total_10832919	9.B.3.1.2
total_10834293	1.C.82.1.1
total_10836617	3.D.1.2.1
total_10840168	3.D.2.2.1
total_10850658	3.D.4.4.1
total_10853612	3.A.2.1.2
total_10854430	1.B.33.1.3
total_10856195	3.A.15.2.1
total_10860102	1.B.33.1.4
total_10864164	8.A.21.2.1
total_10864227	9.B.30.1.1
total_10864642	3.D.1.2.1
total_10865466	2.A.7.22.2
total_10868553	2.A.6.4.1
total_10868662	3.D.4.5.1
total_10875110	2.A.72.1.1
total_10875111	2.A.72.1.1
total_10875714	3.A.1.8.2
total_10876661	3.D.4.5.1
total_10876662	3.D.4.5.1
total_10886554	3.D.1.2.1
total_10886559	3.D.1.5.1
total_10886560	3.D.9.1.1
total_1088772	3.D.1.2.1
total_10891210	2.A.1.3.11
total_10893778	3.D.2.2.1
total_10894702	2.A.96.1.1
total_10894935	1.B.12.4.1
total_10900793	9.B.3.1.3
total_1090189	2.A.7.22.2
total_10905573	3.A.5.2.2
total_10907854	1.B.12.4.1
total_1091039	3.D.1.6.3
total_10915329	1.C.82.1.1
total_1091628	2.A.6.4.1
total_10917357	3.A.1.27.2
total_10921166	8.A.21.2.1
total_10926203	8.A.21.2.1
total_10926612	3.D.1.6.2
total_10935068	3.D.1.2.1
total_1093752	4.A.1.1.5
total_10944000	3.A.5.1.1
total_10961705	3.A.1.8.1
total_10964510	1.A.24.1.1
total_1097352	1.C.82.1.1
total_10987934	8.A.21.2.1
total_10991280	2.A.6.2.9
total_10993663	3.D.1.6.4
total_10995388	3.D.1.5.1
total_10997832	9.B.18.1.1
total_10998725	1.B.12.4.1
total_11000626	9.B.18.1.1
total_11000898	2.A.6.2.18
total_11006680	1.B.33.1.3
total_11008834	9.B.24.2.2
total_11016116	2.A.72.1.1
total_11016842	2.A.1.3.24
total_11017157	1.A.24.1.1
total_11018850	3.D.3.4.1
total_11020517	1.B.12.4.1
total_11020897	3.D.4.4.1
total_11020936	3.D.1.5.1
total_11020990	3.D.1.2.1
total_11024788	3.A.1.11.2
total_1102980	8.A.21.2.1
total_11043394	3.D.9.1.1
total_11043605	2.A.64.1.1
total_11056558	9.B.30.1.1
total_11064466	1.C.82.1.1
total_1106688	1.B.33.1.3
total_11069562	8.A.21.2.1
total_11072173	3.B.1.1.5
total_11076031	8.A.21.2.1
total_11078671	1.C.82.1.1
total_11088412	3.D.1.2.1
total_11089290	1.C.82.1.1
total_1109041	2.A.64.3.1
total_11091613	3.D.1.3.1
total_11093142	3.D.1.3.1
total_11093143	3.D.1.6.2
total_11093144	3.D.1.3.1
total_11093702	3.D.1.6.1
total_11094574	9.A.40.1.2
total_1109459	1.A.24.1.1
total_11097481	3.D.1.2.1
total_11097482	3.D.1.2.1
total_11114375	9.B.18.1.1
total_1111730	3.A.1.132.3
total_11119764	9.B.18.1.1
total_111202	1.B.33.1.3
total_11122473	3.A.2.1.2
total_11123405	3.A.2.1.2
total_11127329	1.B.12.4.1
total_11131738	3.D.4.8.1
total_11134727	8.A.21.2.1
total_11136618	3.D.1.3.1
total_11140452	2.A.64.3.1
total_11143999	2.A.7.22.2
total_11150657	1.C.82.1.1
total_11150855	1.B.33.1.3
total_11164863	9.B.76.1.1
total_11172860	3.D.1.1.1
total_11177419	8.A.21.1.1
total_11180828	3.D.4.5.1
total_11183799	1.B.12.4.1
total_11186937	9.B.3.1.2
total_11187714	3.D.4.5.1
total_11202495	3.A.1.106.2
total_11204089	1.B.33.1.3
total_11205950	3.D.1.1.1
total_11207369	3.D.4.5.1
total_11208415	1.C.82.1.1
total_11217224	2.A.7.22.2
total_11217287	3.D.1.2.1
total_11217760	3.D.1.3.1
total_11219247	3.D.1.6.3
total_11220057	3.D.2.2.1
total_11223201	3.D.4.5.1
total_11223995	1.C.82.1.1
total_11227176	1.B.33.1.3
total_11227475	3.A.2.1.1
total_11229433	3.A.1.2.12
total_11230560	3.D.4.7.1
total_1123118	1.C.82.1.1
total_11237894	8.A.21.2.1
total_11240307	9.A.58.2.4
total_11241122	3.B.1.1.3
total_11243122	3.D.1.6.1
total_11244526	1.B.12.4.1
total_11247386	1.B.33.1.3
total_11253863	3.D.4.7.1
total_11254325	3.A.2.1.2
total_1126309	3.D.1.2.1
total_11263586	3.A.15.2.1
total_11265943	3.D.2.2.1
total_11269844	3.D.1.6.2
total_11269845	3.D.1.5.1
total_11269905	3.D.2.2.1
total_11269906	3.D.2.2.1
total_11270825	3.D.4.4.1
total_1127635	3.D.2.2.1
total_1127636	3.D.2.2.1
total_11280494	3.D.1.2.1
total_11280914	3.D.9.1.1
total_11281535	8.A.21.2.1
total_11284254	3.D.1.6.3
total_11294483	9.A.10.2.1
total_11298433	8.A.21.2.1
total_1129864	3.D.2.2.1
total_11302778	3.A.5.2.2
total_11304089	1.C.82.1.1
total_1130677	9.B.24.2.2
total_11311898	3.D.1.2.1
total_1132052	2.A.55.2.4
total_1132359	3.A.5.1.1
total_11323713	3.D.1.3.1
total_11324614	3.D.4.4.1
total_11325505	3.D.4.4.1
total_11327393	1.A.8.10.2
total_11328305	3.D.2.2.1
total_11336427	2.A.23.1.2
total_11337753	1.B.12.4.1
total_1134245	3.D.2.2.1
total_11342875	3.A.2.1.2
total_11351736	3.D.1.3.1
total_1135248	3.A.2.1.3
total_11355931	3.D.3.3.1
total_11371437	9.B.27.2.3
total_11372861	3.A.1.27.1
total_11376048	3.A.1.125.3
total_11382188	3.D.1.2.1
total_11382189	3.D.1.2.1
total_11382190	3.D.1.2.1
total_11382537	3.D.1.6.1
total_11383310	3.D.2.2.1
total_11388382	3.A.5.1.1
total_11388536	3.D.1.3.1
total_11388610	1.B.12.4.1
total_113912	3.D.2.2.1
total_11396632	3.D.1.2.1
total_11398767	1.A.22.1.4
total_11403210	3.B.1.1.3
total_11403531	3.A.1.27.1
total_11403588	3.D.1.5.1
total_1140366	1.B.33.1.4
total_11407993	1.B.12.4.1
total_11409008	3.D.1.3.1
total_1140905	1.B.12.4.1
total_1140906	1.B.12.4.1
total_11412387	1.C.82.1.1
total_11412417	1.B.12.4.1
total_11417613	3.A.1.27.1
total_11419030	1.B.12.4.1
total_11421662	1.B.33.1.3
total_11423701	4.A.1.1.5
total_11424680	8.A.21.2.1
total_11428385	2.A.51.1.4
total_11430181	3.A.2.1.2
total_11431117	1.A.22.1.3
total_11437137	1.B.12.4.1
total_114453	2.A.64.1.1
total_1144743	3.D.1.7.1
total_11448813	3.A.1.16.1
total_11449717	2.A.7.22.2
total_11450960	2.A.6.2.4
total_11458612	1.B.33.1.3
total_11464402	3.A.1.120.2
total_1146458	2.A.67.4.3
total_1146487	3.D.4.8.1
total_1146488	3.D.4.7.1
total_11465202	1.B.33.1.3
total_11474155	8.A.21.2.1
total_11478515	8.A.21.2.1
total_11479519	1.B.33.1.3
total_11483335	1.B.12.4.1
total_11491369	3.D.1.3.1
total_11491740	3.A.1.122.7
total_11498096	3.A.5.2.2
total_11498099	8.A.21.2.1
total_11498495	3.D.4.4.1
total_11499795	3.D.1.2.1
total_11500192	3.D.1.6.2
total_11502599	3.D.1.3.1
total_11504261	3.D.1.2.1
total_11504263	3.D.4.4.1
total_11505712	3.D.1.3.1
total_11505714	3.D.1.3.1
total_11505715	3.D.1.5.1
total_11507211	3.D.1.6.3
total_11509718	9.B.100.1.1
total_11514553	3.D.1.2.1
total_11519120	3.A.5.2.2
total_11519294	1.B.12.4.1
total_11521345	3.D.1.2.1
total_11523055	9.B.24.2.2
total_11529020	9.B.98.1.3
total_11532252	3.D.4.6.1
total_11544569	1.B.33.1.3
total_11552830	4.A.1.1.7
total_1155980	9.B.18.1.1
total_11559911	3.D.4.6.1
total_11575094	8.A.21.2.1
total_11576296	9.B.18.1.1
total_11579576	3.D.1.2.1
total_11584750	1.A.11.1.4
total_11585070	2.A.64.1.1
total_11585133	2.A.7.3.6
total_11588850	9.A.34.2.1
total_11598372	1.B.12.4.1
total_11598373	1.B.12.4.1
total_11598386	1.B.33.1.3
total_11603544	3.D.1.2.1
total_11605097	1.B.33.1.3
total_11612326	3.D.1.7.1
total_11623314	3.D.9.1.1
total_1163427	8.A.21.2.1
total_11635943	3.A.12.1.1
total_11638942	3.D.1.3.1
total_11644065	1.A.24.1.1
total_11645466	3.D.1.6.1
total_1165241	4.A.1.1.7
total_11653412	1.C.82.1.1
total_11657362	3.D.4.5.1
total_1166170	3.D.3.4.1
total_11663934	1.A.11.1.1
total_11664411	3.D.1.5.1
total_11664412	3.D.1.3.1
total_11669017	2.A.2.6.3
total_11670013	2.A.72.1.1
total_11672420	1.B.12.4.1
total_11674094	3.A.2.1.3
total_11675828	3.D.1.5.1
total_11678816	3.B.1.1.5
total_11684796	3.D.4.6.1
total_11690251	3.D.2.2.1
total_11697241	3.A.10.2.4
total_1169885	8.A.21.2.1
total_11700505	3.D.1.6.1
total_11701282	3.A.5.1.1
total_11708127	9.B.3.1.2
total_11710335	8.A.21.2.1
total_11711635	3.A.1.4.1
total_1171822	2.A.6.2.23
total_1171823	2.A.6.2.2
total_117232	3.D.4.5.1
total_1173267	3.A.3.23.1
total_11732877	3.A.1.122.2
total_1173389	1.B.12.4.1
total_11738220	3.D.1.2.1
total_11742518	9.B.14.1.1
total_11742638	8.A.21.2.1
total_11744267	9.B.24.2.2
total_1174441	1.C.82.1.1
total_11746579	3.B.1.1.5
total_11752826	3.A.2.1.2
total_11754618	1.C.82.1.1
total_11762124	8.A.21.2.1
total_11773388	3.D.4.5.1
total_11773972	1.B.33.1.3
total_11778258	3.D.1.2.1
total_11778819	3.D.1.3.1
total_11779329	3.A.2.1.3
total_11779882	2.A.64.1.1
total_1179928	3.D.1.2.1
total_11800944	1.B.33.1.3
total_11807183	3.A.5.1.1
total_11811416	3.D.4.7.1
total_11819133	8.A.21.2.1
total_11820218	3.D.1.3.1
total_11820220	3.D.1.3.1
total_11820221	3.D.1.5.1
total_11826959	3.A.5.10.1
total_11829225	1.C.82.1.1
total_118300	3.D.1.3.1
total_1183716	1.B.12.4.1
total_11847126	1.B.33.1.4
total_11847849	3.A.2.1.2
total_11847850	3.A.2.1.2
total_11853887	8.A.21.2.1
total_11855763	1.B.12.4.1
total_11856016	3.D.9.1.1
total_1185966	2.A.6.2.4
total_11860192	3.D.1.2.1
total_118651	3.D.1.3.1
total_11865416	2.A.7.22.2
total_11866060	1.C.82.1.1
total_11871999	3.A.5.1.1
total_11875657	3.D.4.8.1
total_1187598	1.B.33.1.3
total_11877039	3.E.2.1.1
total_11881299	3.A.15.2.1
total_11882298	1.C.82.1.1
total_11884337	3.D.1.2.1
total_11884560	3.D.1.5.1
total_11887063	3.D.1.5.1
total_11892676	3.B.1.1.5
total_11892854	1.B.33.1.3
total_1189329	3.D.1.5.1
total_1190252	3.D.1.5.1
total_11907649	4.A.1.1.5
total_11908162	8.A.21.2.1
total_11912678	3.D.3.3.1
total_11913094	3.D.4.4.2
total_11915302	3.D.3.2.1
total_11926438	3.D.1.5.1
total_11936561	3.D.1.2.1
total_1194353	3.A.2.1.2
total_11946256	1.A.24.1.1
total_11947283	3.D.1.6.4
total_11948377	4.A.1.1.7
total_11950829	2.A.1.3.29
total_1195199	3.D.1.2.1
total_11953598	1.B.12.4.1
total_11954647	3.A.5.1.1
total_11955289	3.A.2.1.2
total_11955421	3.D.1.2.1
total_11959727	9.B.100.1.1
total_11966681	2.A.6.4.1
total_11968852	3.A.1.105.1
total_11969614	3.D.1.2.1
total_11969821	3.A.2.1.1
total_11972107	3.A.2.2.1
total_11975503	3.D.1.2.1
total_11981399	3.D.1.3.1
total_11984780	1.B.12.4.1
total_11989043	3.D.1.1.1
total_11989724	3.A.2.1.3
total_11999804	3.D.1.2.1
total_1200100	3.D.4.4.2
total_1201220	3.D.4.5.1
total_12016757	9.B.24.2.2
total_12018223	3.D.1.2.1
total_12018801	3.D.1.2.1
total_12021189	8.A.21.2.1
total_1202314	8.A.21.2.1
total_12026452	1.B.33.1.3
total_1202913	9.B.100.1.1
total_12035022	8.A.21.2.1
total_12039049	3.A.5.1.1
total_12042372	1.C.82.1.1
total_12054354	3.D.1.2.1
total_12059044	2.A.6.4.1
total_12064234	1.A.24.1.1
total_12066786	3.D.1.6.3
total_12069508	3.D.3.4.1
total_12073837	1.B.33.1.3
total_12077769	9.B.18.1.1
total_12077906	3.D.2.2.1
total_12081280	3.A.5.1.1
total_12084322	3.D.4.4.2
total_12086430	3.D.3.2.1
total_12094908	3.D.1.2.1
total_12095438	8.A.21.2.1
total_1210167	2.A.7.22.2
total_12106827	3.D.1.3.1
total_12107492	3.A.5.1.1
total_12111324	1.A.24.1.1
total_12120938	2.A.64.1.1
total_12122329	3.D.1.2.1
total_12125013	3.D.1.3.1
total_12126919	1.B.33.1.3
total_12127042	9.B.3.1.3
total_12128953	1.A.8.15.1
total_121312	1.B.12.4.1
total_12133666	3.A.2.1.2
total_12135626	8.A.21.2.1
total_12137615	1.B.33.1.3
total_12137922	3.D.3.1.1
total_12144285	8.A.21.2.1
total_12153664	3.A.5.1.1
total_12157021	3.A.1.120.1
total_12159266	9.B.24.2.2
total_12178216	3.A.1.122.2
total_12185750	3.D.1.6.1
total_12194011	3.A.5.2.2
total_12194738	8.A.21.2.1
total_1220131	2.A.7.22.2
total_1220137	1.B.33.1.4
total_12202347	3.D.1.2.1
total_12209906	9.A.10.2.3
total_12227127	3.A.2.1.3
total_1223125	3.A.1.105.1
total_1224007	2.A.64.1.1
total_1224221	3.D.4.8.1
total_12248932	3.D.1.2.1
total_12253112	9.B.100.1.1
total_12258993	9.B.3.1.2
total_12260919	3.A.5.1.1
total_12266531	3.D.4.5.1
total_12268789	1.B.33.1.3
total_12277255	3.D.2.2.1
total_12278187	2.A.6.2.4
total_12279842	9.B.14.1.2
total_12280301	2.A.37.1.2
total_12283355	3.D.2.2.1
total_12283356	3.D.2.2.1
total_1228682	1.B.12.4.1
total_1228699	2.A.64.3.2
total_12287294	1.B.33.1.3
total_12287347	1.C.82.1.1
total_12288905	3.A.3.25.2
total_12290459	3.D.1.7.1
total_12290491	3.D.1.2.1
total_1229121	3.A.5.1.1
total_1229122	3.A.5.2.2
total_12292580	1.A.24.1.1
total_12297105	8.A.21.2.1
total_1230656	8.A.21.1.1
total_12310647	3.A.10.2.1
total_1231424	1.A.8.15.1
total_12318287	1.C.82.1.1
total_12319592	3.A.1.27.1
total_12324108	3.D.1.2.1
total_12325101	2.A.72.1.1
total_12325499	3.D.1.6.1
total_1232933	3.D.1.2.1
total_12330831	1.A.24.1.1
total_12331016	8.A.21.2.1
total_12331252	1.B.12.4.1
total_12333819	2.A.64.1.1
total_12334785	3.A.5.2.2
total_12335412	1.B.12.4.1
total_12337860	3.A.1.122.2
total_12339374	3.D.4.4.1
total_12342573	8.A.21.2.1
total_1234885	9.B.3.1.2
total_123527	3.D.1.5.1
total_12358289	3.D.1.2.1
total_12366357	3.A.2.1.1
total_12369899	1.B.12.4.1
total_12371609	3.A.5.1.1
total_1237339	1.C.82.1.1
total_12374836	3.D.1.5.1
total_1237613	3.A.5.1.1
total_1238306	3.A.15.2.1
total_12385016	3.D.2.2.1
total_1238696	3.A.5.1.1
total_123896	3.A.2.3.1
total_12392534	2.C.1.2.1
total_12393246	1.B.12.4.1
total_1239760	1.C.82.1.1
total_12397996	3.A.2.1.2
total_12398558	3.D.3.4.1
total_12398732	3.D.4.5.1
total_12408273	3.D.1.6.1
total_12411486	1.B.33.1.3
total_12413401	8.A.21.2.1
total_12413606	3.D.1.2.1
total_12413619	9.B.76.1.1
total_12419933	3.A.1.122.2
total_12419983	3.A.5.2.2
total_12421097	1.B.12.4.1
total_12421098	1.B.12.4.1
total_12421151	3.D.9.1.1
total_12421153	3.D.1.5.1
total_12421156	3.D.1.2.1
total_12421658	3.D.1.2.1
total_12427900	2.A.6.2.39
total_12432763	1.B.12.4.1
total_12434426	1.C.82.1.1
total_12437236	1.A.24.1.1
total_12439281	3.A.2.1.1
total_12446142	1.A.24.1.1
total_12451858	2.A.55.3.1
total_1246035	9.A.40.1.2
total_12463222	3.D.3.1.1
total_12463252	1.C.82.1.1
total_12471871	1.B.12.4.1
total_12474916	3.D.1.2.1
total_12477335	2.A.6.4.1
total_1247783	3.D.1.3.1
total_12478134	9.B.14.1.2
total_12480160	1.C.82.1.1
total_12495795	1.B.12.4.1
total_12498303	3.A.5.2.2
total_12517273	3.D.1.2.1
total_12517749	2.A.1.3.34
total_1251884	2.A.6.2.39
total_12522117	3.A.5.1.1
total_12523701	3.A.5.1.1
total_1252880	9.B.29.1.1
total_12534830	3.A.5.1.1
total_12539150	3.D.1.2.1
total_12539151	3.D.1.2.1
total_12539577	1.A.24.1.1
total_12542537	3.A.2.1.1
total_12545211	1.B.12.4.1
total_12551591	3.B.1.1.2
total_1256043	3.D.2.2.1
total_1256225	2.A.7.22.2
total_12567308	3.A.12.1.1
total_12579208	3.D.1.5.1
total_12580841	3.D.2.2.1
total_12585563	3.D.3.3.1
total_12586237	4.A.1.1.7
total_12588745	3.D.1.6.3
total_12591017	1.C.82.1.1
total_12593894	1.C.82.1.1
total_12598671	2.A.62.1.1
total_12599660	3.B.1.1.3
total_12612770	1.B.12.4.1
total_12616074	2.A.6.2.9
total_12622906	3.D.1.2.1
total_12632581	3.D.4.5.1
total_12632582	3.D.4.5.1
total_1263398	3.D.4.4.1
total_12657219	1.B.33.1.3
total_12658704	1.C.82.1.1
total_12665190	3.A.1.4.1
total_12665191	3.A.1.4.1
total_12668881	3.A.5.1.1
total_12668972	3.A.2.2.5
total_1267572	3.A.1.132.3
total_12676298	3.A.5.2.2
total_12676343	9.B.20.1.1
total_12679625	9.B.18.1.1
total_12681014	3.D.1.2.1
total_12683042	3.D.2.1.1
total_12683367	1.B.33.1.3
total_12685922	3.D.1.3.1
total_12696438	3.D.1.2.1
total_12696439	3.D.1.2.1
total_12697186	1.C.82.1.1
total_12699073	2.A.102.6.1
total_12699655	2.A.64.1.1
total_1270644	3.D.1.2.1
total_12710157	3.A.16.1.2
total_12715591	3.D.1.2.1
total_12719483	3.D.2.2.1
total_12724901	3.D.4.4.1
total_12726148	1.B.33.1.3
total_12736054	3.D.4.5.1
total_12736859	2.A.36.6.1
total_12741891	3.A.2.1.3
total_12747351	3.D.4.6.1
total_12750136	3.A.2.1.2
total_12751840	3.D.2.2.1
total_12753523	2.A.53.9.2
total_1275826	3.D.1.2.1
total_12762364	3.A.5.10.1
total_12765086	9.B.3.1.3
total_127813	1.B.12.4.1
total_12782902	2.A.7.3.6
total_12784485	1.A.24.1.1
total_12789580	3.A.1.7.1
total_12799250	3.A.5.1.1
total_12800567	1.A.24.1.1
total_1280545	4.B.1.1.5
total_1280978	3.B.1.1.5
total_12811952	9.B.18.1.1
total_12815427	2.A.7.22.2
total_12819478	1.B.12.4.1
total_1281952	3.D.1.6.3
total_12821462	8.A.21.2.1
total_12821729	3.A.5.1.1
total_12822956	3.D.4.5.1
total_12823749	3.A.15.3.1
total_12833940	1.B.33.1.3
total_12835394	1.B.33.1.3
total_12849656	1.A.62.2.1
total_12849687	8.A.21.2.1
total_12849894	1.A.24.1.1
total_12850760	1.B.12.4.1
total_12851936	3.D.4.5.1
total_12862447	3.A.2.1.2
total_12869013	3.D.1.6.4
total_12869479	3.D.1.2.1
total_12872127	2.A.6.2.31
total_12876334	1.C.82.1.1
total_12882165	1.A.22.1.4
total_12894159	8.A.21.2.1
total_12905584	8.A.21.2.1
total_12911893	1.B.12.4.1
total_12911894	1.B.12.4.1
total_12917632	2.A.1.3.34
total_12931807	3.A.5.1.1
total_12933496	1.B.12.4.1
total_12933497	1.B.12.4.1
total_12939493	3.A.5.1.1
total_12942521	2.A.6.2.25
total_12946818	3.A.5.2.2
total_12953758	1.B.33.1.3
total_12955131	3.E.2.2.2
total_12967521	3.A.5.1.1
total_1297270	1.B.12.4.1
total_12976156	3.D.4.11.1
total_1297676	3.D.4.5.1
total_12977912	3.D.4.5.1
total_1297813	3.D.1.2.1
